Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
K-BIO,Bioland Hackfleisch gemischt,"€ 5,49",6.19,1 kg = 13.73,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_119.jpg
K-CLASSIC,Geflügel-Wiener,"€ 2,89",3.19,1 kg = 7.23,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_120.jpg
K-CLASSIC,Bierschinken oder Kräuter-Schinkenwurst,"€ 0,99",1.19,1 kg = 6.60,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_121.jpg
WILTMANN,Pfefferbauch,"€ 1,49",,1 kg = 29.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_122.jpg
Aus eigener Herstellung,Zungenwurst,"€ 1,19",1.59,1 kg = 11.90,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_124.jpg
K-CLASSIC,Landschinken,"€ 1,99",2.99,1 kg = 9.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_125.jpg
K-CLASSIC,Bauernschinken,"€ 1,99",2.99,1 kg = 9.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_126.jpg
TULIP,Bacon,"€ 1,59",,1 kg = 12.72,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_127.jpg
MONTORSI,Ital Salami,"€ 2,49",,1 kg = 24.90,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_128.jpg
REINERT,Teewurst,"€ 0,99",1.29,1 kg = 7.92,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_130.jpg
HOUDEK,Kabanos,"€ 1,69",,1 kg = 11.27,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_131.jpg
SNACK IT,Kabanossi,"€ 1,49",1.99,1 kg = 12.42,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_132.jpg
K-WERTSCHÄTZE,Schweinenackensteak mariniert,"€ 8,90",12.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_133.jpg
K-WERTSCHÄTZE,Rinderbraten Hals Hohe Rippe vom Jungbullen,"€ 15,90",19.50,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_134.jpg
K-WERTSCHÄTZE,Rinderhüfte,"€ 22,90",28.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_135.jpg
PONNATH,Le Buffet Tortensülze,"€ 0,89",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_136.jpg
Aus eigener Herstellung,Wiener oder Käsewürstchen,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_137.jpg
TANNENHOF,Backschinken,"€ 1,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_138.jpg
KLÜMPER,Gewürz- oder Knoblauchschinken,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_139.jpg
Aus eigener Herstellung,Schinkenknacker,"€ 1,39",1.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_140.jpg
SCHULTE,Sportler-Salami,"€ 1,19",2.39,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_141.jpg
Keine Marke,Kalbsschnitzel,"€ 22,90",29.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_142.jpg
K-BLUE BAY,Norweg Lachsfilet-Portionen,"€ 8,49",9.49,1 kg = 16.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_143.jpg
K-BLUE BAY,Räuchergarnelen,"€ 2,99",3.49,1 kg = 24.92,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_144.jpg
MÖVENPICK,Fruchtjoghurt,"€ 0,69",0.99,1 kg = 4.60,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_145.jpg
DR OETKER,Löffelglück,"€ 1,99",2.69,1 kg = 3.98 - 4.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_146.jpg
KINDER,Pingui,"€ 2,49",,1 kg = 10.38,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_147.jpg
MÜLLER,Müllermilch,"€ 0,66",,1 l = 1.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_149.jpg
WEIHENSTEPHAN,Schlagsahne,"€ 2,49",,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_150.jpg
MEGGLE,Butter,"€ 1,29",,1 kg = 5.16,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_151.jpg
QUARKI,Quark,"€ 1,59",1.99,1 kg = 6.36,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_152.jpg
EHRMANN,Robby Quetschi,"€ 0,59",0.85,1 kg = 6.56,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_153.jpg
G RAMONT,Weichkäse,"€ 2,29",3.49,1 kg = 11.45 - 15.27,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_154.jpg
GALBANI,Mozzarella Mini,"€ 2,22",2.99,Abtropfgewicht 150 g (1 kg = 14.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_155.jpg
LEERDAMMER,Knusper-Minis,"€ 1,99",2.99,1 kg = 13.27,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_156.jpg
KIRI,Dippi,"€ 2,79",,1 kg = 15.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_157.jpg
ADLER,Edelcreme,"€ 1,39",,1 kg = 13.90,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_158.jpg
K-BIO,Bioland Bergkäse,"€ 1,49",1.79,1 kg = 9.94,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_159.jpg
CATHEDRAL CITY,English Cheddar,"€ 2,99",3.99,1 kg = 14.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_160.jpg
ARLA,Finello,"€ 1,49",,1 kg = 9.94,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_162.jpg
KERRYGOLD,Orig irischer Cheddar,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_164.jpg
DER SPANIER,Span Schnittkäse,"€ 1,99",2.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_165.jpg
LANDANA,Gouda mild,"€ 0,99",1.39,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_166.jpg
SWITZERLAND,Appenzeller kräftig-würzig,"€ 2,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_167.jpg
BERGADER,Bavaria blu oder Bonifaz,"€ 1,49",2.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_168.jpg
FROSTA,Gemüse,"€ 1,69",2.19,1 kg = 3.76 - 5.64,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_170.jpg
FROSTA,Kräuter,"€ 0,79",,1 kg = 6.59 - 11.29,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_171.jpg
DR OETKER,Ristorante Pizza,"€ 5,00",,1 kg = 4.08 - 5.22,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_172.jpg
ORIGINAL WAGNER,Rustipani Ofenbrot oder Airfryer Snack,"€ 1,79",,1 kg = 9.18 - 10.53,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_173.jpg
ALDENTE,Kaiserschmarrn,"€ 2,49",3.49,1 kg = 6.23,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_175.jpg
NUTELLA,Croissants,"€ 2,99",,1 kg = 8.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_177.jpg
MCCAIN,Golden Longs,"€ 2,99",4.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_178.jpg
K-CLASSIC,Alm-Schnitzel vom Schwein,"€ 3,69",4.49,1 kg = 7.38,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_179.jpg
SCHULTE SOHN,Beef Burger,"€ 3,49",4.49,1 kg = 13.96,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_180.jpg
FROSTA,Fischstäbchen,"€ 2,79",3.99,1 kg = 6.20 - 7.16,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_181.jpg
K-CLASSIC,Lachsfilets,"€ 4,19",4.99,1 kg = 16.76,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_182.jpg
ESCAL,White Tiger Garnelen oder King Prawns,"€ 6,99",9.99,1 kg = 20.56 - 27.96,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_183.jpg
IGLO,Filegro,"€ 2,79",,1 kg = 11.16 - 11.63,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_184.jpg
STEINHAUS,Tortelloni,"€ 2,99",,1 kg = 5.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_185.jpg
MEGGLE,Baguette,"€ 1,11",1.69,1 kg = 6.94,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_186.jpg
K-CLASSIC,Schupfnudeln oder Spätzle,"€ 1,49",1.89,1 kg = 2.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_187.jpg
HILCONA,Gnocchi,"€ 1,99",2.99,1 kg = 7.11,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_188.jpg
K-TAKE IT VEGGIE,Vegane Fleischersatzprodukte,"€ 1,59",1.99,1 kg = 7.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_190.jpg
RÜGENWALDER MÜHLE,Veganes Wurstersatzprodukt,"€ 1,29",,1 kg = 8.60 - 12.90,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_191.jpg
POPP,Kartoffel- oder Nudelsalat,"€ 1,99",2.49,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_192.jpg
NADLER,Delikatess-Fleischsalat,"€ 2,22",,1 kg = 5.55,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_193.jpg
K-CLASSIC,Gemüsemais,"€ 2,67",3.56,Abtropfgewicht 285 g (1 kg = 2.36,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_194.jpg
APPEL,Zarte Heringsfilets,"€ 1,11",,1 kg = 5.55 - 5.85,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_197.jpg
HENGSTENBERG,Mildessa,"€ 1,49",2.49,Abtropfgewicht 770 g (1 kg = 1.94,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_198.jpg
K-CLASSIC,Rapsöl,"€ 1,19",1.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_199.jpg
BERTOLLI,Olivenöl-Spray,"€ 6,00",6.98,1 l = 15.00,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_200.jpg
Keine Marke,Grüne Oliven,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_201.jpg
Keine Marke,Apricot Peppers,"€ 1,59",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_202.jpg
Keine Marke,Chili-Cheddar-Schnecke,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_203.jpg
Keine Marke,Buttercroissant,"€ 0,35",0.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_204.jpg
Keine Marke,Berliner Pfannkuchen,"€ 0,29",0.45,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_205.jpg
Cheesecake-Pistazien-,Törtchen,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_206.jpg
Berliner Pfannkuchen,gefüllt,"€ 0,69",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_207.jpg
Keine Marke,Brioche PAW Patrol,"€ 0,55",0.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_208.jpg
Keine Marke,Steinofenbaguette,"€ 0,66",0.85,1 kg = 2.64,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_209.jpg
Keine Marke,Weizenmischbrot,"€ 1,49",1.85,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_210.jpg
Keine Marke,Rosenbrötchen,"€ 0,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_211.jpg
YUM YUM,Instant-Nudeln,"€ 2,00",2.95,1 kg = 6.67,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_212.jpg
KNORR,Hüttenschmaus,"€ 1,49",1.99,1 kg = 8.62 - 8.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_213.jpg
MAGGI,Fix Airfryer oder Würzpaste,"€ 0,49",,1 kg = 5.77 - 18.85,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_215.jpg
NUTELLA,Nuss-Nugat-Creme,"€ 2,79",3.79,1 kg = 6.20,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_219.jpg
LEBEPUR,Bio-Gerstengraspulver,"€ 4,99",6.75,1 kg = 39.92,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_220.jpg
DR OETKER,Airfryer-Backin,"€ 0,59",0.79,1 kg = 17.88,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_221.jpg
MÖVENPICK,Kaffee,"€ 5,99",9.49,1 kg = 11.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_222.jpg
DALLMAYR,Capsa Kaffeekapseln,"€ 2,59",3.99,1 kg = 46.25,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_223.jpg
FUNNY-FRISCH,Chipsfrisch oder Ofenchips,"€ 1,11",,1 kg = 7.40 - 8.88,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_224.jpg
POM-BÄR,Kartoffelsnacks,"€ 0,99",,1 kg = 13.20,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_225.jpg
LINDT,Pralin s,"€ 6,99",,1 kg = 34.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_227.jpg
KINDER,Überraschung,"€ 0,88",,1 kg = 44.00,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_231.jpg
AHOJ-BRAUSE,Brause-Klassiker,"€ 0,69",0.89,1 kg = 8.63 - 11.90,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_232.jpg
PAULANER,Spezi,"€ 0,89",,1 l = 1.78,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_235.jpg
TANQUERAY,London Dry Gin,"€ 14,49",,1 l = 20.70,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_239.jpg
JÄGERMEISTER,Kräuterlikör,"€ 10,99",14.49,1 l = 15.70,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_240.jpg
BACARDI,Rum oder Rum-Spirituose,"€ 10,49",14.49,1 l = 14.99,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_241.jpg
METAXA,7 Sterne,"€ 13,99",,1 l = 19.99,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_242.jpg
DOPPIO PASSO,Primitivo Rosato IGT,"€ 4,99",6.99,1 l = 6.66,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_244.jpg
ALMDUDLER,Almspritz,"€ 2,99",3.69,1 l = 3.99,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_247.jpg
ROTKÄPPCHEN,Fruchtsecco,"€ 0,99",,1 l = 4.95,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_248.jpg
KROMBACHER,Pils,"€ 10,99",17.99,1 l = 1.10,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_249.jpg
ERDINGER BRAUHAUS,Helles,"€ 13,99",18.99,1 l = 1.40,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_250.jpg
CRAZY WOLF,Energy Drink oder Strong Cola,"€ 0,33",0.39,1 l = 1.00,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_253.jpg
WEISSER RIESE,Voll- oder Colorwaschmittel,"€ 11,99",,pro Anwendung = 0.12 - 0.15,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_254.jpg
ARIEL,Waschmittel,"€ 5,49",,pro Anwendung = 0.28 - 0.37,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_256.jpg
VERNEL,Weichspüler,"€ 1,49",1.95,pro Anwendung = 0.04,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_257.jpg
SIL,Fleckenspray -gel oder -salz,"€ 2,59",2.95,1 l = 2.00 - 5.18,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_258.jpg
THE PAPERMAKERS,Design-Toilettenpapier,"€ 10,00",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_259.jpg
SOFTIS,Taschentücher,"€ 1,49",2.25,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_260.jpg
PELY,Gefrierbeutel,"€ 0,99",1.39,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_261.jpg
TOPPITS,Airfryer-Backpapier,"€ 1,99",2.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_262.jpg
