Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
REWE Feine Welt Gebäckpraline Coeur de Chocolat,Keine Marke,"1,99 €",Kein vorheriger Preis,"1 kg = 19,90",je 100-g-Pckg,Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_88.jpg
Seeberger Studentenfutter oder Nuts ’n Berries,Keine Marke,"2,29 €",Kein vorheriger Preis,"1 kg = 15,27",je 150-g-Btl,Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_89.jpg
"Coca-Cola, Fanta, Sprite oder Mezzo Mix",Keine Marke,"11,99 €",Kein vorheriger Preis,"1 l = 1,00","versch. Sorten, teilw. koffeinhaltig, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 + 0,30 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_90.jpg
Pepsi,Keine Marke,"0,79 €",Kein vorheriger Preis,"1 l = 0,63","versch. Sorten, koffeinhaltig, je 1,25-l-Fl, zzgl. 0,25 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_91.jpg
Hohes C Saft,Keine Marke,"1,79 €",Kein vorheriger Preis,,"versch. Sorten, ausgenommen 100% Orangensäfte, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_92.jpg
Hohes C All-In-One,Keine Marke,"1,79 €",Kein vorheriger Preis,"1 l = 2,11","versch. Sorten, je 0,85-l-Fl, zzgl. 0,25 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_93.jpg
Red Bull Energy Drink,Keine Marke,"0,99 €",Kein vorheriger Preis,"1 l = 3,96","versch. Sorten, koffeinhaltig, je 0,25-l-Dose, zzgl. 0,25 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_94.jpg
Adelholzener Active O2,Keine Marke,"0,99 €",Kein vorheriger Preis,"1 l = 1,32","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_95.jpg
Fürst von Metternich Sekt,Keine Marke,"5,99 €",Kein vorheriger Preis,"1 l = 7,99","je 0,75-l-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_96.jpg
Gorbatschow Wodka Original,Keine Marke,"6,49 €",Kein vorheriger Preis,"1 l = 9,27","37,5% Vol., je 0,7-l-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_97.jpg
Jack Daniel’s Tennessee Whiskey,Keine Marke,"14,99 €",Kein vorheriger Preis,"1 l = 21,41","40% Vol., je 0,7-l-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_98.jpg
REWE Feine Welt London Dry Gin,Keine Marke,"9,99 €",Kein vorheriger Preis,"1 l = 14,27","40% Vol., je 0,7-l-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_99.jpg
REWE Feine Welt Eierpunsch,Keine Marke,"5,99 €",Kein vorheriger Preis,"1 l = 7,99","11% Vol., je 0,75-l-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_100.jpg
Frosch Waschmittel,Keine Marke,"4,49 €",Kein vorheriger Preis,"1 WL = 0,18","Sensitiv Aloe Vera, je 25-WL-Btl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_101.jpg
Frosch WC Reiniger,Keine Marke,"1,99 €",Kein vorheriger Preis,"1 l = 2,65","versch. Sorten, je 750-ml-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_102.jpg
natürlich Eco Recycling Küchentücher,Keine Marke,"2,49 €",Kein vorheriger Preis,,"3-lagig, je 3 x 160-Blatt-Pckg",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_103.jpg
Frosch Reiniger,Keine Marke,"1,79 €",Kein vorheriger Preis,"1 l = 3,58","versch. Sorten, je 500-ml-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_104.jpg
Frosch Neutral oder Essig Reiniger,Keine Marke,"1,89 €",Kein vorheriger Preis,,je 1-l-Fl,Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_105.jpg
Schauma Shampoo,Keine Marke,"1,49 €",Kein vorheriger Preis,"1 l = 3,73","versch. Sorten, je 400-ml-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_106.jpg
Duschdas Duschgel,Keine Marke,"1,39 €",Kein vorheriger Preis,"1 l = 6,18","versch. Sorten, je 225-ml-Fl",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_107.jpg
natürlich Eco Recycling Taschentücher Box,Keine Marke,"1,19 €",Kein vorheriger Preis,,"4-lagig, je 100-St.-Pckg",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_108.jpg
Oral-B Aufsteckbürsten,Keine Marke,"12,99 €",Kein vorheriger Preis,,"Pro Precision Clean, je 6-St.-Pckg",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_109.jpg
Axe Bodyspray,Keine Marke,"3,79 €",Kein vorheriger Preis,"1 l = 25,27","versch. Sorten, je 150-ml-Dose",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_110.jpg
Felix Sensations Katzentrockennahrung,Keine Marke,"2,79 €",Kein vorheriger Preis,,"mit Lachs und mit Gemüse, je 1-kg-Pckg",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_111.jpg
Felix Soup Geschmacksvielfalt vom Land,Keine Marke,"1,79 €",Kein vorheriger Preis,"1 kg = 6,22",je 6 x 48-g-Multipckg,Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_112.jpg
Felix Katzennahrung Doppelt Lecker,Keine Marke,"3,99 €",Kein vorheriger Preis,"1 kg = 3,91","Délicieux Duos, je 12 x 85-g-Multipckg",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_113.jpg
Ritterstern oder Christrose »Christmas Carol«,Keine Marke,"3,99 €",Kein vorheriger Preis,,je Topf,Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_114.jpg
Advents­arrangement,Keine Marke,"14,99 €",Kein vorheriger Preis,,"versch. Farben, je St",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_115.jpg
Adventsgesteck,Keine Marke,"11,99 €",Kein vorheriger Preis,,"Länge ca. 55 cm, dekoriert, versch. Farben, mit vier Kerzen, je St",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_116.jpg
Festtagskranz,Keine Marke,"29,99 €",Kein vorheriger Preis,,"versch. Farben, je St",Nein,17.11.2025 bis 23.11.2025,2025-11-17,2025-11-23,images_rewe/rewe_offer_117.jpg
