Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Norwegische Lachsfiletportionen,Golden Seafood,"€ 16,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_145.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",,ref_000145,obs_0000003465|obs_0000002199|obs_0000000821|obs_0000017405|obs_0000014899|obs_0000015999,obs_0000017409|obs_0000021893|obs_0000003465|obs_0000001421|obs_0000017405|obs_0000002199|obs_0000018461|obs_0000014899|obs_0000000821|obs_0000023606|obs_0000022337|obs_0000022340|obs_0000017352|obs_0000015954|obs_0000015334|obs_0000022760|obs_0000022766|obs_0000015999
Spaghetti,Cucina,"€ 1,19",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_146.jpg,"cat_grundnahrung,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_nudeln",,ref_000146,obs_0000004120|obs_0000003693|obs_0000001286|obs_0000000270|obs_0000004547|obs_0000031284|obs_0000018560|obs_0000008601|obs_0000019379|obs_0000021433|obs_0000021054|obs_0000019601|obs_0000022704|obs_0000009981|obs_0000022278|obs_0000017693|obs_0000019744|obs_0000002362|obs_0000023873|obs_0000018782|obs_0000031681|obs_0000020938|obs_0000020441|obs_0000018925|obs_0000026684|obs_0000025222|obs_0000021166|obs_0000003250|obs_0000026804|obs_0000003266|obs_0000002423|obs_0000025599|obs_0000010811|obs_0000021390|obs_0000011386,obs_0000004120|obs_0000031284|obs_0000003693|obs_0000018560|obs_0000001286|obs_0000000270|obs_0000008601|obs_0000019379|obs_0000021433|obs_0000004547
H-Schlagsahne,Milsani,"€ 1,99",,3.32 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_147.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000147,obs_0000002052|obs_0000001048|obs_0000001579|obs_0000001612|obs_0000001626|obs_0000001642|obs_0000001685|obs_0000001268|obs_0000001322|obs_0000021550|obs_0000032262|obs_0000010912|obs_0000031451|obs_0000014651|obs_0000018254|obs_0000025422|obs_0000015713|obs_0000026000|obs_0000023973|obs_0000031156|obs_0000012242|obs_0000001053|obs_0000003187|obs_0000004789|obs_0000004806|obs_0000004362|obs_0000004379|obs_0000001324|obs_0000003935|obs_0000003952|obs_0000000427|obs_0000000436|obs_0000003513|obs_0000031833|obs_0000019110|obs_0000005330|obs_0000023315|obs_0000028443|obs_0000006613|obs_0000019929|obs_0000028648|obs_0000011241|obs_0000015883|obs_0000009282|obs_0000008823|obs_0000023172|obs_0000019149|obs_0000017310|obs_0000018355|obs_0000019968,obs_0000002052|obs_0000001048|obs_0000001579|obs_0000021550|obs_0000001612|obs_0000001626|obs_0000001642|obs_0000032262|obs_0000001685|obs_0000010912|obs_0000031451|obs_0000001268|obs_0000001322|obs_0000014651|obs_0000018254|obs_0000025422|obs_0000015713|obs_0000026000|obs_0000023973|obs_0000031156|obs_0000012242
Grießbrei,Dr Oetker,"€ 0,99",,8.61 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_148.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000148,obs_0000029465|obs_0000027124|obs_0000011391|obs_0000014882|obs_0000013969|obs_0000027821,
Linzer-Augen,Biscotto,"€ 2,99",,kg-Preis 5.75,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_149.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000149,,
Lust auf Torte,Coppenrath Wiese,"€ 3,49",,9.69 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_150.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000150,obs_0000011243|obs_0000009468|obs_0000009015|obs_0000005181|obs_0000005941|obs_0000006112|obs_0000016141|obs_0000017205,
Frischei-Waffeln,Meine Kuchen Welt,"€ 1,79",,5.34 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_151.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",BLS-F110100,ref_000151,obs_0000019372|obs_0000020439|obs_0000020191|obs_0000008737|obs_0000008359|obs_0000009325,
Bunter Zebra-Kuchen,Dr Oetker,"€ 2,99",,"kg-Preis 14.95, 12.46, 8.93, 8.87, 8.67, 7.87, 7.77, 6.87, 6.50, 5.81 bzw. 4.46",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_152.jpg,"cat_knabbern_naschen,sub_tk_pizza,tag_ultra_processed",,ref_000152,,
Die Extrazarte,Weihenstephan,"€ 1,99",,kg-Preis 4.98,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_153.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_milchprodukte",,ref_000153,obs_0000028924,
Brauner Rohrzucker,Fairtrade,"€ 1,49",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_154.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000154,obs_0000002664|obs_0000001610|obs_0000007822|obs_0000004228|obs_0000003150|obs_0000003801|obs_0000004655|obs_0000002194,obs_0000004228|obs_0000002664|obs_0000001610|obs_0000007822|obs_0000003150|obs_0000003801|obs_0000004655|obs_0000002194
Weizenmehl Type 405,Back Family,"€ 0,99",,kg-Preis 0.50,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_155.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",BLS-C214100,ref_000155,obs_0000025116|obs_0000011389|obs_0000028419|obs_0000003129|obs_0000002403|obs_0000001640|obs_0000009888|obs_0000025402|obs_0000031682|obs_0000032085|obs_0000026972|obs_0000024437,obs_0000025116|obs_0000011389
Primavera Maracuja,Haribo,"€ 0,89",,5.09 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_156.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000156,,
Waffelschnitten,Manner,"€ 2,49",,5.66 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_157.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000157,obs_0000008102|obs_0000012821,obs_0000011395|obs_0000013116|obs_0000008102|obs_0000012821
Konfekt,Haribo,"€ 2,39",,kg-Preis 4.78,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_158.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S680000,ref_000158,obs_0000000113|obs_0000000064|obs_0000023311|obs_0000012135|obs_0000015472,obs_0000000113
Schokolierte Früchte,Fruity Souls,"€ 2,29",,kg-Preis 28.63,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_159.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000159,obs_0000017478|obs_0000026217|obs_0000015470|obs_0000015616,obs_0000017478|obs_0000026217|obs_0000015470|obs_0000015616
Knoppers Big Pack,Storck,"€ 2,99",,7.97 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_160.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000160,obs_0000029391|obs_0000014034|obs_0000009989|obs_0000012084,
Kinder-Schokolade,Ferrero,"€ 4,49",,11.23 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_161.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S570000,ref_000161,obs_0000018508|obs_0000025061|obs_0000014877|obs_0000019141|obs_0000019960|obs_0000009910|obs_0000030547|obs_0000020437|obs_0000006189|obs_0000005831|obs_0000018511|obs_0000015113|obs_0000019291|obs_0000015290|obs_0000023731|obs_0000015570|obs_0000025818|obs_0000017735|obs_0000007646|obs_0000020110|obs_0000015509|obs_0000002122|obs_0000014418|obs_0000000091|obs_0000024683|obs_0000008307|obs_0000028794|obs_0000000138|obs_0000004232|obs_0000000230|obs_0000016680|obs_0000010558|obs_0000012629|obs_0000004491|obs_0000008595|obs_0000027130|obs_0000004659|obs_0000018997|obs_0000029313|obs_0000031477|obs_0000023348|obs_0000017223|obs_0000015216|obs_0000011211|obs_0000011229|obs_0000021504|obs_0000003112|obs_0000031872|obs_0000031875|obs_0000025827,obs_0000006189|obs_0000018508|obs_0000025061|obs_0000014877|obs_0000019141|obs_0000007646|obs_0000019960|obs_0000009910|obs_0000005831|obs_0000030547|obs_0000020437
Kinder Kugeln Milk Crisp Sensations,Ferrero,"€ 3,29",,36.56 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_162.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000162,,
Kinder Mix Bunte Mischung,Ferrero,"€ 2,49",,kg-Preis 22.64,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_163.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000163,obs_0000014934|obs_0000015720|obs_0000013994|obs_0000017304|obs_0000017502|obs_0000015949,obs_0000014934|obs_0000015720
Ei like Ostern,Haribo,"€ 3,99",,kg-Preis 6.65,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_164.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000164,,
Regenjacke,LILY DAN,"€ 6,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_165.jpg,cat_non_food,,ref_000165,obs_0000003622|obs_0000004160|obs_0000002153|obs_0000003218|obs_0000003733|obs_0000002272|obs_0000004476|obs_0000002959|obs_0000004049|obs_0000004587|obs_0000003124|obs_0000004180|obs_0000003753|obs_0000002256|obs_0000000938|obs_0000004607,
Regenstiefel mit Blinkfunktion,LILY DAN,"€ 9,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_166.jpg,cat_non_food,,ref_000166,obs_0000022803|obs_0000022806|obs_0000022379|obs_0000022382,
Regenhose,LILY DAN,"€ 4,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_167.jpg,cat_non_food,,ref_000167,,
Kaffee Classic Intenso,Barissimo,"€ 4,99",,"5,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_168.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000168,obs_0000001037|obs_0000000849|obs_0000012889|obs_0000025539|obs_0000001183|obs_0000029463|obs_0000027493|obs_0000012302|obs_0000011821|obs_0000021042|obs_0000011400|obs_0000032390|obs_0000019121|obs_0000013543|obs_0000010989|obs_0000023795|obs_0000026878|obs_0000013118|obs_0000032113|obs_0000025011|obs_0000010165|obs_0000029122|obs_0000019940|obs_0000013804,
Kaffee Gold entkoffeiniert,Barissimo,"€ 5,99",,"6,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_169.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",BLS-N415000,ref_000169,obs_0000001035|obs_0000001038|obs_0000000202|obs_0000000845|obs_0000000846|obs_0000026091|obs_0000020048|obs_0000023284|obs_0000019229|obs_0000007999|obs_0000012302|obs_0000011821|obs_0000021042|obs_0000029240|obs_0000011400|obs_0000031471|obs_0000021784|obs_0000012075|obs_0000010550|obs_0000013118|obs_0000012115|obs_0000029176|obs_0000010165|obs_0000010167|obs_0000013801|obs_0000013804,
Kaffee Gold,Barissimo,"€ 5,99",,"6,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_170.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000170,obs_0000026091|obs_0000001035|obs_0000001038|obs_0000000202|obs_0000000845|obs_0000000846|obs_0000020048|obs_0000023284|obs_0000019229|obs_0000007999|obs_0000012302|obs_0000011821|obs_0000021042|obs_0000029240|obs_0000011400|obs_0000031471|obs_0000021784|obs_0000012075|obs_0000010550|obs_0000013118|obs_0000012115|obs_0000029176|obs_0000010165|obs_0000010167|obs_0000013801|obs_0000013804,
Caff Gustoso,Barissimo,"€ 10,99",,"11,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_171.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000171,obs_0000002696|obs_0000032402,obs_0000002696
Kaffee Unser Bester,Barissimo,"€ 6,99",,"7,59 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_172.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000172,obs_0000001567|obs_0000025472|obs_0000012302|obs_0000011821|obs_0000021042|obs_0000011400|obs_0000013118|obs_0000010165|obs_0000013804,obs_0000001567
Bio-Fairtrade-Kaffeepads,Barissimo,"€ 2,59",,kg-Preis 18.50,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_173.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000173,obs_0000000150|obs_0000001563|obs_0000002320|obs_0000002957|obs_0000001591|obs_0000002437|obs_0000003060|obs_0000001562|obs_0000008699|obs_0000000609|obs_0000009170|obs_0000030857,obs_0000000150|obs_0000001563|obs_0000001591|obs_0000002320|obs_0000002437|obs_0000002957|obs_0000003060
Kaffeepads Espresso,Barissimo,"€ 2,59",,"2,69 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_174.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000174,obs_0000001562|obs_0000030857|obs_0000009170|obs_0000000609|obs_0000008699,
Coffee Pads Classic,Barissimo,"€ 2,59",,kg-Preis 18.50,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_175.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000175,obs_0000001183|obs_0000032390|obs_0000019121|obs_0000013543|obs_0000010989|obs_0000023795|obs_0000026878|obs_0000032113|obs_0000025011|obs_0000029122|obs_0000019940,
Espresso Classico,Barissimo,"€ 10,99",,"11,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_176.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",,ref_000176,obs_0000010990|obs_0000012545|obs_0000032402,
Caff Crema Aroma,Barissimo,"€ 11,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_177.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000177,obs_0000000043|obs_0000003574|obs_0000009738|obs_0000026126|obs_0000014409|obs_0000016994|obs_0000025778|obs_0000024334|obs_0000020818|obs_0000015257|obs_0000015792|obs_0000032196|obs_0000008711|obs_0000029224|obs_0000006264|obs_0000026920|obs_0000007589|obs_0000029626|obs_0000032402|obs_0000007805,obs_0000000043|obs_0000003574
Caff Crema Dolce,Barissimo,"€ 11,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_178.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000178,obs_0000000043|obs_0000003574|obs_0000009738|obs_0000014409|obs_0000025778|obs_0000024334|obs_0000015257|obs_0000015792|obs_0000032196|obs_0000004642|obs_0000003178|obs_0000004215|obs_0000013971|obs_0000003788|obs_0000029389|obs_0000000331|obs_0000012628|obs_0000008711|obs_0000006264|obs_0000026920|obs_0000007589|obs_0000029626|obs_0000007805,
Barista Crema,Barissimo,"€ 11,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_179.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000179,obs_0000008314|obs_0000007805|obs_0000004642|obs_0000003178|obs_0000004215|obs_0000013971|obs_0000003788|obs_0000029389|obs_0000000331|obs_0000012628|obs_0000006088,obs_0000008314
Tradizione Espresso,Barissimo,"€ 9,99",,"11,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_180.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000180,,
Das Pure,Nur Nur Natur,"€ 1,75",,kg-Preis 5.83,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_181.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte",,ref_000181,obs_0000003432|obs_0000029063|obs_0000006046|obs_0000024322,obs_0000003432
Bio-Salami Klassik,Nur Nur Natur,"€ 1,99",,kg-Preis 24.88,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_182.jpg,"cat_grundnahrung,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000182,obs_0000000274|obs_0000003315|obs_0000003699|obs_0000004126|obs_0000004553|obs_0000000892|obs_0000017901|obs_0000010046|obs_0000001873|obs_0000002360|obs_0000019173|obs_0000003167|obs_0000011735|obs_0000019992|obs_0000020291|obs_0000007604|obs_0000001490|obs_0000005761|obs_0000006318|obs_0000031432|obs_0000031562|obs_0000025025|obs_0000017555|obs_0000009680|obs_0000009762|obs_0000018191|obs_0000026400|obs_0000002071|obs_0000010456|obs_0000002397|obs_0000018932|obs_0000002743|obs_0000003025|obs_0000003093|obs_0000019751|obs_0000013457|obs_0000021730|obs_0000005567|obs_0000014853|obs_0000015127|obs_0000031640|obs_0000015280|obs_0000023482|obs_0000007433|obs_0000007485|obs_0000015709|obs_0000024061|obs_0000015900|obs_0000007871,
Bio-Orangen-direktsaft,Nur Nur Natur,"€ 3,59",,"4,79 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_183.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000183,obs_0000027718|obs_0000028070|obs_0000028247|obs_0000014735|obs_0000031180|obs_0000031998|obs_0000032204|obs_0000029416|obs_0000005659|obs_0000006972|obs_0000031583|obs_0000008201|obs_0000024681|obs_0000008423|obs_0000008762|obs_0000017285|obs_0000025482|obs_0000009233|obs_0000017644|obs_0000025985|obs_0000009610|obs_0000026175|obs_0000026183|obs_0000027258|obs_0000027404|obs_0000027719|obs_0000027950|obs_0000020431|obs_0000028692|obs_0000028954|obs_0000012886|obs_0000029523|obs_0000029787|obs_0000022988|obs_0000023119|obs_0000014982|obs_0000015530|obs_0000023895,obs_0000000414|obs_0000003912|obs_0000004339|obs_0000004766|obs_0000014735
Bio-Gemüsesaft,Nur Nur Natur,"€ 1,25",,1 l = 1.67,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_184.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000184,obs_0000000415|obs_0000003559|obs_0000003913|obs_0000004340|obs_0000004767|obs_0000031505|obs_0000031932|obs_0000029068,obs_0000000415|obs_0000001841|obs_0000002735|obs_0000003559|obs_0000003913|obs_0000004340|obs_0000004767|obs_0000031505|obs_0000031932
Bio-Roggen-Vollkornbrot,Nur Nur Natur,"€ 0,99",,kg-Preis 2.64,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_185.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000185,obs_0000025624|obs_0000009007|obs_0000031213,obs_0000000416|obs_0000009007|obs_0000000836|obs_0000025624|obs_0000003916|obs_0000004343|obs_0000004770
Steinofen-Sauerteigkruste,Steinofen-Sauerteigkruste,"€ 1,99",,kg-Preis 3.32,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_186.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000186,,
Bio-Dinkel-Spaghetti,Nur Nur Natur,"€ 1,45",,kg-Preis 2.90,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_187.jpg,"cat_grundnahrung,diet_vegetarian,tag_whole_food",,ref_000187,obs_0000003266|obs_0000017693|obs_0000002362|obs_0000018782|obs_0000019601|obs_0000020441|obs_0000025685|obs_0000025912|obs_0000026684|obs_0000026804|obs_0000011386|obs_0000032276|obs_0000000270|obs_0000008601|obs_0000001286|obs_0000018560|obs_0000019379|obs_0000003693|obs_0000004120|obs_0000004547|obs_0000021433|obs_0000031284,obs_0000003266
Bio-Tomatensauce,Nur Nur Natur,"€ 1,99",,1-Preis 6.12,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_188.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",BLS-G561100,ref_000188,obs_0000005152|obs_0000027127|obs_0000028040,
Bio-Dinkelmehl,Nur Nur Natur,"€ 1,25",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_189.jpg,"cat_grundnahrung,diet_vegetarian,tag_whole_food",,ref_000189,obs_0000010984|obs_0000000840|obs_0000024676|obs_0000001611,obs_0000010984
Bio-Apfelessig naturtrüb,Bio-Apfelessig naturtrüb,"€ 1,75",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_190.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",,ref_000190,obs_0000016137,
Bio-Nürnberger-Rostbratwürste,Nur Nur Natur,"€ 3,99",,kg-Preis 15.96,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_191.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_wurst",,ref_000191,obs_0000026097|obs_0000009772|obs_0000013443|obs_0000019170|obs_0000019989|obs_0000020333,obs_0000026097|obs_0000009772|obs_0000019170|obs_0000019989|obs_0000020333|obs_0000013443
Bio-Hafer-Vollkornriegel,Nur Nur Natur,"€ 1,89",,kg-Preis 18.00,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_192.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000192,obs_0000008538|obs_0000018657|obs_0000010563|obs_0000019476|obs_0000020445|obs_0000016135,obs_0000000342|obs_0000003806|obs_0000004233|obs_0000004660
Eierlikör-Eier,Oster Phantasie,"€ 2,29",,15.27 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_193.jpg,"cat_getraenke,tag_ultra_processed",BLS-P546000,ref_000193,obs_0000015779|obs_0000008016|obs_0000014929,
Knusper-Eier,Oster Phantasie,"€ 2,49",,kg-Preis 19.92,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_194.jpg,"cat_getraenke,tag_ultra_processed",,ref_000194,obs_0000008016,
Choco-Lollys,Choco-Lollys,"€ 1,99",,kg-Preis 13.27,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_195.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000195,obs_0000004762|obs_0000000411|obs_0000001977|obs_0000003908|obs_0000004335|obs_0000002163|obs_0000002805|obs_0000010564|obs_0000011854,obs_0000004762|obs_0000000411|obs_0000001977|obs_0000003908|obs_0000004335|obs_0000002163|obs_0000002805
Marzipan-Ei,Oster Phantasie,"€ 1,69",,kg-Preis 9.66,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_196.jpg,"cat_knabbern_naschen,tag_ultra_processed",BLS-S420000,ref_000196,,
Oster-Fruchtgummi,Oster Phantasie,"€ 0,99",,kg-Preis 6.19,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_197.jpg,"cat_knabbern_naschen,tag_ultra_processed",BLS-S361000,ref_000197,obs_0000025729|obs_0000015627|obs_0000015244|obs_0000015628|obs_0000012814|obs_0000010769|obs_0000020122|obs_0000019100|obs_0000022301|obs_0000020131|obs_0000021924|obs_0000002729|obs_0000002100|obs_0000001716|obs_0000002104|obs_0000002106|obs_0000015552|obs_0000023488|obs_0000017607|obs_0000018247|obs_0000022729|obs_0000018892|obs_0000009551|obs_0000019919|obs_0000015443|obs_0000023261|obs_0000014823|obs_0000019303|obs_0000023655|obs_0000019312|obs_0000020213|obs_0000025342|obs_0000019711,
Edelmarzipan-Pasteten-Ei,Oster Phantasie,"€ 1,49",,kg-Preis 14.90,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_198.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000198,,
Osterhase,Osterhase,"€ 1,49",,14.90 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_199.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000199,,
Fein gefüllte Waffel-Eier,Oster Phantasie,"€ 1,99",,7.96 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_200.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000200,obs_0000008016,
Karamellgebäck-Creme-Eier,Oster Phantasie,"€ 2,49",,kg-Preis 16.60,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_201.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000201,obs_0000030824|obs_0000008016,
Feine Ostereier,Moser Roth,"€ 2,99",,kg-Preis 19.93,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_202.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000202,,
Fondant-Osterfiguren,Oster Phantasie,"€ 1,79",,kg-Preis 7.96,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_203.jpg,"cat_non_food,tag_ultra_processed",,ref_000203,obs_0000025443|obs_0000002388,
Osterhase,Moser Roth,"€ 2,79",,18.60 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_204.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000204,,
Blätterkrokant-Eier,Oster Phantasie,"€ 1,99",,kg-Preis 13.27,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_205.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000205,obs_0000017159|obs_0000020647|obs_0000016043|obs_0000008016|obs_0000015057,
