Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Milchmäuse-Ostereier,Choceur,"€ 1,99",,kg-Preis 15.31,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_206.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,ref_000206,,
Glückskäfer,Glückskäfer,"€ 2,49",,kg-Preis 24.90,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_207.jpg,"cat_getraenke,diet_vegetarian",,ref_000207,,
Jahres-Paket L,MEDIONmobile,"€ 69,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_208.jpg,cat_non_food,,ref_000208,,
Zalando 50,Zalando,"€ 42,50",,"50,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_209.jpg,cat_non_food,,ref_000209,,
Flix Gutschein,Flix,"€ 17,00",,"20,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_210.jpg,cat_non_food,,ref_000210,,
RTL streamen,RTL streamen,"€ 21,25",,"25,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_211.jpg,"cat_non_food,tag_ultra_processed",,ref_000211,,
Zalando,Zalando,"€ 21,25",,"25,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_212.jpg,cat_non_food,,ref_000212,,
Österreich Salzburger Seen Tracking,Österreich Salzburger Seen Tracking,"€ 649,00",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_213.jpg,"cat_non_food,diet_vegetarian",,ref_000213,,
Portugal Madeira Pfade Panorama,Aldi Reisen,"€ 430,00",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_214.jpg,"cat_non_food,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000214,,
Kroatien Inselhüpfen mit Rad Segler,Kroatien Inselhüpfen mit Rad Segler,"€ 899,00",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_aldi/aldi_offer_215.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,ref_000215,,
