Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
DU DARFST,Leberwurst,1.19,1.69,1 kg = 11.90,-29%,je 100-g-Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_117.jpg
REINERT,Chambelle,1.79,2.29,1 kg = 22.38,-21%,je 80-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_119.jpg
MEHLIG & HELLER,Hausmacher Spezialitäten,1.99,2.69,1 kg = 7.96,-26%,je 250-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_121.jpg
K-WERTSCHÄTZE,Kasseler Lachs,8.90,11.90,,-25%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_122.jpg
K-WERTSCHÄTZE,Rinder-Entrecôte,26.90,32.90,,-18%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_123.jpg
K-WERTSCHÄTZE,Rindertafelspitz vom Jungbullen,15.90,18.90,,-15%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_124.jpg
K-WERTSCHÄTZE,Rinderhackfleisch vom Jungbullen,11.90,,,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_125.jpg
MONTORSI,Mortadella Bologna IGP mit Pistazien,1.29,1.99,,-35%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_126.jpg
MÜNNICH,Jambon de Paris,"1.59
*",,,nur,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_127.jpg
Aus eigener Herstellung,Kaiserfleisch,1.29,1.89,,-31%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_128.jpg
Aus eigener Herstellung,Kalbsleberwurst,0.99,1.49,,-33%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_129.jpg
KLÜMPER,Schwarzwälder Schinken,1.89,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_130.jpg
Aus eigener Herstellung,Schinkenknacker,0.89,1.79,,-50%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_131.jpg
Lammkeule,mit Knochen,17.90,21.90,,-18%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_132.jpg
K-BLUE BAY,Miesmuscheln,2.29,2.99,,-23%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_133.jpg
K-BLUE BAY,Makrelenfilets,13.95,15.99,entspr. z. B. für eine 200-g-Packg. 2.79,-12%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_134.jpg
FRANKENLAND,frische Vollmilch,1.11,1.49,,-25%,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_135.jpg
K-CLASSIC,Skry,0.99,1.49,1 kg = 1.98,-33%,je 500-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_136.jpg
MÖVENPICK,Fruchtjoghurt,0.59,,1 kg = 3.94,nur,je 150-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_137.jpg
EXQUISA,Käsekuchen-Snack,1.11,,1 kg = 15.86,nur,je 70-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_138.jpg
ZUM DORFKRUG,Dessert,1.99,2.69,1 kg = 5.31 - 5.53,-26%,je 360 - 375-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_140.jpg
FRANKENLAND,Schmand,1.11,1.29,1 kg = 5.55,-13%,je 200-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_142.jpg
EHRMANN,Robby Quetschi,0.69,0.85,1 kg = 7.67,-18%,je 90-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_144.jpg
ALPRO,Mandel- oder Kokosnussdrink,1.99,2.99,,-33%,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_145.jpg
COBURGER,Bayr. Landkäse,2.99,3.59,1 kg = 8.55,-16%,je 350-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_147.jpg
LE RUSTIQUE,Raclette Käsescheiben,4.44,5.99,1 kg = 11.10 - 12.34,-25%,je 360 - 400-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_149.jpg
GAZI,Grill- und Pfannenkäse,1.49,,1 kg = 7.45,nur,je 2 x 100-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_150.jpg
K-CLASSIC,Sandwichscheiben,2.22,2.69,1 kg = 11.10,-17%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_151.jpg
CHEESTRINGS,Käsestangen,1.79,2.29,1 kg = 22.38,-21%,je 4 x 20-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_152.jpg
KERRYGOLD,Frischkäsezubereitung »Frisch & Cremig«,1.49,1.99,1 kg = 9.94,-25%,je 150-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_153.jpg
SANELLA,Streichfett,1.29,,1 kg = 3.23,nur,je 400-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_154.jpg
MEGGLE,Butterschmalz,3.49,4.59,1 kg = 13.96,-23%,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_155.jpg
PUSTERIA,Pustertaler,1.79,2.49,,-28%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_156.jpg
MILRAM,Müritzer oder Leuchtfeuer,0.99,1.99,,-50%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_157.jpg
SCHÄRDINGER,Bergfex oder Moosbacher,0.99,1.29,,-23%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_158.jpg
BERGADER,Bavaria blu oder Bonifaz,1.79,2.69,,-33%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_159.jpg
BEYOND MEAT,Beyond Burger Original,2.99,4.29,1 kg = 13.23,-30%,je 226-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_160.jpg
HÄAGEN-DAZS,Eiscreme,3.99,6.99,1 l = 8.68 - 9.50,-42%,je 420 - 460-ml-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_161.jpg
IGLO,Gemüse,1.99,2.79,1 kg = 4.98,-28%,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_162.jpg
K-CLASSIC,Backofen-Snacks,1.79,,1 kg = 7.16,nur,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_163.jpg
,Poln. Hafermastgans,6.99,,"entspr. z. B. für ein 3,6-kg-Stück 25.17",nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_164.jpg
,Knusper-Ente,3.99,5.99,1 kg = 12.47,-33%,je 320-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_165.jpg
Junge Pute,*Abbildungsbeispiel,4.49,5.99,"entspr. z. B. für ein 2,8-kg-Stück 12.58",-25%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_166.jpg
ORIGINAL WAGNER,Steinofen-Pizza oder -Flammkuchen,1.49,,1 kg = 4.14 - 4.97,nur,je 300 - 360-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_167.jpg
COPPENRATH & WIESE,Kleinkuchen oder Brownie,"3.99
*",,1 kg = 7.53 - 12.67,nur,je 315 - 530-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_168.jpg
MCCAIN,Country Wedges,1.99,3.49,1 kg = 3.32,-42%,je 600-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_169.jpg
BLOCK HOUSE,American Burger,7.99,10.99,1 kg = 15.98,-27%,je 4 St. = 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_170.jpg
JOSEF MAIER,Wildschweingulasch,7.99,11.99,1 kg = 15.98,-33%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_172.jpg
SETTELE,Eier-Spätzle,2.99,3.79,,-21%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_173.jpg
K-TO GO,Sandwich,1.59,1.99,1 kg = 8.60,-20%,je 185-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_174.jpg
HENGLEIN,Kloßteig,1.49,2.29,1 kg = 1.99,-34%,je 750-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_175.jpg
SETTELE,Dampfnudeln,1.49,2.49,1 kg = 2.98,-40%,je 5 St. = 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_176.jpg
EHRMANN,High Protein Pancakes,2.22,2.99,1 kg = 13.88,-25%,je 4 St. = 160-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_177.jpg
TANTE FANNY,Frischer Dinkel-Pizzateig,1.79,2.79,1 kg = 4.48,-35%,je 400-g-Rolle,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_178.jpg
LAWA,Plätzchenteig,1.99,2.79,1 kg = 6.64,-28%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_179.jpg
K-CLASSIC,Pulled Pork oder Turkey,3.79,4.79,1 kg = 7.58,-20%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_180.jpg
K-CLASSIC,Cheese- oder Chickenburger,1.99,,1 kg = 6.64,nur,je 2 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_181.jpg
MEICA,Curry King,1.69,,1 kg = 7.69,nur,je 220-g-Schale,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_182.jpg
POPP,Feinkostsalat,1.89,,1 kg = 4.73,nur,je 400-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_183.jpg
KRONE,Mein Lieblings-Lachs,3.33,4.29,1 kg = 33.30,-22%,je 100-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_185.jpg
K-CLASSIC,Grüner Spargel,1.99,2.79,Abtropfgewicht 185 g 1 kg = 10.76,-28%,je 330-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_187.jpg
HEINZ,Tomato,0.88,1.59,1 kg = 2.52,-44%,je 350-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_188.jpg
HEINZ,Tomato Frito,0.88,1.99,1 kg = 2.52,-55%,je 350-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_190.jpg
K-CLASSIC,Gartenerbsen,1.19,1.49,Abtropfgewicht 530 g 1 kg = 2.25,-20%,je 800-g-Dose,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_191.jpg
HEINZ,Beanz,1.79,,1 kg = 4.32,nur,je 415-g-Dose,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_192.jpg
HEINZ,Tomaten-Ketchup,1.79,,1 l = 4.48,nur,je 400-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_194.jpg
HÄNDLMAIER,Bayerischer Senf,1.49,1.79,1 l = 4.45,-16%,je 335-ml-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_195.jpg
BULL'S-EYE,BBQ-Sauce,1.99,,1 l = 6.64,nur,je 300-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_196.jpg
HERSHEY'S,Cookies'n'Creme,0.99,1.29,1 kg = 24.75,-23%,je 40-g-Tafel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_197.jpg
ROCKY MOUNTAIN,Marshmallows,2.49,4.29,1 kg = 8.30,-41%,je 300-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_198.jpg
REESE'S,Peanut Butter Cups,0.89,1.19,1 kg = 22.54,-25%,"je 2 St. = 39,5-g-Packg.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_199.jpg
OSTMANN,Gewürze,1.29,2.29,1 kg = 86.00 - 172.00,-43%,"je 7,5 - 15-g-Packg.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_200.jpg
HENGSTENBERG,Altmeister Essig,0.99,1.49,1 l = 1.32,-33%,je 750-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_201.jpg
K-BIO,Bio-Olivenöl,5.99,6.95,1 l = 7.99,-13%,je 750-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_202.jpg
,Oliven-Mix,0.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_203.jpg
,Apricot Peppers,1.59,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_204.jpg
,Brotstick,"0.59
*",,,nur,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_205.jpg
,Haselnuss-Cube,0.99,1.29,,-23%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_206.jpg
,»PAW Patrol«-Milchbrötchen,"2.49
*",,1 kg = 13.84,nur,je 4 St. = 180-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_207.jpg
,Cookie,"0.75
*",,,nur,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_208.jpg
,Laugenstange,0.25,0.39,,-35%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_209.jpg
,Bauernbrötchen mit Saaten,0.39,,,nur,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_210.jpg
HARRY,Brioche-Burger-Brötchen Lauge,1.59,2.49,1 kg = 5.30,-36%,je 4 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_211.jpg
HARRY,Brioche-Burger-Brötchen,1.59,,1 kg = 6.36,nur,je 4 St. = 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_212.jpg
K-CLASSIC,Unsere Feinen Weizenbrötchen,0.79,0.99,1 kg = 2.20,-20%,je 6 St. = 360-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_213.jpg
SMASHED,Bagels,1.49,1.99,1 kg = 4.97,-25%,je 4 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_214.jpg
BRANDT,Zwieback Minis,1.29,1.99,1 kg = 11.22,-35%,je 115-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_215.jpg
HARRY,Sammy's Super-Sandwich,1.59,,1 kg = 2.12,nur,je 750-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_216.jpg
LAMBERTZ,Baumkuchen,3.99,4.99,1 kg = 13.30,-20%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_217.jpg
MR. BROWNIE,Galactic Brownies,2.22,3.29,1 kg = 11.10,-32%,je 8 St. = 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_218.jpg
KNORR,Snack-Becher,2.97,3.96,1 kg = 9.15 - 15.63,,je 48 - 82-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_219.jpg
MAGGI,Asia-Nudel-Snack,0.49,,1 kg = 7.91,nur,je 62-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_220.jpg
MAGGI,Guten Appetit! Suppe,0.59,0.99,1 l = 0.59 - 0.79,-40%,je Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_221.jpg
MAGGI,Brühe,1.59,1.99,1 kg = 11.12 - 14.33,-20%,je 111 - 143-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_222.jpg
MAGGI,Soße,0.79,,1 l = 1.58,nur,je Doppelpack,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_223.jpg
MAGGI,"Fix, Airfryer oder Würzpaste",0.49,,1 kg = 5.77 - 18.85,nur,je 26 - 85-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_224.jpg
BARILLA,Pasta-Sauce,1.69,,1 kg = 4.23,nur,je 400-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_225.jpg
K-BIO,Bio-Blütenhonig,2.99,3.85,1 kg = 5.98,-22%,je 500-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_230.jpg
NUTELLA,Nuss-Nugat-Creme,"4.88
*",,,nur,je 1-kg-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_231.jpg
K-CLASSIC,Erdnusscreme American Style,1.59,1.89,1 kg = 4.55,-15%,je 350-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_232.jpg
MILKY WAY/MARS/SNICKERS/,TWIX/BOUNTY Brotaufstrich,3.49,4.99,1 kg = 9.98,-30%,je 350-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_233.jpg
KELLOGG'S,Cerealien,2.49,,1 kg = 4.98 - 6.23,nur,je 400 - 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_234.jpg
KÖLLN,Müsli,2.49,,1 kg = 4.15 - 6.23,nur,je 400 - 600-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_235.jpg
SÜDZUCKER,Puder-Rübenzucker,0.39,0.49,1 kg = 1.56,-20%,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_236.jpg
SÜDZUCKER,Feiner Rübenzucker,0.79,,,nur,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_237.jpg
MINUTO,Pfannkuchen- oder Pancake- Shaker,1.59,2.69,1 kg = 6.80 - 7.76,-40%,je 205 - 234-g-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_238.jpg
DR. OETKER,"Bourbon-Vanillezucker, Vanillinzucker, Backin",0.99,,1 kg = 6.19 - 41.25,nur,je 24 - 160-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_240.jpg
