Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Wasner GQB Leberwurst oder Hausmacher Leberwurst,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","im Ring, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_049.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",bamberg,,,ref_000127,obs_0000029505|obs_0000003643|obs_0000014468|obs_0000024223|obs_0000011436|obs_0000023801|obs_0000013053|obs_0000026900|obs_0000028438|obs_0000026452|obs_0000028508|obs_0000010597|obs_0000012655|obs_0000013762|obs_0000028622|obs_0000026066|obs_0000031720|obs_0000019440,obs_0000029505
Müritzer Scheiben,Milram,"€ 1,39",,"1 kg = 9,27","Schnittkäse, 55% Fett i.Tr., je 150-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_050.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000128,obs_0000011485|obs_0000009636|obs_0000032341|obs_0000021569|obs_0000020750|obs_0000025059|obs_0000031970,obs_0000032341
Feine Butter oder Streichzart,Meggle,"€ 1,49",,"1 kg = 5,96","versch. Sorten, je 250-g-Pckg. / 250-g-Becher",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_051.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,,ref_000129,obs_0000031125|obs_0000030109|obs_0000031974|obs_0000000325|obs_0000016977|obs_0000017501|obs_0000025744|obs_0000026493|obs_0000027848|obs_0000020308|obs_0000003993|obs_0000004420|obs_0000021127|obs_0000004847|obs_0000021731|obs_0000023640|obs_0000006970|obs_0000008456|obs_0000024999|obs_0000000442|obs_0000017986|obs_0000018910|obs_0000011042|obs_0000003386|obs_0000004174|obs_0000004601|obs_0000012797|obs_0000005028|obs_0000022866|obs_0000024620|obs_0000000107|obs_0000008556|obs_0000009075|obs_0000000997|obs_0000001425|obs_0000017835|obs_0000026359|obs_0000018391|obs_0000010409|obs_0000034970|obs_0000018644|obs_0000018772|obs_0000027049|obs_0000002620|obs_0000002676|obs_0000027517|obs_0000019493|obs_0000003267|obs_0000011467|obs_0000003591,obs_0000030109|obs_0000031125|obs_0000006970|obs_0000031974
Süßkartoffeln,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","Kl. I, je 1-kg-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_028.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg,,BLS-X6A2000,ref_000130,obs_0000010153|obs_0000028913|obs_0000029812|obs_0000014262|obs_0000008188|obs_0000015281|obs_0000010574|obs_0000012242,obs_0000010153|obs_0000028913|obs_0000029812|obs_0000014262|obs_0000008188
Bio Baby Spinat,Keine Marke,"€ 1,19",,"1 kg = 11,90","Kl. II, je 100-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_027.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_tk_gemuese,tag_whole_food",bamberg,,BLS-G211100,ref_000131,obs_0000034522|obs_0000030134|obs_0000033927|obs_0000034914|obs_0000031624|obs_0000015962|obs_0000025711|obs_0000026393|obs_0000018515|obs_0000020605|obs_0000021424|obs_0000022077|obs_0000022918,obs_0000034522|obs_0000030134
Grüner Bio Spargel,Keine Marke,"€ 4,99",,"1 kg = 12,48","Kl. II, je 400-g-Bund",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000132,obs_0000014528,
Soya Alternative,Alpro,"€ 1,89",,"1 kg = 4,73","versch. Sorten, je 400-g-Becher",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_003.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000133,obs_0000006304|obs_0000005374,
Vly Erbsenproteindrink,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","versch. Sorten, je 1-l-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_007.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000134,obs_0000029464,obs_0000029464
ArcticFish Pures Grün Räucherlachs,Keine Marke,"€ 3,39",,"1 kg = 33,90",je 100-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_008.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000135,obs_0000032552|obs_0000002571|obs_0000001935|obs_0000025231|obs_0000020251|obs_0000005956|obs_0000031816|obs_0000001994|obs_0000021070|obs_0000017750|obs_0000016608|obs_0000003427|obs_0000028795|obs_0000008702,
Frische Hähnchen-Brustfilets,REWE Bio,"€ 25,29",,"pro Einheit = 25,29","Hkl. A, SB-verpackt, je 1-kg-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_009.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000136,obs_0000025784|obs_0000024674|obs_0000031635|obs_0000002399|obs_0000002678|obs_0000000633|obs_0000002744|obs_0000003144|obs_0000001424|obs_0000030541|obs_0000030629|obs_0000002168|obs_0000030896|obs_0000022949|obs_0000029218|obs_0000031267|obs_0000029224|obs_0000029274|obs_0000029291|obs_0000031542|obs_0000031584|obs_0000031623|obs_0000029596|obs_0000003026|obs_0000029666|obs_0000029905,obs_0000030925|obs_0000030952|obs_0000031200|obs_0000031243|obs_0000029218|obs_0000029274|obs_0000029597|obs_0000025784|obs_0000030219|obs_0000030256|obs_0000030541|obs_0000030629
Bio Pakchoi,Keine Marke,"€ 1,99",,"1 kg = 6,63","Kl. II, je 300-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_010.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000137,obs_0000029497|obs_0000029582,obs_0000034494|obs_0000029497
Bio Porree,Keine Marke,"€ 1,79",,"1 kg = 4,48","Kl. II, je 400-g-Bund",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_011.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000138,obs_0000030131|obs_0000000696|obs_0000009507|obs_0000009968|obs_0000018921|obs_0000020464|obs_0000021283|obs_0000029487|obs_0000029884,obs_0000030131
Rügenwalder Vegane Mühlen Schnitzel,Keine Marke,"€ 2,49",,"1 kg = 13,83",je 2 x 90-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_014.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_schwein,tag_ultra_processed",bamberg,,,ref_000139,obs_0000030497|obs_0000029148|obs_0000031199|obs_0000031663|obs_0000032212|obs_0000002786|obs_0000030453|obs_0000001906|obs_0000031126|obs_0000029132|obs_0000032213|obs_0000005251|obs_0000000700|obs_0000001521,obs_0000030497|obs_0000031663|obs_0000029148|obs_0000031199
Ben Jerry s Ice Cream,Keine Marke,"€ 4,44",,"1 l = 9,55","versch. Sorten, je 465-ml-Becher",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_106.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000140,obs_0000007204|obs_0000005584|obs_0000032219|obs_0000007800|obs_0000031928|obs_0000021183|obs_0000014030|obs_0000021787|obs_0000020364|obs_0000017462|obs_0000026737,obs_0000007204|obs_0000031928|obs_0000005584|obs_0000032219
Braune Bio Champignons,Keine Marke,"€ 1,79",,"1 kg = 7,16","Kl. I, je 250-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_pilze,tag_whole_food",bamberg,,BLS-K701100,ref_000141,obs_0000029589|obs_0000008725|obs_0000028903|obs_0000029144|obs_0000031133|obs_0000032183|obs_0000033885|obs_0000034307|obs_0000034734|obs_0000001277|obs_0000026991|obs_0000027283|obs_0000027747|obs_0000028450|obs_0000014046|obs_0000014978|obs_0000031799|obs_0000008021,obs_0000029144|obs_0000029589|obs_0000031133|obs_0000032183
Grüne Kiwi,Keine Marke,"€ 0,29",,"pro Einheit = 0,29","Kl. I, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000142,obs_0000031324|obs_0000029818|obs_0000029923|obs_0000010274,obs_0000031324|obs_0000029818|obs_0000029923|obs_0000030464
Zitrone,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","»Amalfi«, Kl. II, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F601100,ref_000143,obs_0000029580|obs_0000031579|obs_0000032505|obs_0000000906|obs_0000031647|obs_0000008382|obs_0000030917|obs_0000008284|obs_0000010724|obs_0000029941|obs_0000033932|obs_0000034578|obs_0000001572|obs_0000026036|obs_0000034741|obs_0000007127|obs_0000011999|obs_0000013557|obs_0000034557|obs_0000015910|obs_0000021160|obs_0000001350|obs_0000021724|obs_0000020341|obs_0000011971|obs_0000032716|obs_0000034429|obs_0000030250|obs_0000031615,obs_0000029580|obs_0000031579|obs_0000032505
Cantaloupemelone,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","Kl. I, je 1-kg-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000144,obs_0000013562,
Grüne Tafelbirnen,Keine Marke,"€ 3,49",,"pro Einheit = 3,49","»Abate Fetel«, Kl. I, je 1-kg-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000145,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994|obs_0000008712|obs_0000008373|obs_0000028627|obs_0000028513|obs_0000010484,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994
Heidelbeeren,Keine Marke,"€ 3,33",,"1 kg = 16,65","Kl. I, je 200-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F304100,ref_000146,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918|obs_0000006409|obs_0000030472|obs_0000034319|obs_0000030138|obs_0000030919|obs_0000022353|obs_0000005509|obs_0000005525|obs_0000005120|obs_0000006958|obs_0000005692|obs_0000007128|obs_0000007143|obs_0000005713|obs_0000005894,obs_0000002819|obs_0000026376|obs_0000032523|obs_0000027788|obs_0000003088|obs_0000033682|obs_0000025384|obs_0000025769|obs_0000031149|obs_0000007729|obs_0000000051|obs_0000030262|obs_0000000695|obs_0000003000|obs_0000016699|obs_0000032326|obs_0000019143|obs_0000026698|obs_0000034122|obs_0000029138|obs_0000030560|obs_0000028260|obs_0000001513|obs_0000027502|obs_0000000880|obs_0000033918|obs_0000034918
Bio Rucola,Keine Marke,"€ 0,88",,"1 kg = 11,00","Kl. II, je 80-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-G130100,ref_000147,obs_0000033923|obs_0000028749|obs_0000029203|obs_0000029500|obs_0000001300|obs_0000001874|obs_0000034818|obs_0000030142|obs_0000031672|obs_0000005712|obs_0000005708|obs_0000005890|obs_0000005895,obs_0000033923|obs_0000028749|obs_0000029203|obs_0000029500
Emmi Caff Latte Macchiato oder Matcha Latte,Keine Marke,"€ 1,39",,"1 l = 6,04","teilw. koffeinhaltig, je 230-ml-Becher",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_053.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg,,,ref_000148,obs_0000014212|obs_0000031422|obs_0000021777|obs_0000034937|obs_0000012311|obs_0000031138|obs_0000020675|obs_0000027081|obs_0000014943|obs_0000013547|obs_0000021494,
Erdbeeren,Keine Marke,"€ 1,99",,"1 kg = 3,98","Kl. I, je 500-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,BLS-F301100,ref_000149,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512
Sahnepudding Vanille,Dr Oetker,"€ 1,99",,"1 kg = 3,98",je 500-g-Becher,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_055.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,,ref_000150,obs_0000013995|obs_0000021591|obs_0000011462|obs_0000020772|obs_0000021849|obs_0000010129|obs_0000031130|obs_0000031713,obs_0000013995
RibWorld Bourbon BBQ Spare Ribs,Keine Marke,"€ 7,77",,"1 kg = 12,95","schonend gegarte Schweinerippchen in Whiskey Marinade, je 600-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_082.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000151,obs_0000029859|obs_0000018051|obs_0000022390|obs_0000023589|obs_0000006708,obs_0000029859
Frische Chicken Wings,REWE Regional,"€ 2,49",,"1 kg = 6,23","Hähnchen-Flügel, natur, Hkl. A, oder gewürzt, je 400-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_083.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000152,obs_0000028927|obs_0000008214|obs_0000018520|obs_0000000983|obs_0000023576|obs_0000023577|obs_0000023635|obs_0000022397|obs_0000024871|obs_0000027512|obs_0000025608|obs_0000020015|obs_0000018026|obs_0000023578,
Schweine-Gulasch XXL,Keine Marke,"€ 7,77",,"pro Einheit = 7,77","aus dem Schinken, je 1000-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U554100,ref_000153,obs_0000018761|obs_0000017438|obs_0000030192|obs_0000030276|obs_0000016516|obs_0000004232|obs_0000020673|obs_0000008511|obs_0000016736|obs_0000016766|obs_0000020864|obs_0000002514|obs_0000012757|obs_0000004659|obs_0000010992|obs_0000025475|obs_0000017299|obs_0000029611|obs_0000003029|obs_0000005086|obs_0000019441|obs_0000021492|obs_0000025644|obs_0000003221|obs_0000019678|obs_0000021861|obs_0000019817|obs_0000017899|obs_0000020045|obs_0000022156|obs_0000014192|obs_0000018303|obs_0000022446|obs_0000012763|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000000702|obs_0000000888|obs_0000001197|obs_0000001518|obs_0000013967,obs_0000018761|obs_0000017438|obs_0000030192|obs_0000030276
Butcher s Barbecue Schinken-Bratwurst,Keine Marke,"€ 2,22",,"1 kg = 8,88","vom Schwein, mit grobem Pfeffer, je 250-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_085.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000154,obs_0000006701|obs_0000034378|obs_0000026247|obs_0000028387|obs_0000016624|obs_0000017657|obs_0000006539|obs_0000007634,
Rinder-Hackfleisch,Keine Marke,"€ 3,99",,"1 kg = 15,96",je 250-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_086.jpg,"cat_molkerei_kaese,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U010100,ref_000155,obs_0000002149|obs_0000026223|obs_0000027280|obs_0000029904|obs_0000029964|obs_0000026901|obs_0000031541|obs_0000032583|obs_0000026471|obs_0000031208|obs_0000019685|obs_0000022571|obs_0000001083|obs_0000029295|obs_0000000646|obs_0000029879|obs_0000030444|obs_0000000826|obs_0000030536|obs_0000030574|obs_0000030626|obs_0000030194|obs_0000034323|obs_0000011423|obs_0000033726,obs_0000002149|obs_0000026223|obs_0000027280|obs_0000029904|obs_0000019685|obs_0000029964|obs_0000026901|obs_0000031541|obs_0000032583|obs_0000026471|obs_0000031208
Heidjer Landleberwurst,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","im Ring, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_087.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000156,obs_0000007049|obs_0000005972|obs_0000003330|obs_0000002582|obs_0000001337,obs_0000007049|obs_0000005972
Snack Frikadellen,REWE Beste Wahl,"€ 1,79",,"1 kg = 10,85","versch. Sorten, je 165-g-Becher",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_088.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U013100,ref_000157,obs_0000012295|obs_0000010281|obs_0000027292|obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000009115|obs_0000014824,
High Protein Milchreis Zimt,Dr Oetker,"€ 1,99",,"1 kg = 4,98",je 400-g-Becher,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_089.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_reis,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg,,,ref_000158,obs_0000011946|obs_0000013245|obs_0000011464|obs_0000031441|obs_0000032343|obs_0000004243|obs_0000024897|obs_0000002532|obs_0000004670|obs_0000021102|obs_0000025419|obs_0000002984|obs_0000025832|obs_0000003371|obs_0000034374|obs_0000003816|obs_0000001828|obs_0000020283,obs_0000032343
Matthews Hähnchenbrust Filetstücke,Keine Marke,"€ 2,59",,"1 kg = 17,27","Paprika, je 150-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_090.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000159,obs_0000029554|obs_0000034599|obs_0000023615|obs_0000007426|obs_0000019628,obs_0000029554
Leichter Genuss Rohschinken,Abraham,"€ 1,79",,"pro Einheit = 1,79","3% Fett, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_091.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000160,obs_0000030172|obs_0000031618|obs_0000017419|obs_0000018745,obs_0000030172
Finesse Aufschnitt,Herta,"€ 1,59",,"1 kg = 15,90","versch. Sorten, je 100-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_092.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",bamberg,,,ref_000161,obs_0000014378|obs_0000010437|obs_0000012666|obs_0000015760|obs_0000024171|obs_0000020077|obs_0000002709|obs_0000023749|obs_0000023266|obs_0000021835|obs_0000020896|obs_0000032367|obs_0000030157|obs_0000031285|obs_0000001982,obs_0000014378|obs_0000032367|obs_0000010437|obs_0000012666|obs_0000015760|obs_0000030157
Citterio Italienische Mortadella,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","mit Pistazien, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_093.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_tk_gemuese,sub_wurst,tag_ultra_processed",bamberg,,,ref_000162,obs_0000030871|obs_0000031520|obs_0000006685|obs_0000006337,obs_0000030871|obs_0000031520
Nordsee Matjesfilets,Keine Marke,"€ 2,49",,"1 kg = 12,45","mit milder Rauchnote, je 200-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_094.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000163,obs_0000015836,obs_0000002277|obs_0000025292|obs_0000017582|obs_0000003474
Oberland Räucherkäse Natur oder Schinken,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","Schmelzkäse­zubereitung, versch. Sorten, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_095.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000164,obs_0000016624|obs_0000017657|obs_0000001347|obs_0000009644|obs_0000034378|obs_0000028387|obs_0000028889,
Mango Lassi,REWE Bio,"€ 0,79",,"1 kg = 3,16",je 250-g-Becher,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_098.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000165,obs_0000029722|obs_0000024112|obs_0000009816|obs_0000031322|obs_0000026739|obs_0000009349|obs_0000028316|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000030966|obs_0000021278|obs_0000004393|obs_0000000306|obs_0000026453|obs_0000003966|obs_0000033713|obs_0000034740|obs_0000016865|obs_0000020459|obs_0000025584,obs_0000030966
Zimmermann Farmlandschinken,Keine Marke,"€ 1,89",,"pro Einheit = 1,89","über Buchenholz geräuchert, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_099.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000166,,
Butcher s Angus Irish Beef oder Beef Rindfleisch Burger Patties,Keine Marke,"€ 4,44",,"1 kg = 19,30",je 230-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_100.jpg,"cat_molkerei_kaese,sub_rind,tag_proteinreich",bamberg,,,ref_000167,obs_0000030498|obs_0000029864|obs_0000032362|obs_0000029174|obs_0000029185|obs_0000030883|obs_0000029227|obs_0000031545|obs_0000029289|obs_0000030955|obs_0000028606|obs_0000029222,obs_0000030498|obs_0000029864|obs_0000032362|obs_0000029174
Bonbel Butterkäse,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","frz. halbf. Schnittkäse, 48% Fett i.Tr., je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_101.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000168,obs_0000030482|obs_0000010146|obs_0000022440|obs_0000009899|obs_0000028601|obs_0000024636|obs_0000035114|obs_0000028491|obs_0000009434|obs_0000019165|obs_0000033775|obs_0000034800|obs_0000028402|obs_0000012660|obs_0000018295,obs_0000030482|obs_0000009899|obs_0000009434|obs_0000006109
