Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Tulip Bacon XXL,Keine Marke,"€ 4,44",,"1 kg = 11,84",je 3 x 125-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_001.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000001,obs_0000032484|obs_0000032047|obs_0000023768|obs_0000024192|obs_0000025976|obs_0000001018|obs_0000001019|obs_0000011008|obs_0000012763|obs_0000012775|obs_0000013967|obs_0000014146|obs_0000026814,obs_0000032047|obs_0000032484
Cards,Kinder,"€ 2,22",,"1 kg = 17,34","je 5 x 25,6-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_197.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000002,obs_0000011558|obs_0000023383|obs_0000006384|obs_0000010291|obs_0000008306|obs_0000001430|obs_0000028148|obs_0000033280|obs_0000005282,obs_0000011558|obs_0000023383
Schokololli-Hasen,REWE Beste Wahl,"€ 0,99",,"1 kg = 43,04","versch. Sorten, je 23-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_196.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000003,,
Bueno,Kinder,"€ 1,99",,"1 kg = 15,43","je 6 x 21,5-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_195.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000004,obs_0000015458|obs_0000024693|obs_0000010946|obs_0000013542|obs_0000023306|obs_0000022888|obs_0000006582|obs_0000012221|obs_0000021588|obs_0000006233|obs_0000030306|obs_0000007287|obs_0000033011|obs_0000032006|obs_0000017164|obs_0000020769|obs_0000015141|obs_0000025406|obs_0000029007|obs_0000019282|obs_0000005472|obs_0000018371|obs_0000022487|obs_0000010212|obs_0000016368|obs_0000026264|obs_0000018796|obs_0000009131|obs_0000010193|obs_0000017407|obs_0000028142,obs_0000006233|obs_0000015458|obs_0000024693|obs_0000010946|obs_0000013542|obs_0000023306|obs_0000005472|obs_0000022888|obs_0000006582|obs_0000012221
Küsschen,Ferrero,"€ 2,39",,"1 kg = 13,43",je 178-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_194.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,BLS-D440500,ref_000005,obs_0000033892|obs_0000012388|obs_0000028524|obs_0000028639|obs_0000024703|obs_0000019298|obs_0000005652|obs_0000007279|obs_0000032119|obs_0000028144|obs_0000012387|obs_0000015291,obs_0000005652|obs_0000033892|obs_0000012388
After Eight,Nestl,"€ 2,29",,"1 kg = 11,45",je 200-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_193.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000006,obs_0000006576|obs_0000019693|obs_0000024899|obs_0000018327|obs_0000008691|obs_0000005470|obs_0000032156|obs_0000032700|obs_0000030673,obs_0000005470|obs_0000006576
Funny-frisch Frit-Sticks,Keine Marke,"€ 0,99",,"1 kg = 9,90","ungarisch, je 100-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_192.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000007,obs_0000014804|obs_0000015885,
Osterhase,REWE Beste Wahl,"€ 0,99",,"1 kg = 14,14","versch. Sorten, je 70-g-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_199.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000008,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811|obs_0000013777,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811
Erdnuß Locken,Lorenz,"€ 1,11",,"1 kg = 7,40","Western Style, je 150-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_191.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000009,obs_0000002833|obs_0000007702|obs_0000006042,obs_0000002833|obs_0000006042|obs_0000013617
DeBeukelaer Prinzen Rolle,Keine Marke,"€ 1,69",,"1 kg = 4,80","Vollkorn, je 352-g-Rolle",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_189.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000010,obs_0000007285|obs_0000005280|obs_0000006232|obs_0000030670|obs_0000030672|obs_0000000439|obs_0000033650|obs_0000003067|obs_0000004169|obs_0000004596|obs_0000005023|obs_0000025729|obs_0000027884|obs_0000031709|obs_0000026331,obs_0000005280|obs_0000006232|obs_0000007285|obs_0000030670|obs_0000030672
Elit Dubaischokolade Riegel,Keine Marke,"€ 1,99",,"1 kg = 66,33",je 30-g-Riegel,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_188.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000011,obs_0000029006|obs_0000033364|obs_0000010357|obs_0000011786|obs_0000012676|obs_0000013851|obs_0000014601|obs_0000015457|obs_0000016822|obs_0000016928|obs_0000017107|obs_0000019932|obs_0000022867|obs_0000025377|obs_0000030996,obs_0000029006
Funny-frisch Jumpys,Keine Marke,"€ 0,99",,"1 kg = 13,20","Paprika, je 75-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_187.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000012,obs_0000006736|obs_0000007283|obs_0000007289|obs_0000007696|obs_0000007704|obs_0000029688|obs_0000030305|obs_0000030674|obs_0000032121|obs_0000032692|obs_0000005473|obs_0000006032|obs_0000006046,
Überraschung Maxi-Ei,Kinder,"€ 2,99",,"1 kg = 29,90","versch. Sorten, je 100-g-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_186.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000013,obs_0000024695|obs_0000019990|obs_0000013973|obs_0000015038|obs_0000023378|obs_0000012861|obs_0000030986|obs_0000026635|obs_0000027668|obs_0000034715|obs_0000028087,obs_0000024695
Smarties oder Kitkat Osterhase,Nestl,"€ 1,79",,"1 kg = 21,06",je 85-g-St.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_185.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000014,obs_0000012395|obs_0000016824|obs_0000017118|obs_0000019413|obs_0000028765|obs_0000012665|obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000011381|obs_0000013811|obs_0000013891|obs_0000015030|obs_0000016128,
Lindt Blätterkrokant,Keine Marke,"€ 3,49",,"1 kg = 41,06",je 85-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_184.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000015,obs_0000032173|obs_0000016532|obs_0000017518|obs_0000018634|obs_0000022122,obs_0000032173
Duo,Kinder,"€ 2,22",,"1 kg = 14,80","je 12 x 12,5-g-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_190.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,ref_000016,obs_0000011965|obs_0000023297|obs_0000006384|obs_0000021084|obs_0000008288|obs_0000031371|obs_0000020265|obs_0000031070|obs_0000024431|obs_0000028530|obs_0000002932|obs_0000022926|obs_0000021908|obs_0000009652|obs_0000024011|obs_0000009170|obs_0000018401|obs_0000014309|obs_0000028647|obs_0000031838|obs_0000016605|obs_0000017145|obs_0000008027|obs_0000030619|obs_0000027080|obs_0000019436|obs_0000005282|obs_0000015589|obs_0000016221|obs_0000022993|obs_0000013495|obs_0000015590|obs_0000017130|obs_0000016715|obs_0000027293|obs_0000002897|obs_0000001971,obs_0000011965|obs_0000023297|obs_0000023002
Cantuccini Toscani IGP,REWE Feine Welt,"€ 2,29",,"1 kg = 11,45",je 200-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_200.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,ref_000017,obs_0000019589|obs_0000023173|obs_0000011541|obs_0000024553,
Schoko-Eier,REWE Beste Wahl,"€ 2,39",,"1 kg = 11,95",je 200-g-Netz,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_202.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,BLS-D7A7600,ref_000018,obs_0000008570,
Vitamin Water,Hohes C,"€ 1,39",,"1 l = 1,85","versch. Sorten, je 0,75-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_216.jpg,cat_getraenke,bamberg,,ref_000019,obs_0000027816|obs_0000028723|obs_0000033837|obs_0000005641|obs_0000000390|obs_0000004522|obs_0000004949|obs_0000006362|obs_0000004095,obs_0000005641|obs_0000027816|obs_0000028723
Fuze Tea,Fuze Tea,"€ 1,29",,"1 l = 1,03","versch. Sorten, je 1,25-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_215.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,ref_000020,obs_0000034655|obs_0000029754|obs_0000007267|obs_0000017671|obs_0000018798,obs_0000029754|obs_0000034655|obs_0000007267
Pfanner IceTea,Keine Marke,"€ 1,29",,"1 l = 0,65","versch. Sorten, je 2-l-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_214.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000021,obs_0000030299,obs_0000030299
Volvic Mineralwasser,Keine Marke,"€ 3,99",,"1 l = 0,44","Naturelle, je 6 x 1,5-l-Fl.-Pckg., zzgl. 1,50 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_213.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,BLS-N120000,ref_000022,obs_0000032706|obs_0000007093|obs_0000005270|obs_0000034043|obs_0000034044|obs_0000001349|obs_0000034235|obs_0000034238|obs_0000034437|obs_0000034851|obs_0000035059|obs_0000003689|obs_0000008437|obs_0000008537|obs_0000008801|obs_0000008841|obs_0000009353|obs_0000009985|obs_0000010519|obs_0000011123|obs_0000011969|obs_0000012414|obs_0000013773|obs_0000014332|obs_0000014625|obs_0000015481|obs_0000015908|obs_0000020366|obs_0000021185|obs_0000025562|obs_0000026205|obs_0000026570|obs_0000026948|obs_0000027653|obs_0000027836|obs_0000027856|obs_0000028027|obs_0000028493|obs_0000028537|obs_0000028603|obs_0000028654|obs_0000028800|obs_0000028841|obs_0000028931|obs_0000028968|obs_0000031006|obs_0000031797|obs_0000031867|obs_0000031871,obs_0000032706
Gönrgy Energy Drink,Keine Marke,"€ 0,99",,"1 l = 1,98","versch. Sorten, koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_212.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,tag_ultra_processed",bamberg,,ref_000023,obs_0000030404|obs_0000032717|obs_0000006567|obs_0000028180|obs_0000006550|obs_0000006727|obs_0000007094|obs_0000007266|obs_0000007466|obs_0000007672|obs_0000007877|obs_0000007885|obs_0000029420|obs_0000029725|obs_0000029976|obs_0000030678|obs_0000031002|obs_0000032127|obs_0000032255|obs_0000032438|obs_0000032707|obs_0000032711|obs_0000000193|obs_0000000304|obs_0000033497|obs_0000034110|obs_0000001917|obs_0000002158|obs_0000002214|obs_0000002490|obs_0000003962|obs_0000004389|obs_0000004816|obs_0000008960|obs_0000009616|obs_0000010050|obs_0000010758|obs_0000011333|obs_0000011355|obs_0000012204|obs_0000013175|obs_0000013614|obs_0000013993|obs_0000014658|obs_0000016414|obs_0000016807|obs_0000017046|obs_0000017338|obs_0000018063|obs_0000018194,obs_0000030404|obs_0000032717
Saft,Hohes C,"€ 1,49",,"pro Einheit = 1,49","versch. Sorten, ausgenommen 100% Orangensaft, je 1-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_211.jpg,cat_getraenke,bamberg,BLS-F514600,ref_000024,obs_0000021042|obs_0000026785|obs_0000019142|obs_0000020223|obs_0000026383|obs_0000028431|obs_0000027982|obs_0000024985|obs_0000027142|obs_0000025618|obs_0000027674|obs_0000026144|obs_0000016953|obs_0000033872|obs_0000034438|obs_0000032918|obs_0000017106|obs_0000034047|obs_0000022436|obs_0000010200|obs_0000017915|obs_0000015913|obs_0000015914|obs_0000030300|obs_0000029845|obs_0000008343|obs_0000032472|obs_0000029417|obs_0000032021|obs_0000031005|obs_0000011568|obs_0000011569|obs_0000007474|obs_0000029012|obs_0000034650|obs_0000000868|obs_0000007095|obs_0000031164|obs_0000032190|obs_0000008148|obs_0000030841|obs_0000015054|obs_0000029441|obs_0000026036|obs_0000006726|obs_0000032384|obs_0000005825|obs_0000027407|obs_0000007092|obs_0000030171,obs_0000027142|obs_0000025618|obs_0000027674|obs_0000026144|obs_0000021042|obs_0000016953|obs_0000033872|obs_0000034438|obs_0000032918|obs_0000026785|obs_0000019142|obs_0000017106|obs_0000034047|obs_0000020223|obs_0000026383|obs_0000028431|obs_0000027982|obs_0000024985|obs_0000022436|obs_0000010200|obs_0000017915
Gefüllte Eier,REWE Beste Wahl,"€ 1,39",,"1 kg = 13,90","versch. Sorten, je 100-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_201.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000025,obs_0000031104|obs_0000001704|obs_0000008570,
Fanta Sprite oder Mezzo Mix,Coca-Cola,"€ 9,99",,"1 l = 0,83","versch. Sorten, teilw. koffeinhaltig, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_210.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000026,obs_0000031043|obs_0000028043|obs_0000034906|obs_0000031294|obs_0000023307|obs_0000022976|obs_0000032258|obs_0000032019|obs_0000029984|obs_0000029010|obs_0000032704|obs_0000030679|obs_0000015905|obs_0000011120|obs_0000007251|obs_0000007451|obs_0000005442|obs_0000006553|obs_0000000515|obs_0000025798|obs_0000013322|obs_0000015049|obs_0000024700,obs_0000031043|obs_0000028043
Gelee Hasen Eier gezuckert oder Fondant Hasen,REWE Beste Wahl,"€ 0,99",,"1 kg = 6,60",je 150-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_208.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000027,obs_0000002602|obs_0000027316|obs_0000008570,
Oster Häschen,REWE Beste Wahl,"€ 1,99",,"1 kg = 15,92",je 125-g-Dose,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_207.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000028,,
Mandel-Haselnuss Florentiner,REWE Feine Welt,"€ 2,39",,"1 kg = 19,12","mit Zartbitter­schokolade, je 125-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_206.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000029,obs_0000025187|obs_0000022597|obs_0000001243,
Glückskäfer,REWE Beste Wahl,"€ 1,99",,"1 kg = 19,90",je 100-g-Box,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_204.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000030,obs_0000030997|obs_0000001711|obs_0000013662,obs_0000030997|obs_0000001711|obs_0000013662
Nougat Eier,REWE Beste Wahl,"€ 1,99",,"1 kg = 18,95","versch. Sorten, je 105-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_203.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000031,obs_0000001547|obs_0000030990|obs_0000008570,obs_0000001547|obs_0000030990
Blätterkrokant,REWE Beste Wahl,"€ 1,69",,"1 kg = 11,27",je 150-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_209.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000032,obs_0000022122|obs_0000017518|obs_0000016532|obs_0000018634|obs_0000001709|obs_0000009039|obs_0000032173,obs_0000022122|obs_0000017518|obs_0000016532|obs_0000018634
Rhönsprudel Mineralwasser,Keine Marke,"€ 5,49",,"1 l = 0,61","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_217.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000033,obs_0000029415|obs_0000030684|obs_0000032710|obs_0000034043|obs_0000034044|obs_0000034235|obs_0000034238|obs_0000034437|obs_0000034851|obs_0000035059|obs_0000003689|obs_0000008437|obs_0000008537|obs_0000008801|obs_0000008841|obs_0000009353|obs_0000009985|obs_0000010519|obs_0000011123|obs_0000011969|obs_0000012414|obs_0000013773|obs_0000014332|obs_0000014625|obs_0000015481|obs_0000015908|obs_0000020366|obs_0000021185|obs_0000025562|obs_0000026205|obs_0000026570|obs_0000026948|obs_0000027653|obs_0000027836|obs_0000027856|obs_0000028027|obs_0000028493|obs_0000028537|obs_0000028603|obs_0000028654|obs_0000028800|obs_0000028841|obs_0000028931|obs_0000028968|obs_0000031006|obs_0000031797|obs_0000031867|obs_0000031871,obs_0000034653|obs_0000029415|obs_0000030684|obs_0000032710
Manner Törtchen oder Schnittchen,Keine Marke,"€ 2,49",,"1 kg = 6,23",je 400-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_182.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000034,obs_0000012844|obs_0000017726,
Eier,Milka,"€ 1,99",,"1 kg = 23,14","versch. Sorten, je 86-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_180.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000035,obs_0000008570|obs_0000034719|obs_0000001547|obs_0000028776|obs_0000008826|obs_0000027789|obs_0000000672|obs_0000001697|obs_0000001698|obs_0000010403|obs_0000011937|obs_0000001709|obs_0000034966|obs_0000014516|obs_0000013520|obs_0000025828|obs_0000013587|obs_0000030998|obs_0000031000|obs_0000011059|obs_0000034713|obs_0000027566|obs_0000003510|obs_0000001985|obs_0000013815|obs_0000027683|obs_0000001705|obs_0000026801|obs_0000031449|obs_0000030990|obs_0000030537|obs_0000014156|obs_0000001704|obs_0000035014|obs_0000031104|obs_0000005762|obs_0000034712,obs_0000008570
Schnell gewürzt Kochpaste,Knorr,"€ 1,99",,"1 kg = 12,06","Gerösteter Knoblauch, Pilz & Weißwein, je 165-g-Glas",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_161.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg,,ref_000036,,
Hellmann s cremige Mayonnaise,Keine Marke,"€ 1,99",,"1 l = 4,63",je 430-ml-Fl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_160.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000037,obs_0000006311|obs_0000031023|obs_0000001763|obs_0000010674|obs_0000015657|obs_0000015844,
Paradies Creme,Dr Oetker,"€ 0,79",,"1 kg = 13,17","Vanille, je 60-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_159.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg,,ref_000038,obs_0000026747|obs_0000033360|obs_0000013141|obs_0000005755,obs_0000012645|obs_0000008723|obs_0000015015|obs_0000002821|obs_0000005755|obs_0000016101
Thomy Delikatess Mayonnaise,Keine Marke,"€ 1,79",,"1 l = 8,95",je 200-ml-Tube,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_158.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000039,obs_0000007001|obs_0000029017|obs_0000030294|obs_0000032488|obs_0000034025|obs_0000001763|obs_0000010674|obs_0000015657|obs_0000015844,
Lacroix Fond oder Suppe,Keine Marke,"€ 1,99",,"1 l = 4,98","versch. Sorten, je 400-ml-Glas / 400-ml-Dose",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_157.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000040,obs_0000006824|obs_0000007969|obs_0000034285|obs_0000002959|obs_0000013636|obs_0000015871|obs_0000016626|obs_0000016761|obs_0000017023|obs_0000019387|obs_0000027223|obs_0000031330,
Delikatess Soße,Maggi,"€ 0,79",,"pro Einheit = 0,79","versch. Sorten, ausreichend für 2 x 0,25 Liter, je 1-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_156.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000041,obs_0000028884|obs_0000010356|obs_0000014562|obs_0000013031,obs_0000028884
Kartoffel Püree,Pfanni,"€ 1,49",,"1 kg = 5,26","das Komplette, je 283,5-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_162.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg,,ref_000042,obs_0000034083|obs_0000028736|obs_0000032487|obs_0000032113|obs_0000029682,obs_0000015875|obs_0000010132|obs_0000015008|obs_0000034083|obs_0000028736
Choi s Bibimmyeon Nudeln Carbonara,Keine Marke,"€ 1,49",,"1 kg = 11,37",je 131-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_155.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000043,obs_0000008075|obs_0000008784|obs_0000013802|obs_0000015006,
Fix Lachs-Sahne Gratin,Maggi,"€ 0,44",,"1 kg = 16,92",je 26-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_153.jpg,"cat_grundnahrung,sub_sahne_creme,tag_ultra_processed",bamberg,,ref_000044,obs_0000032108|obs_0000021014|obs_0000020195|obs_0000026433|obs_0000025048|obs_0000018941|obs_0000010238|obs_0000026187|obs_0000012367|obs_0000034939|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000033739|obs_0000010701,
Incahuasi Crema,REWE Feine Welt,"€ 16,99",,"pro Einheit = 16,99","ganze Bohnen, je 1000-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_152.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,ref_000045,obs_0000008359,
Wasa Vollkorn Roggen,Keine Marke,"€ 1,79",,"1 kg = 6,88",je 260-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_151.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000046,obs_0000029029|obs_0000029696|obs_0000032661|obs_0000029033|obs_0000029709|obs_0000032662|obs_0000008045,obs_0000029029|obs_0000029696|obs_0000032661
Wasa Sesam Vollkorn,Keine Marke,"€ 1,79",,"1 kg = 8,95",je 200-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_150.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000047,obs_0000029033|obs_0000029709|obs_0000032662|obs_0000029029|obs_0000029696|obs_0000032661|obs_0000028544|obs_0000028661,obs_0000029033|obs_0000029709|obs_0000032662
