Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Natur Radler,Gösser,"€ 0,99",,"1 l = 1,98","je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_181.jpg,"cat_getraenke,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",immenstaad,BLS-F603100,ref_000259,obs_0000001442|obs_0000032261|obs_0000030555|obs_0000013844|obs_0000028889|obs_0000001347|obs_0000009644,obs_0000033832|obs_0000001442|obs_0000034296
Mini Cherry Rispentomaten,Keine Marke,"€ 2,79",,"1 kg = 13,95","»Delizioso«, Kl. I, je 200-g-Schale",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,ref_000260,obs_0000029129|obs_0000029204|obs_0000030141|obs_0000030918|obs_0000031461|obs_0000029276|obs_0000029588|obs_0000029814|obs_0000030960|obs_0000029206|obs_0000030260|obs_0000031628|obs_0000029645|obs_0000030469|obs_0000030568|obs_0000030614|obs_0000030961|obs_0000031140|obs_0000032515|obs_0000006270|obs_0000006281|obs_0000006427|obs_0000006431|obs_0000008287|obs_0000013997|obs_0000026075|obs_0000027413|obs_0000027927|obs_0000029590|obs_0000031578|obs_0000000876|obs_0000006379|obs_0000010932|obs_0000012328|obs_0000016216|obs_0000017530|obs_0000018128|obs_0000026024|obs_0000026189|obs_0000027139|obs_0000027304,obs_0000008462|obs_0000009425|obs_0000009888|obs_0000026165|obs_0000026794|obs_0000029129|obs_0000029204|obs_0000029276|obs_0000029588|obs_0000029814|obs_0000030141|obs_0000030918|obs_0000030960|obs_0000031461
Dunkle Tafeltrauben,Keine Marke,"€ 2,99",,"1 kg = 4,98","Kl. I, je 600-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_033.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000261,obs_0000029202|obs_0000030474|obs_0000030561|obs_0000031580|obs_0000008527|obs_0000008710|obs_0000008765|obs_0000010211|obs_0000010312|obs_0000014088|obs_0000028335|obs_0000028835|obs_0000031873|obs_0000008792|obs_0000009624|obs_0000028721,obs_0000029202|obs_0000030474|obs_0000030561|obs_0000031580
Spargel grün,Keine Marke,"€ 3,99",,"1 kg = 11,40","Kl. I, je 350-g-Bund",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_034.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-G450100,ref_000262,obs_0000034717|obs_0000006079,obs_0000034717|obs_0000006079
Mini Roma-Rispentomaten,Keine Marke,"€ 1,99",,"1 kg = 7,37","»Küsse«, Kl. I, je 270-g-Schale",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,ref_000263,obs_0000029645|obs_0000030568|obs_0000030961|obs_0000029206|obs_0000030260|obs_0000031628|obs_0000029129|obs_0000029204|obs_0000030141|obs_0000030469|obs_0000030614|obs_0000030918|obs_0000031140|obs_0000031461|obs_0000032515|obs_0000006427|obs_0000006431|obs_0000008287|obs_0000013997|obs_0000026075|obs_0000027413|obs_0000027927|obs_0000029590|obs_0000031578|obs_0000000876|obs_0000006379|obs_0000010932|obs_0000012328|obs_0000016216|obs_0000017530|obs_0000018128|obs_0000026024|obs_0000027139,obs_0000029206|obs_0000029645|obs_0000030260|obs_0000030568|obs_0000030961|obs_0000031628
Heidelbeeren,Keine Marke,"€ 2,29",,"1 kg = 17,62","»Jumbo«, Kl. I, je 130-g-Schale",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_036.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F304100,ref_000264,obs_0000000051|obs_0000002819|obs_0000003000|obs_0000003088|obs_0000007729|obs_0000016699|obs_0000019143|obs_0000025384|obs_0000026376|obs_0000026698|obs_0000027502|obs_0000027788|obs_0000028260|obs_0000029138|obs_0000030262|obs_0000030560|obs_0000031149|obs_0000032326|obs_0000032523|obs_0000000695|obs_0000000880|obs_0000033682|obs_0000033918|obs_0000034122|obs_0000001513|obs_0000034918|obs_0000025769|obs_0000006409|obs_0000022353|obs_0000030138|obs_0000030472|obs_0000030919|obs_0000006958|obs_0000007128|obs_0000007143|obs_0000034319|obs_0000005120|obs_0000005509|obs_0000005525|obs_0000005692|obs_0000005713|obs_0000005894,obs_0000000051|obs_0000000695|obs_0000000880|obs_0000033682|obs_0000033918|obs_0000034122|obs_0000001513|obs_0000034918|obs_0000002819|obs_0000003000|obs_0000003088|obs_0000007729|obs_0000016699|obs_0000019143|obs_0000022353|obs_0000025384|obs_0000025769|obs_0000026376|obs_0000026698|obs_0000027502|obs_0000027788|obs_0000028260|obs_0000029138|obs_0000030138|obs_0000030262|obs_0000030472|obs_0000030560|obs_0000030919|obs_0000031149|obs_0000032326|obs_0000032523
Erdbeeren,Keine Marke,"€ 3,49",,"1 kg = 8,73","Kl. I, je 400-g-Schale",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_037.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F301100,ref_000265,obs_0000027419|obs_0000029494|obs_0000030564|obs_0000030617|obs_0000030915|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512|obs_0000000875|obs_0000006265|obs_0000006408|obs_0000022919|obs_0000024529|obs_0000012233|obs_0000013901|obs_0000011389|obs_0000013414|obs_0000013418|obs_0000015717|obs_0000030989|obs_0000033793|obs_0000034400|obs_0000030428|obs_0000005687|obs_0000006083|obs_0000006092,obs_0000000875|obs_0000006265|obs_0000006408|obs_0000012358|obs_0000022919|obs_0000024529|obs_0000027419|obs_0000029494|obs_0000030564|obs_0000030617|obs_0000030915|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512
Avocado,Keine Marke,"€ 2,29",,"pro Einheit = 2,29","Ursprung: siehe Etikett, Kl. I, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_038.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-F502100,ref_000266,obs_0000000058|obs_0000008728|obs_0000017166|obs_0000018748|obs_0000020117|obs_0000020936|obs_0000029123|obs_0000029201|obs_0000030562|obs_0000000694|obs_0000001305|obs_0000034105|obs_0000034516|obs_0000014073|obs_0000027541|obs_0000027854|obs_0000007317|obs_0000030124|obs_0000030212|obs_0000030257|obs_0000030466|obs_0000030826|obs_0000030959|obs_0000031260|obs_0000032517|obs_0000033717|obs_0000034744|obs_0000006430|obs_0000024863|obs_0000025778|obs_0000028796|obs_0000006605|obs_0000011409|obs_0000011817|obs_0000012255|obs_0000012744|obs_0000013139|obs_0000006785|obs_0000007527|obs_0000030016|obs_0000006418|obs_0000015526|obs_0000028218|obs_0000028463|obs_0000014440|obs_0000028383|obs_0000000895,obs_0000000058|obs_0000000694|obs_0000001305|obs_0000034105|obs_0000034516|obs_0000008728|obs_0000014073|obs_0000017166|obs_0000018748|obs_0000020117|obs_0000020936|obs_0000027541|obs_0000027854|obs_0000029123|obs_0000029201|obs_0000030124|obs_0000030212|obs_0000030257|obs_0000030466|obs_0000030562|obs_0000030959|obs_0000032517
Ananas,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","»extra sweet«, Kl. I, je 1-kg-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_039.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F501100,ref_000267,obs_0000007137|obs_0000027077|obs_0000005512|obs_0000014138|obs_0000028967|obs_0000007731|obs_0000015338|obs_0000020098|obs_0000020917|obs_0000029882|obs_0000031235|obs_0000030465|obs_0000000868|obs_0000001306|obs_0000034745|obs_0000008196|obs_0000014436|obs_0000035090,obs_0000005512|obs_0000007137|obs_0000014138|obs_0000027077|obs_0000028967
Mango,Mango,"€ 2,99",,"pro Einheit = 2,99","Kl. I, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_040.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F516100,ref_000268,obs_0000024112|obs_0000033713|obs_0000034740|obs_0000031322|obs_0000009349|obs_0000029722|obs_0000028316|obs_0000021278|obs_0000004393|obs_0000000306|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000026453|obs_0000009816|obs_0000016865|obs_0000020459|obs_0000025584|obs_0000026739|obs_0000003966|obs_0000030475|obs_0000028050|obs_0000006424|obs_0000031148|obs_0000034121|obs_0000034389|obs_0000034531|obs_0000028656|obs_0000028539|obs_0000006276|obs_0000006280|obs_0000010640|obs_0000031632|obs_0000034579|obs_0000034046|obs_0000031158|obs_0000027838|obs_0000028870|obs_0000028628|obs_0000010971|obs_0000015714|obs_0000028514|obs_0000005129|obs_0000011787|obs_0000013333|obs_0000024470|obs_0000030870|obs_0000015282|obs_0000014421|obs_0000029526,obs_0000009349|obs_0000029722|obs_0000028316|obs_0000021278|obs_0000004393|obs_0000024112|obs_0000033713|obs_0000000306|obs_0000034740|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000026453|obs_0000009816|obs_0000031322|obs_0000016865|obs_0000020459|obs_0000025584|obs_0000026739|obs_0000003966
Speisekartoffeln,Keine Marke,"€ 1,79",,"1 kg = 1,19","»Venezia«, Kocheigenschaft: festkochend, Qualität I, je 1,5-kg-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_042.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",immenstaad,BLS-X612152,ref_000269,obs_0000000006|obs_0000003716|obs_0000008539|obs_0000009188|obs_0000009672|obs_0000016324|obs_0000017026|obs_0000028399|obs_0000030140|obs_0000030615|obs_0000030837|obs_0000031321|obs_0000033875|obs_0000034088|obs_0000034312|obs_0000034910|obs_0000026668|obs_0000027510|obs_0000027986|obs_0000006957|obs_0000008275|obs_0000010226|obs_0000010963|obs_0000011822|obs_0000012236|obs_0000014326|obs_0000015314|obs_0000015337|obs_0000018806|obs_0000019772|obs_0000028486|obs_0000028596|obs_0000029486|obs_0000032330|obs_0000006601|obs_0000006784|obs_0000010564|obs_0000010571|obs_0000011394|obs_0000012259|obs_0000013599|obs_0000015239|obs_0000015727|obs_0000030445|obs_0000031156|obs_0000032509|obs_0000000233|obs_0000003856|obs_0000004283|obs_0000004710,obs_0000000006|obs_0000033875|obs_0000034088|obs_0000034312|obs_0000034910|obs_0000003716|obs_0000008275|obs_0000008539|obs_0000008858|obs_0000009188|obs_0000009672|obs_0000010226|obs_0000010963|obs_0000011822|obs_0000012236|obs_0000013906|obs_0000014326|obs_0000015337|obs_0000016324|obs_0000017026|obs_0000018806|obs_0000019772|obs_0000026668|obs_0000027510|obs_0000027986|obs_0000028399|obs_0000028486|obs_0000028596|obs_0000029486|obs_0000030140|obs_0000030615|obs_0000030837|obs_0000031321
Mini Gurke,Keine Marke,"€ 0,49",,"pro Einheit = 0,49","Kl. I, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",immenstaad,BLS-G520100,ref_000270,obs_0000031588|obs_0000034913|obs_0000002563|obs_0000003696|obs_0000026127|obs_0000027093|obs_0000007517|obs_0000001511|obs_0000034521|obs_0000006379|obs_0000010932|obs_0000012328|obs_0000016216|obs_0000017530|obs_0000018128|obs_0000026024,obs_0000034112|obs_0000034736|obs_0000034913|obs_0000005701|obs_0000005710|obs_0000028423|obs_0000031588
Weißer Spargel,Keine Marke,"€ 4,49",,"1 kg = 8,98","Kl. I, je 500-g-Bund",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_044.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad,,ref_000271,,
Mango,Mango,"€ 1,19",,"pro Einheit = 1,19","Sorte: siehe Etikett, Kl. I, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_046.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",immenstaad,BLS-F516100,ref_000272,obs_0000024112|obs_0000033713|obs_0000034740|obs_0000031322|obs_0000009349|obs_0000029722|obs_0000028316|obs_0000021278|obs_0000004393|obs_0000000306|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000026453|obs_0000009816|obs_0000016865|obs_0000020459|obs_0000025584|obs_0000026739|obs_0000003966|obs_0000030475|obs_0000028050|obs_0000006424|obs_0000031148|obs_0000034121|obs_0000034389|obs_0000034531|obs_0000028656|obs_0000028539|obs_0000006276|obs_0000006280|obs_0000010640|obs_0000031632|obs_0000034579|obs_0000034046|obs_0000031158|obs_0000027838|obs_0000028870|obs_0000028628|obs_0000010971|obs_0000015714|obs_0000028514|obs_0000005129|obs_0000011787|obs_0000013333|obs_0000024470|obs_0000030870|obs_0000015282|obs_0000014421|obs_0000029526,obs_0000009349|obs_0000029722|obs_0000028316|obs_0000021278|obs_0000004393|obs_0000024112|obs_0000033713|obs_0000000306|obs_0000034740|obs_0000027322|obs_0000029883|obs_0000004820|obs_0000026453|obs_0000009816|obs_0000031322|obs_0000016865|obs_0000020459|obs_0000025584|obs_0000026739|obs_0000003966
Bio Erdbeeren,Keine Marke,"€ 2,49",,"1 kg = 9,96","Kl. II, je 250-g-Schale",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_048.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000273,obs_0000013414|obs_0000027419|obs_0000029494|obs_0000030564|obs_0000030617|obs_0000030915|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512|obs_0000000875|obs_0000006265|obs_0000006408|obs_0000022919|obs_0000024529,obs_0000013414|obs_0000022353|obs_0000027419|obs_0000029494|obs_0000030138|obs_0000030341|obs_0000030472|obs_0000030564|obs_0000030617|obs_0000030915|obs_0000030919|obs_0000031261|obs_0000031462|obs_0000031576|obs_0000032512
Tulip Bacon,Keine Marke,"€ 1,69",,"1 kg = 13,52","in Scheiben, je 125-g-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_016.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000274,obs_0000032047|obs_0000032484|obs_0000007431|obs_0000001018|obs_0000001019|obs_0000011008|obs_0000012775|obs_0000014146|obs_0000026814,obs_0000032047|obs_0000032484
Freiraum Pute Puten-Schnitzel,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","natur oder mariniert, Haltungsform 3, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_055.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000275,obs_0000030221|obs_0000000159|obs_0000026235|obs_0000027620|obs_0000028973|obs_0000031913|obs_0000000700|obs_0000001521|obs_0000005251,
Meister Wiener Würstchen,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","heiß oder kalt zu genießen, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_wurst,tag_ultra_processed",immenstaad,BLS-W211200,ref_000276,obs_0000030926|obs_0000032355|obs_0000028076|obs_0000007858|obs_0000030483|obs_0000030949|obs_0000034174|obs_0000034811|obs_0000035106|obs_0000005789|obs_0000006186|obs_0000015758|obs_0000026784|obs_0000027189|obs_0000028276|obs_0000028948|obs_0000031274|obs_0000031737|obs_0000031889|obs_0000034981|obs_0000020658|obs_0000021477|obs_0000021769|obs_0000025857|obs_0000025858|obs_0000031934|obs_0000009369|obs_0000009557|obs_0000031788,obs_0000030483|obs_0000030926|obs_0000032355
Schweine-Filet,Keine Marke,"€ 8,80",,"pro Einheit = 8,80",je 1-kg-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_086.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,BLS-U611100,ref_000277,obs_0000027815|obs_0000028386|obs_0000029865|obs_0000029910|obs_0000029960|obs_0000030434|obs_0000030622|obs_0000031221|obs_0000031236|obs_0000031227,obs_0000007631|obs_0000026057|obs_0000027670|obs_0000027815|obs_0000028386|obs_0000028417|obs_0000028555|obs_0000028675|obs_0000029865|obs_0000029910|obs_0000029960|obs_0000030434|obs_0000030622|obs_0000031221|obs_0000031236
Mini Wiener Würstchen,REWE Bio,"€ 2,39",,"1 kg = 14,94",je 160-g-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_090.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-W211200,ref_000278,obs_0000031274|obs_0000006186|obs_0000035106|obs_0000026784|obs_0000028948|obs_0000014851|obs_0000027189|obs_0000002801|obs_0000031737|obs_0000031889|obs_0000034174|obs_0000015758|obs_0000028076|obs_0000013778|obs_0000028276|obs_0000005789|obs_0000013994|obs_0000008081|obs_0000034811|obs_0000030125|obs_0000022620|obs_0000020658|obs_0000034981|obs_0000030926|obs_0000030949|obs_0000025257|obs_0000023289|obs_0000021477|obs_0000019624|obs_0000031934|obs_0000025844|obs_0000025857|obs_0000025858|obs_0000021769|obs_0000032355|obs_0000007858|obs_0000030483|obs_0000012328|obs_0000006379|obs_0000010932|obs_0000031788|obs_0000017530|obs_0000009369|obs_0000009557|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000031274
Schweine-Steaks,Keine Marke,"€ 16,60",,"pro Einheit = 16,60","aus der Keule, in versch. Marinaden, SB-verpackt, je 1-kg-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_093.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",immenstaad,BLS-U532100,ref_000279,,obs_0000006350|obs_0000007445|obs_0000031569
Landbauern Rind Roastbeef,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","am Stück oder in Scheiben, Haltungsform 3, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_054.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad,,ref_000280,obs_0000030216|obs_0000029216|obs_0000029603|obs_0000030215|obs_0000031562|obs_0000032493|obs_0000017571|obs_0000018768,obs_0000030215|obs_0000030216
Freiraum Pute Putenfackel,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","mariniert, Haltungsform 3, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_056.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000281,,
Feuerwurst,Werz,"€ 1,11",,"pro Einheit = 1,11",je 100-g-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_057.jpg,"cat_fleisch_wurst,sub_wurst",immenstaad,BLS-W380400,ref_000282,obs_0000029609|obs_0000030584,obs_0000029609|obs_0000030584
Dicke Schweinerippe,Keine Marke,"€ 0,44",,"pro Einheit = 0,44","am Stück oder in Scheiben, Haltungsform 2, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_058.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000283,,
Kalbs-Tafelspitz,Keine Marke,"€ 1,99",,"pro Einheit = 1,99",je 100-g-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_059.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000284,obs_0000028922|obs_0000008818|obs_0000017489|obs_0000018409,obs_0000028922|obs_0000029785
Duroc Schweine-Braten,Keine Marke,"€ 1,77",,"pro Einheit = 1,77","aus dem Nacken, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_060.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_schwein,tag_whole_food",immenstaad,,ref_000285,obs_0000030581|obs_0000031225,
Bärlauchschinken,Keine Marke,"€ 1,49",,"pro Einheit = 1,49",je 100-g-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_062.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-W443000,ref_000286,,obs_0000006858|obs_0000007419
Berner-Würstchen,Keine Marke,"€ 1,49",,"pro Einheit = 1,49",je 100-g-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_063.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,BLS-W211400,ref_000287,obs_0000009369|obs_0000009557,obs_0000028076
Weideglück Donautaler Tilsiter,Keine Marke,"€ 0,79",,"pro Einheit = 0,79","Schnittkäse, 45% Fett i.Tr., je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_064.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",immenstaad,,ref_000288,obs_0000010629|obs_0000022627|obs_0000022944|obs_0000024640|obs_0000028259,
Ulmer Spatz,Keine Marke,"€ 2,19",,"pro Einheit = 2,19","Schnittkäse, mind. 45% Fett i.Tr., je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_065.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000289,obs_0000029896,obs_0000029896
Toggenburger Sonntagskäse,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","Schweizer Hartkäse, mind. 45% Fett i.Tr., je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_066.jpg,"cat_getraenke,sub_kaese",immenstaad,,ref_000290,obs_0000031119,obs_0000031119
Höll Spießbratenwürstchen,Keine Marke,"€ 1,29",,"pro Einheit = 1,29",je 100-g-,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_067.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad,,ref_000291,,
Hackfleisch gemischt,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","vom Rind und Schwein, je 100-g-",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/immenstaad_offer_061.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed",immenstaad,BLS-U020100,ref_000292,obs_0000006355|obs_0000006874|obs_0000007077|obs_0000009248|obs_0000028033|obs_0000029783|obs_0000029892|obs_0000030174|obs_0000030269|obs_0000030894|obs_0000030922|obs_0000030962|obs_0000031538|obs_0000031582|obs_0000033883|obs_0000034536|obs_0000005620|obs_0000005797|obs_0000008856|obs_0000009222|obs_0000009575|obs_0000009702|obs_0000011430|obs_0000012282|obs_0000014463|obs_0000016944|obs_0000017204|obs_0000018085|obs_0000020307|obs_0000021126|obs_0000022287|obs_0000025678|obs_0000026963|obs_0000027617|obs_0000027808|obs_0000029566|obs_0000030444|obs_0000030969|obs_0000030975|obs_0000000505|obs_0000001646|obs_0000009524|obs_0000010463|obs_0000012768|obs_0000014917|obs_0000017754|obs_0000018612|obs_0000019652|obs_0000028433|obs_0000000646,obs_0000000505|obs_0000033883|obs_0000001646|obs_0000034536|obs_0000005620|obs_0000005797|obs_0000006355|obs_0000006874|obs_0000007077|obs_0000008856|obs_0000009222|obs_0000009248|obs_0000009524|obs_0000009575|obs_0000009702|obs_0000010463|obs_0000011430|obs_0000012282|obs_0000014463|obs_0000016944|obs_0000017204|obs_0000017754|obs_0000018085|obs_0000018612|obs_0000019652|obs_0000020307|obs_0000021126|obs_0000022287|obs_0000025678|obs_0000028033|obs_0000028433|obs_0000029783|obs_0000029892|obs_0000030174|obs_0000030269|obs_0000030894|obs_0000030922|obs_0000030962|obs_0000031538|obs_0000031582
