Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Doppelpack Thunfisch,ALMARE,"€ 2,29",,"1 kg = 6,19","1 kg = 6,19",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_001.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,,ref_000001,obs_0000013452|obs_0000015656|obs_0000014147|obs_0000013927,,,x
Pikee-Polohemd,Up2Fashion,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_002.jpg,cat_non_food,,,ref_000002,,,,x
AKKU-GERÄTE UND ZUBEHÖR,Ferrex,"€ 19,99",,"pro Einheit = 19,99","pro Einheit = 19,99",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_003.jpg,"cat_non_food,diet_vegetarian",,,ref_000003,,,,
Laktosefrei Haltbare Vollmilch,Milsani,"€ 0,49",,"pro Einheit = 0,49","pro Einheit = 0,49",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_004.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,,ref_000004,obs_0000019041|obs_0000021616|obs_0000017035|obs_0000020674|obs_0000023288|obs_0000021774|obs_0000017187|obs_0000020797|obs_0000017308|obs_0000024991|obs_0000009242|obs_0000019892|obs_0000021493|obs_0000001050|obs_0000031903,,,
Bio-Räucherlachs,Keine Marke,"€ 2,69",,"pro Einheit = 3,99","pro Einheit = 3,99",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_005.jpg,"cat_fisch_meeresfruechte,diet_lactose_free,diet_vegan,diet_vegetarian,tag_proteinreich,tag_whole_food",,,ref_000005,obs_0000018865|obs_0000011507|obs_0000027905|obs_0000022586|obs_0000029293|obs_0000030538|obs_0000006165|obs_0000007817|obs_0000016608|obs_0000008702|obs_0000025231|obs_0000017750|obs_0000001935|obs_0000001994|obs_0000002571|obs_0000003427|obs_0000020251|obs_0000028795|obs_0000021070|obs_0000005956|obs_0000031816,obs_0000018865|obs_0000011507|obs_0000027905|obs_0000022586,,
Rhabarber,Rhabarber,"€ 2,19",,"pro Einheit = 3,19","pro Einheit = 3,19",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_006.jpg,"cat_non_food,tag_ultra_processed",,BLS-F081100,ref_000006,obs_0000029571,,,
Spargel weiß weiß-violett,Spargel weiß weiß-violett,"€ 4,29",,"pro Einheit = 5,49","pro Einheit = 5,49",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_007.jpg,"cat_getraenke,diet_vegetarian",,,ref_000007,obs_0000006414|obs_0000007314|obs_0000001516,,,
Radieschen,Radieschen,"€ 0,69",,"pro Einheit = 0,79","pro Einheit = 0,79",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_008.jpg,"cat_fleisch_wurst,tag_ultra_processed",,BLS-G691100,ref_000008,obs_0000029140|obs_0000014149|obs_0000030438|obs_0000013256,obs_0000029140|obs_0000014149|obs_0000030438,,
Spargelkartoffeln,Spargelkartoffeln,"€ 1,79",,"1 kg = 1,19","1 kg = 1,19",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_009.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,BLS-X610042,ref_000009,,,,
Zucchini lose,Zucchini lose,"€ 0,99",,"pro Einheit = 2,19","pro Einheit = 2,19",,Nein,Gültig bis 25.04,2026-04-20,2026-04-25,../images/aldi/aldi_offer_010.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,BLS-G582100,ref_000010,obs_0000018752|obs_0000021829|obs_0000016265|obs_0000007131,,,
