Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Weiße Champignons,Keine Marke,"€ 1,59",,"1 kg = 3,98","1 kg = 3,98","Kl. I, je 400-g-Schale",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_149.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_whole_food",bamberg,,,ref_000042,obs_0000030861|obs_0000031954|obs_0000014978|obs_0000027283|obs_0000028450|obs_0000031799|obs_0000008021|obs_0000014046|obs_0000027747|obs_0000026991|obs_0000001277,obs_0000030861|obs_0000031954,,
Speisekartoffeln,Keine Marke,"€ 1,59",,"1 kg = 0,53","1 kg = 0,53","Sorte und Kocheigenschaft: siehe Etikett, Qualität I, je 3-kg-Netz",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_150.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg,,BLS-X612152,ref_000043,obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000034088|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910|obs_0000022916|obs_0000003856|obs_0000024465|obs_0000005884|obs_0000006957|obs_0000011822|obs_0000029486|obs_0000025777|obs_0000028596|obs_0000004283|obs_0000019772|obs_0000028486|obs_0000032330|obs_0000012236|obs_0000008275|obs_0000010963|obs_0000015314|obs_0000014425|obs_0000004710|obs_0000000233|obs_0000015337|obs_0000010226|obs_0000014326|obs_0000018806|obs_0000005505|obs_0000011394|obs_0000015239|obs_0000026885|obs_0000005136|obs_0000013599|obs_0000027190,obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000034088|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910,,
Grüne Tafelbirnen,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_151.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000044,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994|obs_0000008712|obs_0000008373|obs_0000028627|obs_0000028513|obs_0000010484,obs_0000030854|obs_0000029711|obs_0000030480|obs_0000031151|obs_0000030137|obs_0000028994,,
Glasreiniger,ja!,"€ 0,95",,"pro Einheit = 0,95","pro Einheit = 0,95","Ocean, je 1-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_152.jpg,cat_drogerie,bamberg,,,ref_000045,obs_0000012058,obs_0000012058,,x
Toilettenpapier,ja!,"€ 4,95",,"pro Einheit = 4,95","pro Einheit = 4,95","4-lagig, weich & flauschig, je 10 x 200-Blatt-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_153.jpg,cat_drogerie,bamberg,,,ref_000046,obs_0000028373|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000005667|obs_0000029750|obs_0000015949|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827|obs_0000002720|obs_0000005291|obs_0000033456|obs_0000009406|obs_0000012006|obs_0000014068,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770,,x
Mozzarella Stange,ja!,"€ 2,59",,"1 kg = 6,48","1 kg = 6,48","mind. 45% Fett i.Tr., je 400-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_154.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000047,obs_0000018430|obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613,,,x
Kaffeepads Classic,Senseo,"€ 2,79",,"1 kg = 25,14","1 kg = 25,14",je 111-g-Btl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_155.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000048,obs_0000031316|obs_0000029367|obs_0000032647|obs_0000030719|obs_0000009253|obs_0000025668|obs_0000028751|obs_0000001628|obs_0000000609|obs_0000001643|obs_0000033393|obs_0000020596|obs_0000015018|obs_0000001776|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658|obs_0000009724,obs_0000031316|obs_0000029367|obs_0000032647|obs_0000030719,,
Crema d Oro,Dallmayr,"€ 13,99",,"pro Einheit = 13,99","pro Einheit = 13,99","ganze Bohnen, je 1000-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_156.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000049,obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483|obs_0000024489|obs_0000024061|obs_0000008359,obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483,,
Classic,Nescafé,"€ 6,49",,"1 kg = 32,45","1 kg = 32,45","löslicher Bohnenkaffee, je 200-g-Glas",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_157.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000050,obs_0000024877|obs_0000025668|obs_0000028751|obs_0000001628|obs_0000001643|obs_0000020596|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658|obs_0000014364|obs_0000015874|obs_0000034820|obs_0000024078|obs_0000020503|obs_0000015388|obs_0000034814|obs_0000008763|obs_0000020559|obs_0000031314|obs_0000031316|obs_0000016988|obs_0000000102|obs_0000031336|obs_0000024692|obs_0000030840|obs_0000018068|obs_0000011935|obs_0000012998|obs_0000017609|obs_0000021710|obs_0000016591|obs_0000028882|obs_0000008404|obs_0000025815|obs_0000035062|obs_0000027412|obs_0000027435|obs_0000014636|obs_0000007469|obs_0000022316|obs_0000014132|obs_0000021322|obs_0000002905|obs_0000028510|obs_0000022881|obs_0000021378,obs_0000028751|obs_0000001628|obs_0000001643|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000031658,,x
Butcher s Burger Buns,BÜRGER,"€ 1,39",,"1 kg = 5,56","1 kg = 5,56","vegan, je 250-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_171.jpg,"cat_grundnahrung,diet_gluten_free,diet_vegetarian",bamberg,,,ref_000051,obs_0000028691|obs_0000004752|obs_0000004325|obs_0000003324|obs_0000003898|obs_0000028571|obs_0000000981|obs_0000023609,,x,
Dinkelbrötchen,Rewe Beste Wahl,"€ 1,59",,"1 kg = 4,68","1 kg = 4,68",je 340-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_170.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,BLS-B561000,ref_000052,obs_0000034087|obs_0000008617|obs_0000030845|obs_0000032387|obs_0000031507,,,x
Haferkissen,Kölln,"€ 1,99",,"1 kg = 7,24","1 kg = 7,24","Zimt, je 275-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_169.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000053,,,x,
Crema Pads,Jacobs,"€ 2,79",,"1 kg = 23,64","1 kg = 23,64",je 118-g-Btl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_168.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000054,obs_0000029310|obs_0000032660|obs_0000030711|obs_0000031338|obs_0000008359,obs_0000029310|obs_0000032660|obs_0000030711,,
Ciabatta Brötchen,Rewe Beste Wahl,"€ 1,59",,"1 kg = 3,79","1 kg = 3,79",je 420-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_167.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000055,obs_0000002639|obs_0000016493|obs_0000017017|obs_0000005306|obs_0000019138|obs_0000027950,,,x
Sonnenblumenkern-Schnitten,Rewe Beste Wahl,"€ 1,49",,"1 kg = 2,98","1 kg = 2,98",je 500-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_166.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000056,obs_0000033920,,,x
Bionade,Bionade,"€ 8,99",,"1 l = 2,27","1 l = 2,27","versch. Sorten, je 12 x 0,33-l-Fl.-Kasten, zzgl. 2,46 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_207.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-F503100,ref_000057,obs_0000030930|obs_0000031004|obs_0000029983|obs_0000006024|obs_0000007679,obs_0000030930|obs_0000031004|obs_0000029983,x,
Blumenrad,Keine Marke,"€ 2,99",,"1 kg = 6,99","1 kg = 6,99",je 428-g-St.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_165.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000058,,,,
Steinofen Ciabatta,Ibis,"€ 1,29",,"1 kg = 4,30","1 kg = 4,30",je 300-g-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_163.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000059,obs_0000032409|obs_0000027950|obs_0000005306|obs_0000019138|obs_0000002639|obs_0000016493|obs_0000017017,,x,
Honig,Langnese,"€ 3,49",,"1 kg = 6,98","1 kg = 6,98","versch. Sorten, je 500-g-Glas",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_162.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000060,obs_0000032655|obs_0000005185|obs_0000017124,obs_0000032655|obs_0000005185,x,
Haferfleks,Kölln,"€ 1,99",,"1 kg = 5,31","1 kg = 5,31","Klassik, je 375-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_161.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000061,obs_0000010711,obs_0000010711,x,
Brazil Kaffeekapseln,Nescafé,"€ 2,49",,"1 kg = 56,59","1 kg = 56,59","Lungo, je 44-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_160.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000062,obs_0000030001|obs_0000004360|obs_0000003109|obs_0000009891|obs_0000015659|obs_0000004787|obs_0000008119|obs_0000013263|obs_0000009427|obs_0000001754|obs_0000001755|obs_0000003933|obs_0000011105|obs_0000001778|obs_0000001779,obs_0000030001,,x
Gourmet-Frühstück Fruchtaufstrich,Mövenpick,"€ 1,99",,"1 kg = 7,96","1 kg = 7,96","versch. Sorten, je 250-g-Glas",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_159.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000063,obs_0000009246|obs_0000031313|obs_0000009719|obs_0000014391|obs_0000030000|obs_0000005193|obs_0000011341|obs_0000008800|obs_0000013668|obs_0000016747|obs_0000013209,obs_0000009246|obs_0000031313|obs_0000030000|obs_0000009719,,
Caff Crema,Segafredo,"€ 13,99",,"pro Einheit = 13,99","pro Einheit = 13,99","Classico, ganze Bohnen, je 1000-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_158.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000064,obs_0000027651|obs_0000015884|obs_0000010292|obs_0000026207|obs_0000034907|obs_0000016732|obs_0000017267|obs_0000000043|obs_0000009265|obs_0000031315|obs_0000028793|obs_0000001681|obs_0000001682|obs_0000006818|obs_0000003788|obs_0000032162|obs_0000008143|obs_0000008231|obs_0000008359|obs_0000031173|obs_0000010210|obs_0000007175|obs_0000015446|obs_0000005738|obs_0000031925|obs_0000007355|obs_0000032498|obs_0000004856|obs_0000014103|obs_0000003392|obs_0000031042|obs_0000000331|obs_0000004429|obs_0000006992|obs_0000032645|obs_0000030087|obs_0000004002|obs_0000014857|obs_0000029331|obs_0000010962|obs_0000029037|obs_0000030709|obs_0000035113|obs_0000006642,obs_0000027651|obs_0000015884|obs_0000010292|obs_0000026207|obs_0000034907|obs_0000016732|obs_0000017267|obs_0000032162,,
Kornecken,Keine Marke,"€ 0,59",,"pro Einheit = 0,59","pro Einheit = 0,59",je 1-St.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_164.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000065,,,,
Flammkuchen Elsässer Art,Original Wagner,"€ 1,79",,"1 kg = 5,97","1 kg = 5,97","tiefgefroren, je 300-g-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_140.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,tag_ultra_processed",bamberg,,BLS-X934412,ref_000066,obs_0000021004|obs_0000020185|obs_0000033686|obs_0000025086|obs_0000025032|obs_0000011901|obs_0000013174|obs_0000031989|obs_0000032637|obs_0000030169|obs_0000027386|obs_0000023294|obs_0000003616|obs_0000024135|obs_0000018047|obs_0000023713|obs_0000022366|obs_0000024418|obs_0000023992,obs_0000021004|obs_0000020185|obs_0000031989|obs_0000032637|obs_0000033686|obs_0000025032|obs_0000030169|obs_0000025086,,
IceTea,Pfanner,"€ 1,29",,"1 l = 0,65","1 l = 0,65","versch. Sorten, je 2-l-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_208.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000067,obs_0000030299,obs_0000030299,x,
Touch oder Tee,Volvic,"€ 1,19",,"1 l = 0,79","1 l = 0,79","versch. Sorten, je 1,5-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_210.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000068,obs_0000029416|obs_0000030297|obs_0000005824|obs_0000006723|obs_0000031346|obs_0000034436|obs_0000015053|obs_0000024690|obs_0000016641|obs_0000008687|obs_0000025412|obs_0000001349|obs_0000018054|obs_0000034846|obs_0000026894|obs_0000018960|obs_0000019231|obs_0000028312|obs_0000020428|obs_0000020568|obs_0000021247|obs_0000021387|obs_0000021761|obs_0000022129|obs_0000014277|obs_0000022599|obs_0000023245|obs_0000023661,obs_0000034436|obs_0000029416|obs_0000030297|obs_0000031346|obs_0000015053,x,
Heißluftfritteuse NA220 00 ca 4 2 l,Philips,"€ 55,00",,"pro Einheit = 55,00","pro Einheit = 55,00",je 1-St.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_246.jpg,"cat_non_food,tag_ultra_processed",bamberg,,,ref_000069,obs_0000016517|obs_0000008842|obs_0000023536|obs_0000001565|obs_0000024128|obs_0000004164|obs_0000026718|obs_0000003182|obs_0000025870|obs_0000023705|obs_0000022702|obs_0000022718|obs_0000018130|obs_0000000770|obs_0000002370|obs_0000005018|obs_0000018919|obs_0000004591,,,
Schüssel mit Deckel,Vivess,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99","ca. 4 l 3.99 ca. 8 l 5.99, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_247.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000070,obs_0000031100|obs_0000012603|obs_0000027684,obs_0000031100,x,
Emaille Kochgeschirr,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99","Becher 2.99 Stieltopf Ø ca. 16 cm 5.99 Milchtopf Ø ca. 12 cm 5.99 Fleischtopf Ø ca. 16 cm, 20 cm oder 24 cm ab 7.99 Auflaufform ab ca. 30 cm ab 9.99, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_248.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000071,,,,
Glas-Wasserkocher,Vivess,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99","ca. 1,7 l 360° Sockel Wasserstandsanzeige autom. Abschaltung ca. 1850-2200 W, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_249.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000072,obs_0000026245|obs_0000027448|obs_0000033852|obs_0000029067|obs_0000011202|obs_0000018438|obs_0000018696|obs_0000020100|obs_0000022403|obs_0000033542|obs_0000001934|obs_0000023568|obs_0000017568|obs_0000024753|obs_0000020919|obs_0000035121|obs_0000022100|obs_0000023130|obs_0000018299|obs_0000000766,,x,
Kesper Schneide- und Abdeckplatte,Keine Marke,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99","ca. 56 x 50 x 3,1 cm mit Saftrille und 4 Füßen aus FSC-zertifiziertem Bambus, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_250.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_whole_food",bamberg,,,ref_000073,obs_0000028979,obs_0000028979,,
Stoneline Profi Edelstahl Pfanne,Keine Marke,"€ 12,99",,"pro Einheit = 12,99","pro Einheit = 12,99","Ø ca. 20 cm 12.99 Ø ca. 24 cm 14.99 Ø ca. 28 cm 19.99 ideal zum scharfen Anbraten von Fleisch oder Gemüse Backofengeeignet bis ca. 220°C, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_251.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000074,obs_0000022712|obs_0000022713,,,
Wäschetrockner King,Vileda,"€ 24,99",,"pro Einheit = 24,99","pro Einheit = 24,99",je 1-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_252.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000075,obs_0000029385,obs_0000029385,x,
Excellence,Somat,"€ 7,99",,"pro Einheit = 0,16","pro Einheit = 0,16","4 in 1, je 49-Cap-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_253.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000076,obs_0000031353|obs_0000029049,obs_0000031353|obs_0000029049,x,
Allzweckreiniger,Sagrotan,"€ 2,79",,"1 l = 1,86","1 l = 1,86","je 1,5-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_254.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000077,obs_0000015111|obs_0000015511|obs_0000032923|obs_0000012460|obs_0000027822|obs_0000033204|obs_0000016580|obs_0000033486|obs_0000016106|obs_0000028653|obs_0000028536,,x,
Toilettenpapier,Zewa,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99","Ultra Soft, 4-lagig, je 8 x 150-Blatt-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_255.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free",bamberg,,,ref_000078,obs_0000029750|obs_0000029885|obs_0000005861|obs_0000005480|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000029886|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000031352|obs_0000032143,obs_0000029750|obs_0000026693|obs_0000028891|obs_0000033004,x,
