Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
High Protein Pudding Milchreis,Dr Oetker,"€ 1,99",,"1 kg = 4,98","verschiedene Sorten oder Porridge, 400 g Becher, (1 kg = 4,98 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/dr-oetker-high-protein-pudding-milchreis.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_reis,sub_sahne_creme,tag_high_protein,tag_proteinreich,tag_ultra_processed",,,ref_000031,obs_0000002507|obs_0000021162|obs_0000025263|obs_0000003363|obs_0000020343|obs_0000001633|obs_0000011946|obs_0000014285|obs_0000035103|obs_0000008628|obs_0000023009|obs_0000019929|obs_0000003645|obs_0000001774|obs_0000026368|obs_0000018363|obs_0000022482|obs_0000016341|obs_0000013245|obs_0000011464|obs_0000007542|obs_0000006099|obs_0000008308|obs_0000026981|obs_0000009165|obs_0000023642|obs_0000023739|obs_0000024162|obs_0000022574|obs_0000024687|obs_0000034967|obs_0000031129|obs_0000031441|obs_0000033796|obs_0000005163|obs_0000032343|obs_0000012304|obs_0000004243|obs_0000010509|obs_0000024897|obs_0000002532|obs_0000004670|obs_0000021102|obs_0000017159|obs_0000025419|obs_0000015378|obs_0000025832|obs_0000003371|obs_0000001428|obs_0000034305,obs_0000007542|obs_0000006099
Cremefine,Rama,"€ 0,99",,"pro Einheit = 0,99",verschiedene Sorten und Fettstufen Je nach Verfügbarkeit des Marktes. Ausgenommen Cremefine schon geschlagen.,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/rama-cremefine.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,tag_ultra_processed",,BLS-F607100,ref_000032,obs_0000025616|obs_0000008854|obs_0000016932|obs_0000023003|obs_0000017373|obs_0000028895|obs_0000010343|obs_0000018172|obs_0000022342|obs_0000005541|obs_0000013567|obs_0000029529|obs_0000032613|obs_0000029447|obs_0000032544|obs_0000007774|obs_0000031979|obs_0000031980,obs_0000025616|obs_0000008854|obs_0000024476|obs_0000016932|obs_0000005541|obs_0000023003|obs_0000017373|obs_0000028895|obs_0000010343|obs_0000025837|obs_0000024055|obs_0000034173
Feinjoghurt oder Pudding,Mövenpick,"€ 0,69",,"1 kg = 4,60","verschiedene Sorten und Fettstufen, 150 g Becher, (1 kg = 4,60 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/m-venpick-feinjoghurt-oder-pudding.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000033,obs_0000017159|obs_0000001428|obs_0000034305|obs_0000016218|obs_0000017931|obs_0000026409|obs_0000010509|obs_0000012304|obs_0000013838|obs_0000015378,
Cr me fra che,Dr Oetker,"€ 0,88",,"pro Einheit = 0,88",verschiedene Sorten oder Creme Vega,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/dr-oetker-cr-me-fra-che.jpg,"cat_molkerei_kaese,sub_tk_pizza,tag_ultra_processed",,,ref_000034,obs_0000034695|obs_0000001813|obs_0000009151|obs_0000023029|obs_0000021547|obs_0000020728|obs_0000016170|obs_0000011881|obs_0000013569|obs_0000015796|obs_0000007332|obs_0000032481,obs_0000001813|obs_0000034695|obs_0000009151|obs_0000023029
Obstgarten,Ehrmann,"€ 0,39",,"pro Einheit = 0,39",verschiedene Sorten,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/ehrmann-obstgarten.jpg,"cat_molkerei_kaese,diet_vegetarian",,,ref_000035,obs_0000012312|obs_0000014944|obs_0000010365|obs_0000010623|obs_0000001184|obs_0000026619,obs_0000012312|obs_0000014944|obs_0000010365|obs_0000010623
Genussmomente Burrata,EDEKA,"€ 1,49",,"pro Einheit = 1,49",verschiedene Sorten und Fettstufen,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/edeka-genussmomente-burrata.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte",,,ref_000036,obs_0000007338|obs_0000023180|obs_0000000144|obs_0000000530|obs_0000011029|obs_0000000420|obs_0000004135|obs_0000015803|obs_0000008005|obs_0000004562|obs_0000003048|obs_0000004989|obs_0000006621,obs_0000007338
Genussmomente Tiramisu,EDEKA,"€ 3,33",,"1 kg = 6,66","500 g Packung, (1 kg = 6,66 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/edeka-genussmomente-tiramisu.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000037,obs_0000007337|obs_0000006620|obs_0000011497,obs_0000007337|obs_0000006620
Löffelglück Grütze Pudding oder Milchreis,Dr Oetker,"€ 1,99",,"pro Einheit = 1,99",verschiedene Sorten Je nach Verfügbarkeit des Marktes.,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/dr-oetker-l-ffelgl-ck-gr-tze-pudding-oder-milchreis.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_reis,sub_sahne_creme,tag_ultra_processed",,,ref_000038,obs_0000007548|obs_0000012793|obs_0000013766|obs_0000012304|obs_0000004243|obs_0000010509|obs_0000024897|obs_0000002532|obs_0000004670|obs_0000021102|obs_0000017159|obs_0000025419|obs_0000015378|obs_0000025832|obs_0000003371|obs_0000001428|obs_0000034305|obs_0000017931|obs_0000013838|obs_0000034374|obs_0000003816|obs_0000026409|obs_0000020283|obs_0000016218,obs_0000007548
Grana Padano,EDEKA Herzstücke,"€ 3,99",,"1 kg = 19,95","italienischer Hartkäse, mindestens 16 Monate gereift, 32 % Fett i. Tr., 200 g Packung, (1 kg = 19,95 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/edeka-herzst-cke-grana-padano.jpg,"cat_molkerei_kaese,diet_vegetarian",,,ref_000039,obs_0000008584|obs_0000028820|obs_0000022437|obs_0000010424|obs_0000018289|obs_0000019702|obs_0000023167|obs_0000013230|obs_0000017211|obs_0000015809|obs_0000029895|obs_0000007753|obs_0000022624|obs_0000024568|obs_0000016509|obs_0000011032|obs_0000030522|obs_0000011475|obs_0000005911|obs_0000006456,obs_0000008584|obs_0000028820|obs_0000022437|obs_0000010424|obs_0000018289|obs_0000019702|obs_0000023167
Genussmomente Trüffelbutter,EDEKA,"€ 3,33",,"1 kg = 33,30","mit 4% Sommertrüffeln Nur solange der Vorrat reicht., 100 g Glas, (1 kg = 33,30 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/edeka-genussmomente-tr-ffelbutter.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,,ref_000040,obs_0000007341,obs_0000007341
Bären Marke Kaffee-Milch,Keine Marke,"€ 0,88",,"1 kg = 5,18","Genussvolle oder Leichte, 4/8 % Fett, 170 g Flasche, (1 kg = 5,18 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/b-ren-marke-kaffee-milch.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000041,obs_0000006446|obs_0000013262|obs_0000003614|obs_0000012856|obs_0000026178|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000000796|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,obs_0000029027|obs_0000013262
Alpenhain unser Back-Camembert -Gouda Taler oder -Mozzarella Sticks,Keine Marke,"€ 1,99",,"1 kg = 9,95","mit Dip, 200 g Packung, (1 kg = 9,95 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/alpenhain-unser-back-camembert-gouda-taler-oder-mozzarella-sticks.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000042,obs_0000005534|obs_0000006102|obs_0000006615|obs_0000022280|obs_0000008978|obs_0000026263|obs_0000015387|obs_0000018079|obs_0000003626|obs_0000022610|obs_0000023292,obs_0000005534|obs_0000006102|obs_0000006615
Zott Monte,Keine Marke,"€ 1,49",,"1 kg = 3,73","verschiedene Sorten, 400 g Packung/Becher, (1 kg = 3,73 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/zott-monte.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_sahne_creme,tag_ultra_processed,tag_whole_food",,,ref_000043,obs_0000005342|obs_0000006625|obs_0000005913|obs_0000030525|obs_0000012680|obs_0000011038|obs_0000029855|obs_0000001955|obs_0000009385|obs_0000019311|obs_0000009846|obs_0000030592,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000005342|obs_0000006625|obs_0000019311|obs_0000009846
Emmi Caff Latte,Keine Marke,"€ 1,29",,"1 l = 5,61","verschiedene Sorten oder Matcha Latte, 230 ml Becher, (1 l = 5,61 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/emmi-caff-latte.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000044,obs_0000031422|obs_0000012311|obs_0000014943|obs_0000034937|obs_0000013547|obs_0000031138|obs_0000026673|obs_0000021561|obs_0000025671|obs_0000030807|obs_0000020742|obs_0000027478|obs_0000014212,obs_0000012311|obs_0000014943|obs_0000031422|obs_0000013547
Beemster Royaal,Keine Marke,"€ 1,79",,"1 kg = 17,90","holländischer Schnittkäse, 48 % Fett i. Tr., ca. 6 Monate gereift, edel und aromatisch, auch als SB Stück erhältlich, 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/beemster-royaal.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000045,,
Switzerland Appenzeller,Keine Marke,"€ 1,99",,"1 kg = 19,90","schweizer Hartkäse mit Rohmilch, 48 % Fett i. Tr., mild würzig, auch als SB-Stück erhältlich, 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/switzerland-appenzeller.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",,,ref_000046,obs_0000005158|obs_0000007161|obs_0000007557|obs_0000006458|obs_0000005723|obs_0000034288,obs_0000005158|obs_0000007161
Goldsteig Almdammer,Keine Marke,"€ 0,99",,"1 kg = 9,90","deutscher Schnittkäse, 45 % Fett i. Tr., mild bis aromatisch, gut geeignet zur Brotzeit und als Käsewürfel, 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/goldsteig-almdammer.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",,,ref_000047,obs_0000007349,obs_0000007349
Langenegger Blüten- oder Pfefferkäse,Keine Marke,"€ 1,99",,"1 kg = 19,90","österreichischer Schnittkäse mit Heumilch, 50 % Fett i. Tr., aromatisch, auch als SB Stück erhältlich Nur solange der Vorrat reicht., 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/langenegger-bl-ten-oder-pfefferk-se.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000048,,
Switzerland T te de Moine AOP,Keine Marke,"€ 2,99",,"1 kg = 29,90","schweizer Schnittkäse mit Rohmilch, 51 % Fett i. Tr., 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/switzerland-t-te-de-moine-aop.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000049,obs_0000007553|obs_0000006804|obs_0000015808|obs_0000003843|obs_0000017302|obs_0000002207|obs_0000004270|obs_0000019261|obs_0000004697|obs_0000016731|obs_0000000226|obs_0000003688|obs_0000002673|obs_0000017266|obs_0000016893,obs_0000007553|obs_0000006804
Emmentaler AOP - Das Original,Keine Marke,"€ 1,99",,"1 kg = 19,90","schweizer Hartkäse mit Rohmilch, 45 % Fett i. Tr., mindestens 4 Monate gereift, nussig-würzig, auch als SB Stück erhältlich, 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/emmentaler-aop-das-original.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000050,obs_0000006293|obs_0000006977|obs_0000007350|obs_0000005548|obs_0000010427|obs_0000016821|obs_0000013045|obs_0000011027|obs_0000009346|obs_0000017856|obs_0000018479|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000002340|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000009063|obs_0000021430|obs_0000025531|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000031831|obs_0000025705|obs_0000009334|obs_0000031880|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000003417|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022007,obs_0000006293|obs_0000006977|obs_0000007350|obs_0000005548
Saint Albray Saint Agur oder Chaumes,Keine Marke,"€ 1,79",,"1 kg = 17,90","französischer Weich- oder Edelpilzkäse, verschiedene Fettstufen, 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/saint-albray-saint-agur-oder-chaumes.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",,,ref_000051,obs_0000007556|obs_0000030146|obs_0000032064|obs_0000032372|obs_0000030801|obs_0000029458|obs_0000034801|obs_0000033917,obs_0000007556
Jermi Käsetorte,Keine Marke,"€ 2,29",,"1 kg = 22,90","verschiedene Sorten, deutsche Schmelzkäsezubereitung, 55/60 % Fett i. Tr., 100 g",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/jermi-k-setorte.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed,tag_whole_food",,BLS-D380200,ref_000052,,
Nesquik,Nestl,"€ 2,49",,"pro Einheit = 2,49",kakaohaltiges Getränkepulver oder Milk-Mix verschiedene Sorten,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/nestl-nesquik.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000053,obs_0000035004|obs_0000008197|obs_0000028844|obs_0000014270|obs_0000019985|obs_0000020584|obs_0000020620|obs_0000006383|obs_0000021781|obs_0000022332|obs_0000022896|obs_0000021403|obs_0000021439|obs_0000007174|obs_0000032226,obs_0000007174|obs_0000035004|obs_0000032226
Kaffee,Melitta,"€ 5,99",,"1 kg = 12,98","verschiedene Sorten, 500 g Packung, (1 kg = 12,98 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/melitta-kaffee.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,BLS-N410100,ref_000054,obs_0000012375|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000012856|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000031774|obs_0000008737|obs_0000012378|obs_0000018585|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000005168|obs_0000001674|obs_0000011952|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000026632|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000029713|obs_0000021523|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344|obs_0000002651|obs_0000010346,obs_0000007172|obs_0000005168|obs_0000012856|obs_0000012375|obs_0000011954|obs_0000007356|obs_0000005362|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517
Caff Crema oder Espresso,Lavazza,"€ 12,99",,"1 kg = 13,99","ganze Bohnen, verschiedene Sorten Ausgenommen Qualita Rossa, Espresso Barista und Tierra Organic., 1000 g Packung, (1 kg = 13,99 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/lavazza-caff-crema-oder-espresso.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",,,ref_000055,obs_0000031173|obs_0000030087|obs_0000005738|obs_0000006992|obs_0000007175|obs_0000007355|obs_0000032645|obs_0000016732|obs_0000017267|obs_0000035113|obs_0000010962|obs_0000029037|obs_0000014857|obs_0000026207|obs_0000010292|obs_0000034907|obs_0000027651|obs_0000015884|obs_0000006642|obs_0000008359,obs_0000030087|obs_0000005738|obs_0000031173|obs_0000006992|obs_0000007355|obs_0000032645
Fix Food Travel,Maggi,"€ 0,49",,"pro Einheit = 0,49",verschiedene Sorten oder Herzens Küche Würzpaste Spaghetti Bolognese,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/maggi-fix-food-travel.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000056,obs_0000006993|obs_0000021014|obs_0000020195|obs_0000026433|obs_0000025048|obs_0000018941|obs_0000010238|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000010701,obs_0000006993
Schlemmersauce,Knorr,"€ 0,99",,"1 l = 3,96","verschiedene Sorten, 250 ml Flasche, (1 l = 3,96 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/knorr-schlemmersauce.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000057,obs_0000031288|obs_0000007951|obs_0000032486,obs_0000007951|obs_0000031288|obs_0000032486
Thomy Les Sauces,Keine Marke,"€ 0,79",,"1 l = 3,96","verschiedene Sorten, 250 ml Packung, (1 l = 3,96 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/thomy-les-sauces.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000058,obs_0000006820|obs_0000005925|obs_0000031332|obs_0000032004|obs_0000032678|obs_0000030715|obs_0000010516|obs_0000008664|obs_0000018928,obs_0000006820|obs_0000005925|obs_0000010516|obs_0000008664
Hela Gewürz Ketchup,Keine Marke,"€ 1,99",,"1 l = 2,49","verschiedene Sorten, 800 ml Flasche, (1 l = 2,49 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/hela-gew-rz-ketchup.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000059,obs_0000026532|obs_0000002118,
Pasta Rey 1851 italienische Pasta,Keine Marke,"€ 0,77",,"1 kg = 1,98","verschiedene Ausformungen, 500 g Packung, (1 kg = 1,98 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/pasta-rey-1851-italienische-pasta.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,sub_tk_gemuese",,,ref_000060,obs_0000005364|obs_0000006302|obs_0000020003|obs_0000035104|obs_0000028733|obs_0000022097|obs_0000002663|obs_0000034419|obs_0000017082|obs_0000021187|obs_0000034026|obs_0000026899|obs_0000018196|obs_0000016662|obs_0000018708|obs_0000028496|obs_0000011092|obs_0000014165|obs_0000019293|obs_0000019845|obs_0000020368|obs_0000025518|obs_0000028607|obs_0000018893|obs_0000017359|obs_0000016866,obs_0000005364
Rapso 100 reines Rapsöl,Keine Marke,"€ 3,49",,"1 l = 4,65","0,75 Liter Flasche, (1 l = 4,65 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/rapso-100-reines-raps-l.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000061,obs_0000007180|obs_0000006126|obs_0000014022|obs_0000025803|obs_0000031309|obs_0000018648|obs_0000028032|obs_0000012837|obs_0000015413|obs_0000027868|obs_0000028391|obs_0000019704,obs_0000007180|obs_0000006126
Delikatess Sauce,Maggi,"€ 0,79",,"pro Einheit = 0,79","verschiedene Sorten, 2er",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/maggi-delikatess-sauce.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000062,obs_0000031675|obs_0000007185|obs_0000007367|obs_0000032000|obs_0000005558|obs_0000013386|obs_0000034889|obs_0000011915|obs_0000010474|obs_0000008982,obs_0000017954|obs_0000031874|obs_0000022221|obs_0000032000|obs_0000031675
Kühne Schlemmer Töpfchen,Keine Marke,"€ 2,39",,"1 kg = 7,97","verschiedene Sorten, 530 g Glas (Abtropfgewicht 300 g), (1 kg = 7,97 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/k-hne-schlemmer-t-pfchen.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",,,ref_000063,obs_0000006129|obs_0000005752,obs_0000007953|obs_0000006129|obs_0000005752
Bonne Maman Konfitüre,Keine Marke,"€ 2,29",,"pro Einheit = 2,29",verschiedene Sorten oder Quitten-Gelee,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/bonne-maman-konfit-re.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000064,obs_0000006313|obs_0000005567|obs_0000030695|obs_0000030710|obs_0000000136|obs_0000008202|obs_0000013749|obs_0000026193|obs_0000014805|obs_0000016124,obs_0000000136|obs_0000008202|obs_0000006313|obs_0000013749|obs_0000005567|obs_0000016124|obs_0000030695
Original Pudding,Dr Oetker,"€ 0,69",,"pro Einheit = 0,69",verschiedene Sorten,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/dr-oetker-original-pudding.jpg,"cat_grundnahrung,sub_milchprodukte,sub_sahne_creme,sub_tk_pizza,tag_high_protein,tag_ultra_processed",,,ref_000065,obs_0000025114|obs_0000012304|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000010509|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000017159|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000015378|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000005380|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000001428|obs_0000026035|obs_0000034305|obs_0000017931|obs_0000013838|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000007967|obs_0000016167,obs_0000005380|obs_0000007967
Paradies Creme,Dr Oetker,"€ 0,69",,"pro Einheit = 0,69",verschiedene Sorten,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/dr-oetker-paradies-creme.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000066,obs_0000026747|obs_0000033360|obs_0000013141|obs_0000005755,obs_0000012645|obs_0000008723|obs_0000015015|obs_0000002821|obs_0000005755|obs_0000016101
veganer Schinken Spicker Hauchgenuss Mühlen Salami,Rügenwalder Mühle,"€ 1,11",,"pro Einheit = 1,11",verschiedene Sorten oder Abenteuer Mortadella,Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/r-genwalder-m-hle-veganer-schinken-spicker-hauchgenuss-m-hlen-salami.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000067,obs_0000005204|obs_0000005942|obs_0000031443|obs_0000008615|obs_0000015358|obs_0000030799|obs_0000031425|obs_0000029445|obs_0000032536|obs_0000032095,obs_0000005204|obs_0000005942
Starbucks by Nespresso Kaffeekapseln,Keine Marke,"€ 3,69",,"pro Einheit = 69,62","verschiedene Sorten, 10er Für die Verwendung in Nespresso?* Kaffeemaschinen geeignet. *Markenzeichen eines Dritt-Unternehmens., 53-57 g Packung, (1 kg = 64,74-69,62 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/starbucks-by-nespresso-kaffeekapseln.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000068,obs_0000005922|obs_0000006640|obs_0000004360|obs_0000009891|obs_0000003109|obs_0000015659|obs_0000004787|obs_0000008119|obs_0000013263|obs_0000009427|obs_0000001754|obs_0000001755|obs_0000003933|obs_0000011105|obs_0000001778|obs_0000001779,obs_0000005922|obs_0000006640
Lacroix Fond,Keine Marke,"€ 1,79",,"1 l = 4,48","verschiedene Sorten, 400 ml Glas, (1 l = 4,48 €)",Nein,Gültig vom 30.03.2026 bis zum 04.04.2026.,2026-03-30,2026-04-04,../images/edeka/lacroix-fond.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000069,obs_0000006824|obs_0000007969|obs_0000031330|obs_0000013636|obs_0000002959|obs_0000016626|obs_0000016761|obs_0000019387|obs_0000017023,obs_0000006824
