Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Backofen Pommes Frites,tegut,"€ 1,79",,"1 kg = 2,39","1 kg = 2,39",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_024.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000024,obs_0000034081|obs_0000003690|obs_0000000182|obs_0000027369|obs_0000026377|obs_0000000823|obs_0000009805|obs_0000009335|obs_0000018274|obs_0000003556|obs_0000020548|obs_0000021782|obs_0000021367,obs_0000034081,,
Schweinegeschnetzeltes,LandPrimus,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_025.jpg,"cat_fleisch_wurst,sub_schwein,tag_high_protein",,BLS-Y144512,ref_000025,obs_0000033946|obs_0000027179|obs_0000034756|obs_0000034543|obs_0000030798|obs_0000008419,obs_0000033946|obs_0000027179|obs_0000034756|obs_0000034543,,
Almighurt,Ehrmann,"€ 1,11",,"pro Einheit = 2,39","pro Einheit = 2,39",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_026.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,,ref_000026,obs_0000003093|obs_0000013502|obs_0000031451|obs_0000004902|obs_0000001348|obs_0000000360|obs_0000028525|obs_0000022905|obs_0000004475|obs_0000014217|obs_0000012194|obs_0000033699|obs_0000015270|obs_0000004048|obs_0000028641|obs_0000000497|obs_0000000513|obs_0000027740|obs_0000033915|obs_0000034514|obs_0000007335|obs_0000005336|obs_0000005901|obs_0000032555|obs_0000032081|obs_0000030116,obs_0000003093|obs_0000007335|obs_0000013502|obs_0000005336|obs_0000031451|obs_0000005901|obs_0000004902|obs_0000032555|obs_0000001348|obs_0000032081|obs_0000000360|obs_0000028525|obs_0000022905|obs_0000004475|obs_0000014217|obs_0000012194|obs_0000033699|obs_0000030116|obs_0000015270|obs_0000004048|obs_0000028641|obs_0000000497,,
Salami-Teller,Wiltmann,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_027.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000027,obs_0000033878|obs_0000034974|obs_0000011010|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000012554|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000033878,,
Fun alkoholfrei,Jever,"€ 11,99",,"pro Einheit = 17,49","pro Einheit = 17,49",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_028.jpg,cat_getraenke,,BLS-N014000,ref_000028,obs_0000028370|obs_0000026579|obs_0000015940|obs_0000015085|obs_0000011769|obs_0000011150|obs_0000034225,obs_0000028370|obs_0000026579,,
Schnittkäse,Leerdammer,"€ 1,69",,"pro Einheit = 2,89","pro Einheit = 2,89",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_029.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000029,obs_0000010264|obs_0000021017|obs_0000028709|obs_0000014122|obs_0000028586|obs_0000025651|obs_0000013876|obs_0000008758|obs_0000008137|obs_0000020198|obs_0000008439|obs_0000028921|obs_0000008191|obs_0000011781|obs_0000012809|obs_0000010636|obs_0000012331|obs_0000013885|obs_0000015813|obs_0000015689|obs_0000000718|obs_0000014031|obs_0000011474|obs_0000025815|obs_0000011357|obs_0000014959|obs_0000034813|obs_0000010254|obs_0000015385|obs_0000013478|obs_0000033772|obs_0000013972,obs_0000010264|obs_0000021017|obs_0000028709|obs_0000014122|obs_0000028586|obs_0000025651|obs_0000013876|obs_0000008758|obs_0000008137|obs_0000020198|obs_0000008439|obs_0000028921|obs_0000008191,,
Bio-Kiwis,tegut,"€ 1,00",,"pro Einheit = 1,00","pro Einheit = 1,00",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_030.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000030,obs_0000033933|obs_0000033704|obs_0000034304|obs_0000034532|obs_0000011815|obs_0000012261|obs_0000030957|obs_0000031135|obs_0000005317,obs_0000033933,,
Pfannengericht,Frosta,"€ 2,79",,"pro Einheit = 4,79","pro Einheit = 4,79",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_031.jpg,"cat_tiefkuehl,sub_nudeln,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000031,obs_0000030161|obs_0000005389|obs_0000007388,obs_0000030161,,
Mini Gurken,Mini Gurken,"€ 0,49",,"pro Einheit = 0,49","pro Einheit = 0,49",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,BLS-G520100,ref_000032,obs_0000034112|obs_0000034736|obs_0000005701|obs_0000005710|obs_0000028423|obs_0000005122|obs_0000012328|obs_0000026810|obs_0000006379|obs_0000006420|obs_0000010932|obs_0000017251|obs_0000017530|obs_0000028052|obs_0000026024|obs_0000018128|obs_0000016216|obs_0000005323,obs_0000034913|obs_0000031588|obs_0000027526|obs_0000034112|obs_0000005701|obs_0000005710|obs_0000028423|obs_0000034736,,
Kapkörbchen Osteospermum,Kapkörbchen Osteospermum,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_033.jpg,"cat_fleisch_wurst,tag_ultra_processed",,,ref_000033,,,,
Bio-Paprika rot,demeter oder Naturland,"€ 2,99",,"1 kg = 7,48","1 kg = 7,48",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_034.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000034,obs_0000033709|obs_0000000499|obs_0000026240|obs_0000026665|obs_0000034909|obs_0000002309|obs_0000027930|obs_0000003697|obs_0000008120|obs_0000033925|obs_0000009496|obs_0000034308|obs_0000009958|obs_0000010558|obs_0000013415|obs_0000031630,obs_0000033709,,
Cherrystrauchtomaten,Cherrystrauchtomaten,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000035,obs_0000024533|obs_0000025197|obs_0000019545|obs_0000018714|obs_0000019963|obs_0000034526,obs_0000025197|obs_0000024533|obs_0000019545|obs_0000018714|obs_0000019963|obs_0000034526,,
Bio-Rucola,Demetr,"€ 1,99",,"1 kg = 24,88","1 kg = 24,88",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_036.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,BLS-G130100,ref_000036,obs_0000033923|obs_0000028749|obs_0000029203|obs_0000029500|obs_0000001300|obs_0000001874|obs_0000034818|obs_0000030142|obs_0000031672|obs_0000005712|obs_0000005708|obs_0000005890|obs_0000005895,obs_0000033923|obs_0000028749|obs_0000029203|obs_0000029500,,
Bio-Kartoffeln,tegut,"€ 1,99",,"1 kg = 1,33","1 kg = 1,33",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_037.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,,ref_000037,obs_0000034698|obs_0000033913,obs_0000034698,,
Zucchini,Zucchini,"€ 1,49",,"1 kg = 2,98","1 kg = 2,98",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_038.jpg,"cat_fleisch_wurst,diet_vegetarian,tag_ultra_processed",,BLS-G582100,ref_000038,obs_0000021829|obs_0000016265|obs_0000007131|obs_0000018752|obs_0000031457|obs_0000013900|obs_0000005522,obs_0000021829|obs_0000016265|obs_0000007131|obs_0000018752,,
Erdbeer-Pflanze,Erdbeer-Pflanze,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_039.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000039,,,,
Deutsche Erdbeeren,Deutsche Erdbeeren,"€ 3,99",,"1 kg = 9,98","1 kg = 9,98",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000040,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512,,,
Götterfrucht Orangen,Götterfrucht Orangen,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000041,obs_0000034315|obs_0000033934|obs_0000024463|obs_0000028048|obs_0000008977|obs_0000021906|obs_0000031118|obs_0000028056|obs_0000014361|obs_0000029592|obs_0000024992|obs_0000025768|obs_0000019119|obs_0000008755|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000009787|obs_0000032059|obs_0000032323|obs_0000016457|obs_0000029131|obs_0000027858|obs_0000027355|obs_0000029277|obs_0000009316|obs_0000030565|obs_0000030827|obs_0000017005|obs_0000031473|obs_0000029823,obs_0000034315|obs_0000033934,,
Bio-Heidelbeeren,Bio-Heidelbeeren,"€ 2,99",,"1 kg = 23,92","1 kg = 23,92",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_042.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000042,obs_0000034319|obs_0000030138|obs_0000030472|obs_0000022353|obs_0000030919|obs_0000005692|obs_0000006958|obs_0000000051|obs_0000016699|obs_0000000695|obs_0000025384|obs_0000000880|obs_0000033682|obs_0000033918|obs_0000025769|obs_0000034122|obs_0000001513|obs_0000026376|obs_0000026698|obs_0000034918|obs_0000019143|obs_0000002819|obs_0000027502|obs_0000003000|obs_0000003088|obs_0000027788|obs_0000028260|obs_0000029138|obs_0000030262|obs_0000030560|obs_0000031149|obs_0000007729|obs_0000032326|obs_0000032523,obs_0000034319|obs_0000030138|obs_0000030472|obs_0000022353|obs_0000030919,,
Bio-Pausenäpfel,Bio-Pausenäpfel,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",,Nein,Gültig bis 18.04,2026-04-13,2026-04-18,../images/tegut/tegut_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,BLS-F110100,ref_000043,obs_0000034120|obs_0000034739|obs_0000034921,obs_0000034120|obs_0000034739|obs_0000034921,,
