Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Power Reiniger,Bref,"€ 1,99",,"1 l = 2,65","1 l = 2,65",je 750-ml-Fl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_239.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000130,obs_0000013540|obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000028357|obs_0000010953|obs_0000023750|obs_0000012011|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,,x,
Kraft-Aktiv,WC Frisch,"€ 1,39",,"1 kg = 27,80","1 kg = 27,80","Lemon, je 50-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_238.jpg,"cat_drogerie,diet_lactose_free,diet_vegetarian",bamberg,,,ref_000131,obs_0000007928|obs_0000006056|obs_0000024718|obs_0000017598|obs_0000023308|obs_0000026031|obs_0000004613|obs_0000010769|obs_0000032802|obs_0000015959|obs_0000004186|obs_0000008795|obs_0000033437|obs_0000015106|obs_0000000812|obs_0000011605|obs_0000005040|obs_0000000452|obs_0000015308|obs_0000014287,obs_0000004613|obs_0000010769|obs_0000032802|obs_0000015959|obs_0000004186|obs_0000008795|obs_0000015106|obs_0000000812|obs_0000011605|obs_0000005040|obs_0000000452|obs_0000015308|obs_0000014287,x,
Geschirrspülmittel,Pril,"€ 1,39",,"1 l = 2,06","1 l = 2,06","Original, je 675-ml-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_237.jpg,cat_drogerie,bamberg,,,ref_000132,obs_0000015118|obs_0000008401|obs_0000011604|obs_0000015958|obs_0000031355|obs_0000034453|obs_0000011161|obs_0000010271|obs_0000013986|obs_0000028221|obs_0000034995|obs_0000013654|obs_0000008305|obs_0000013052|obs_0000020019|obs_0000016850|obs_0000032274|obs_0000006050|obs_0000005293|obs_0000029778|obs_0000005857|obs_0000006247|obs_0000006763|obs_0000030063|obs_0000032757|obs_0000007927|obs_0000024713|obs_0000025820|obs_0000013224,obs_0000015118|obs_0000032274|obs_0000034453|obs_0000011161|obs_0000010271|obs_0000013986|obs_0000006050|obs_0000005293|obs_0000020019|obs_0000028221|obs_0000034995|obs_0000008401|obs_0000016850|obs_0000011604|obs_0000013654|obs_0000015958|obs_0000005857|obs_0000006763|obs_0000030063|obs_0000008305|obs_0000007927|obs_0000031355|obs_0000013052,,
Ultimate Plus Citrus,finish,"€ 6,99",,"pro Einheit = 0,19","pro Einheit = 0,19",je 36-Tab-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_236.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000133,obs_0000030365|obs_0000029377|obs_0000032760|obs_0000025204|obs_0000018247|obs_0000013344|obs_0000011970|obs_0000014628|obs_0000011126,,x,
4 in 1 Tabs Wasserenthärter,Calgon,"€ 7,99",,"pro Einheit = 0,17","pro Einheit = 0,17",je 47-Tab-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_235.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000134,obs_0000011812|obs_0000033257|obs_0000016629|obs_0000027390|obs_0000034071,,x,
Ultimate Fresh,finish,"€ 6,99",,"pro Einheit = 0,17","pro Einheit = 0,17",je 40-Tab-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_234.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000135,,,x,
Colorwaschmittel flüssig,Ariel,"€ 4,99",,"pro Einheit = 0,25","pro Einheit = 0,25",je 20-WL-Fl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_240.jpg,cat_drogerie,bamberg,,,ref_000136,obs_0000031932|obs_0000029058|obs_0000030086|obs_0000029376|obs_0000029574|obs_0000032919,obs_0000029058|obs_0000030086|obs_0000031932|obs_0000029376,,
Ristorante Pizza Spinaci,Dr. Oetker,"€ 1,99",,"1 kg = 5,10","1 kg = 5,10","tiefgefroren, je 390-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_142.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,,ref_000137,obs_0000031500|obs_0000012815|obs_0000011305|obs_0000017705|obs_0000034384|obs_0000000038|obs_0000026731|obs_0000016637|obs_0000028985|obs_0000006501|obs_0000031512|obs_0000019919|obs_0000003772|obs_0000010231|obs_0000030849|obs_0000029705|obs_0000010530|obs_0000023186|obs_0000013341|obs_0000025810|obs_0000005867,obs_0000030849|obs_0000031500|obs_0000029705,,x
Fix Air Fryer Knusper-Hähnchen,Maggi,"€ 0,44",,"1 kg = 11,28","1 kg = 11,28","Paprika & Knoblauch, je 39-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_180.jpg,"cat_grundnahrung,sub_gefluegel,tag_ultra_processed",bamberg,,,ref_000138,obs_0000029329|obs_0000030289|obs_0000021014|obs_0000023239|obs_0000020195|obs_0000026433|obs_0000019291|obs_0000025048|obs_0000018941|obs_0000010238|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000010701,obs_0000030289|obs_0000029329,,
White Tiger Garnelen,REWE Bio,"€ 6,29",,"1 kg = 24,57","1 kg = 24,57","tiefgefroren, je 256-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_140.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegan",bamberg,,,ref_000139,obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000034724|obs_0000022565|obs_0000007798|obs_0000023184|obs_0000012824|obs_0000021085|obs_0000018716|obs_0000020266|obs_0000017738|obs_0000025472|obs_0000016819|obs_0000003631|obs_0000001313|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000003502|obs_0000004067|obs_0000001520,obs_0000022565|obs_0000021085|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000018716|obs_0000020266|obs_0000017738|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000025472|obs_0000034724|obs_0000016819,,
Krautsalat,Keine Marke,"€ 0,69",,"pro Einheit = 0,69","pro Einheit = 0,69",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_038.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,BLS-G109100,ref_000140,obs_0000024977|obs_0000014059|obs_0000028315|obs_0000029787,obs_0000024977|obs_0000014059|obs_0000028315,,
Höhenrainer Putenkäse Griller oder Puten Chili Käse Griller,Keine Marke,"€ 1,19",,"pro Einheit = 1,19","pro Einheit = 1,19",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_039.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000141,obs_0000008883|obs_0000006457|obs_0000010631,,,
Emmentaler,Goldsteig,"€ 0,99",,"pro Einheit = 0,99","pro Einheit = 0,99","Hartkäse, 45% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_040.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000142,obs_0000010030|obs_0000031831|obs_0000031880|obs_0000001559|obs_0000018426|obs_0000002340|obs_0000018479|obs_0000025531|obs_0000003417|obs_0000022237|obs_0000009063|obs_0000022007|obs_0000007555|obs_0000029188|obs_0000030458|obs_0000029871|obs_0000028338|obs_0000022611|obs_0000031446|obs_0000006108|obs_0000006629|obs_0000028397|obs_0000011890|obs_0000019573|obs_0000010637|obs_0000005907|obs_0000006807|obs_0000030876|obs_0000015396|obs_0000012330|obs_0000034090|obs_0000020664|obs_0000006459|obs_0000024642|obs_0000032193|obs_0000021483|obs_0000025075|obs_0000006293|obs_0000005548|obs_0000007350|obs_0000006977|obs_0000032320,obs_0000007555|obs_0000029188|obs_0000031880|obs_0000030458|obs_0000001559|obs_0000018426|obs_0000002340|obs_0000010030|obs_0000018479|obs_0000025531|obs_0000031446|obs_0000031831|obs_0000003417|obs_0000022237|obs_0000009063|obs_0000022007,,
Pustertaler,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79","ital. Schnittkäse, 50% Fett i.Tr., je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_041.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000143,obs_0000031431|obs_0000014500|obs_0000011486|obs_0000030879,obs_0000031431|obs_0000014500|obs_0000011486|obs_0000030879,,
Imperial Hähnchensalami oder Hähnchensalami mit Pfeffer,Keine Marke,"€ 1,79",,"pro Einheit = 1,79","pro Einheit = 1,79",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_042.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000144,obs_0000028442|obs_0000011439,,,
Schiller GQB Lachsschinken,Keine Marke,"€ 1,89",,"pro Einheit = 1,89","pro Einheit = 1,89",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_043.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000145,obs_0000027441|obs_0000006858|obs_0000026709|obs_0000010598|obs_0000033776|obs_0000007419,,,
Scheiben mild nussig oder Naturfreunde Tilsiter Scheiben,Grünländer,"€ 1,59",,"1 kg = 11,36","1 kg = 11,36",je 140-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_044.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000146,obs_0000030108|obs_0000030491|obs_0000032061|obs_0000031201|obs_0000028722|obs_0000009655|obs_0000009173|obs_0000027519|obs_0000010629|obs_0000022944|obs_0000024640|obs_0000022627|obs_0000028259,,x,
Der Sahnige,Exquisa,"€ 1,11",,"1 kg = 5,55","1 kg = 5,55","65% Fett i.Tr., je 200-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_045.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000147,obs_0000031427|obs_0000032199|obs_0000034592|obs_0000014319|obs_0000000086,obs_0000031427|obs_0000034592|obs_0000032199|obs_0000014319,x,
Rügenwalder Vegane Mühlen Salami oder Veganer Schinken Spicker Mortadella,Keine Marke,"€ 1,11",,"1 kg = 13,88","1 kg = 13,88",je 80-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_046.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000148,obs_0000030799|obs_0000031425|obs_0000029445|obs_0000032536|obs_0000032095|obs_0000005204|obs_0000005942|obs_0000014002|obs_0000008190|obs_0000028469|obs_0000031443|obs_0000008615|obs_0000015358,obs_0000030799|obs_0000031425|obs_0000029445|obs_0000032536|obs_0000032095,,
Like vegane Fleischalternative,Keine Marke,"€ 2,49",,"1 kg = 13,83","1 kg = 13,83","versch. Sorten, je 180-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_047.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",bamberg,,,ref_000149,obs_0000030800|obs_0000031421|obs_0000031984|obs_0000029452|obs_0000032539|obs_0000028325|obs_0000029450|obs_0000030144,obs_0000030800|obs_0000028325|obs_0000031421|obs_0000031984|obs_0000029452|obs_0000032539,,
Grand Dessert,Ehrmann,"€ 0,59",,"1 kg = 3,11","1 kg = 3,11","versch. Sorten, je 190-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_048.jpg,"cat_molkerei_kaese,sub_milchprodukte",bamberg,,,ref_000150,obs_0000014366|obs_0000002161|obs_0000017587|obs_0000027914|obs_0000034107|obs_0000031128|obs_0000013231|obs_0000025025|obs_0000011773|obs_0000026346|obs_0000010055|obs_0000009604|obs_0000002449|obs_0000015382|obs_0000013586|obs_0000007762|obs_0000005900|obs_0000032203|obs_0000007148|obs_0000012336|obs_0000017969|obs_0000004175|obs_0000016979|obs_0000009845|obs_0000014488|obs_0000006809|obs_0000022199|obs_0000009519|obs_0000017731|obs_0000010617|obs_0000018839|obs_0000005029|obs_0000015792|obs_0000000443|obs_0000006112|obs_0000018932|obs_0000004602,obs_0000014366|obs_0000007762|obs_0000002161|obs_0000017587|obs_0000027914|obs_0000005900|obs_0000034107|obs_0000031128|obs_0000013231|obs_0000025025|obs_0000032203|obs_0000007148|obs_0000011773,,
Frische Bio Alpenmilch oder Haltbare Bio Alpenmilch,Berchtesgadener Land,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29","3,5% Fett, je 1-l-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_049.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_fleischersatz,sub_kaese,sub_milchprodukte,tag_high_protein",bamberg,,,ref_000151,obs_0000030112|obs_0000030476|obs_0000033767|obs_0000035112|obs_0000005542|obs_0000017303|obs_0000008635|obs_0000027727|obs_0000031782,obs_0000030112|obs_0000030476,,
Allgäuer Limburger,St. Mang,"€ 1,99",,"1 kg = 9,95","1 kg = 9,95","Weichkäse, 40% Fett i.Tr., je 200-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_050.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000152,obs_0000029800|obs_0000029834|obs_0000006793|obs_0000005161|obs_0000006097|obs_0000028299,obs_0000028299|obs_0000029800,x,
Bio-Alpenbutter,Berchtesgadener Land,"€ 2,99",,"1 kg = 11,96","1 kg = 11,96","mild gesäuert, je 250-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_051.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,,ref_000153,,,,
Kaerg rden,Arla,"€ 1,59",,"1 kg = 7,95","1 kg = 7,95","versch. Sorten, je 200-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_052.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000154,obs_0000032200|obs_0000030448,obs_0000028612|obs_0000032200|obs_0000028499|obs_0000030448,,
Sandwich Scheiben Gouda,Hochland,"€ 1,79",,"1 kg = 11,93","1 kg = 11,93","Schmelzkäse, 45% Fett i.Tr., je 150-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_053.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000155,obs_0000030501|obs_0000028784|obs_0000026140|obs_0000024644|obs_0000024229|obs_0000023804|obs_0000016746|obs_0000025532|obs_0000016389|obs_0000012342|obs_0000021569|obs_0000014517|obs_0000034978|obs_0000028379|obs_0000017155|obs_0000020750|obs_0000031017|obs_0000025059,obs_0000028784|obs_0000030501,x,
Grillkäse,Rougette,"€ 2,69",,"1 kg = 14,94","1 kg = 14,94","versch. Sorten, je 180-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_054.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg,,,ref_000156,obs_0000008323|obs_0000014261|obs_0000025177,obs_0000008323|obs_0000014261,,
Schaf- oder Ziegenkäse,Gazi,"€ 2,19",,"1 kg = 14,60","1 kg = 14,60","50% Fett i.Tr., je 150-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_068.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000157,obs_0000002734|obs_0000031660|obs_0000024014|obs_0000011888|obs_0000024434|obs_0000034779,,x,
Demeter Bio Kefir,Berchtesgadener Land,"€ 0,99",,"1 kg = 2,48","1 kg = 2,48",je 400-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_067.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000158,obs_0000008169|obs_0000031188|obs_0000034195|obs_0000034788|obs_0000029890|obs_0000011046,obs_0000031188,,
Buttermilch oder Kefir Drink,Milram,"€ 1,29",,"1 kg = 1,72","1 kg = 1,72",je 750-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_066.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg,,,ref_000159,obs_0000025524|obs_0000026743|obs_0000020831|obs_0000021650|obs_0000006452|obs_0000026421|obs_0000011046,,,
Kräuter-Butter,Meggle,"€ 1,49",,"1 kg = 11,92","1 kg = 11,92",je 125-g-Rolle,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_065.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,BLS-Y790160,ref_000160,obs_0000009961|obs_0000009500|obs_0000025201|obs_0000021206|obs_0000020387|obs_0000015797|obs_0000008456|obs_0000011042|obs_0000012797|obs_0000032300|obs_0000032048|obs_0000003591|obs_0000012814|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000000636|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000002274|obs_0000009967|obs_0000026359|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000013125|obs_0000001352|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000013754|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502,obs_0000032300|obs_0000025201|obs_0000021206|obs_0000009961|obs_0000009500|obs_0000032048|obs_0000020387,,
Koch- Sahne,Weihenstephan,"€ 1,29",,"1 kg = 5,16","1 kg = 5,16",je 250-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_064.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",bamberg,,,ref_000161,,,,
Schinken Nuggetz,Reinert,"€ 1,99",,"1 kg = 13,27","1 kg = 13,27","herzhaft oder extra mager, je 150-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_063.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000162,obs_0000029826|obs_0000031186|obs_0000009917|obs_0000009453|obs_0000008017|obs_0000034179|obs_0000034378|obs_0000028387|obs_0000016624|obs_0000017657,obs_0000029826|obs_0000009917|obs_0000009453|obs_0000008017|obs_0000034179|obs_0000031186,x,
Kalbsfilet,Keine Marke,"€ 4,44",,"pro Einheit = 4,44","pro Einheit = 4,44",je 100-g-,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_037.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,BLS-U333100,ref_000163,,,,
Rahmjoghurt,Weihenstephan,"€ 0,49",,"1 kg = 3,27","1 kg = 3,27","versch. Sorten, je 150-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_062.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg,,,ref_000164,obs_0000001426|obs_0000010914|obs_0000017291,obs_0000017291|obs_0000001426|obs_0000010914,,
Quark Genuss,Exquisa,"€ 1,49",,"1 kg = 2,98","1 kg = 2,98","versch. Sorten, je 500-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000165,obs_0000031131|obs_0000032206|obs_0000030185|obs_0000012313|obs_0000028704|obs_0000028581|obs_0000009674|obs_0000009191|obs_0000018570|obs_0000022069|obs_0000022883|obs_0000012798|obs_0000001925|obs_0000027712|obs_0000008669|obs_0000010624,obs_0000012313|obs_0000031131|obs_0000028704|obs_0000028581|obs_0000009674|obs_0000032206|obs_0000009191|obs_0000030185,x,
Bio-Graved Lachs oder Bio-Lachs,Meine Lieblinge,"€ 3,69",,"1 kg = 46,13","1 kg = 46,13",je 80-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_059.jpg,"cat_molkerei_kaese,diet_lactose_free,tag_high_protein,tag_proteinreich",bamberg,,,ref_000166,obs_0000030170|obs_0000014976|obs_0000018883|obs_0000033739|obs_0000034939,obs_0000030170,,
Vegane Fleischalternative,Greenforce,"€ 2,49",,"1 kg = 13,83","1 kg = 13,83","versch. Sorten, je 180-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_058.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",bamberg,,,ref_000167,obs_0000029450|obs_0000030144|obs_0000030800|obs_0000028325|obs_0000031421|obs_0000031984|obs_0000029452|obs_0000032539,obs_0000029450|obs_0000030144,x,
Iced Coffee,Mövenpick,"€ 0,99",,"1 l = 4,50","1 l = 4,50","koffeinhaltig, versch. Sorten, je 220-ml-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_057.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000168,obs_0000008786|obs_0000029398|obs_0000009938|obs_0000009475|obs_0000033100|obs_0000009089,,,
Naturjoghurt,Weihenstephan,"€ 0,99",,"1 kg = 1,98","1 kg = 1,98","versch. Sorten, je 500-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_056.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg,,,ref_000169,obs_0000001182|obs_0000002719|obs_0000022886|obs_0000031862|obs_0000000260|obs_0000004743|obs_0000003889|obs_0000004316|obs_0000000898|obs_0000004868|obs_0000004014|obs_0000000831|obs_0000026563|obs_0000000339|obs_0000004441|obs_0000025190|obs_0000032548|obs_0000005345|obs_0000007153,obs_0000000260|obs_0000004743|obs_0000001182|obs_0000002719|obs_0000032548|obs_0000003889|obs_0000004316|obs_0000022886|obs_0000031862,,
