Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
K-CLASSIC,Junge Erbsen mit Möhrchen,"€ 1,29","€ 1,69","1 kg = 2,44","1 kg = 2,44",sehr fein,Nein,Dieses Angebot findest du vom 20.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-20,2026-04-22,../images/kaufland/kaufland_offer_682.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000215,obs_0000011312|obs_0000028213,obs_0000011312,,
HOUDEK,Kabanos Klassik,"€ 1,19",,"pro Einheit = 100,00","pro Einheit = 100,00",feinwürzige Salami-Spezialität,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_110.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000216,obs_0000011014|obs_0000028679|obs_0000028559|obs_0000008470|obs_0000016099|obs_0000014835|obs_0000012661|obs_0000034356|obs_0000011011|obs_0000012778|obs_0000016109|obs_0000030820,obs_0000011014|obs_0000028679|obs_0000028559|obs_0000008470|obs_0000016099|obs_0000030820|obs_0000014835|obs_0000012661,,
TASSIMO,Kaffee-Kapseln,"€ 3,99",,"1 kg = 14,89 - 33,82","1 kg = 14,89 - 33,82","versch. Sorten, je 8 - 21 Tassen",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_210.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000217,obs_0000011792|obs_0000027159|obs_0000012856|obs_0000012375|obs_0000011954|obs_0000007360|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,obs_0000011792,,
K-BIO,Kanad Bio-Ahornsirup,"€ 3,33",,"1 l = 13,32","1 l = 13,32",mild-süßlich im Geschmack,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_201.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000218,obs_0000013728|obs_0000017960|obs_0000022395|obs_0000023596,obs_0000013728,,
Keine Marke,Kastenweißbrot,"€ 1,69",,"1 kg = 2,26","1 kg = 2,26","aus Weizenmehl, mit Natursauerteig",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_182.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000219,obs_0000015862|obs_0000013734,obs_0000015862|obs_0000013734,,
WHISKAS oder KITEKAT,Katzenfutter,"€ 11,99",,"1 kg = 2,94 - 3,53","1 kg = 2,94 - 3,53","versch. Sorten, in Gelee oder Sauce",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_315.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000220,obs_0000033313|obs_0000003748|obs_0000004007|obs_0000013735|obs_0000015532|obs_0000000334|obs_0000004434|obs_0000004861|obs_0000033217|obs_0000009159|obs_0000033000|obs_0000013629|obs_0000033018,obs_0000033313|obs_0000003748|obs_0000004007|obs_0000013735|obs_0000015532|obs_0000000334|obs_0000004434|obs_0000004861,,
K-CLASSIC,Katzensticks XXL,"€ 2,99",,"1 kg = 14,95","1 kg = 14,95","Adult, mit Lachs oder Geflügel & Leber, leicht portionierbar",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_317.jpg,"cat_drogerie,diet_vegetarian,tag_ultra_processed",,,ref_000221,obs_0000010790|obs_0000015977|obs_0000012763|obs_0000013967,obs_0000010790|obs_0000015977,,
CAT S BEST,Katzenstreu Original,"€ 6,66","€ 8,95","1 l = 0,67","1 l = 0,67","Klumpstreu aus Aktiv-Holzfasern, 100 % pflanzlich",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_318.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000222,obs_0000034254|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,,,
MÖNCHSHOF,Kellerbier oder Naturradler,"€ 13,99",,"1 l = 1,40","1 l = 1,40",Naturradler auch alkoholfrei (+ 4.50 Pfand),Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_274.jpg,cat_getraenke,,,ref_000223,obs_0000015500|obs_0000012183|obs_0000008727|obs_0000009135|obs_0000033832|obs_0000034296,obs_0000015500|obs_0000012183,,
Keine Marke,Kenian peruan Bio-Avocados,"€ 2,49","€ 3,49","pro Einheit = 2,00","pro Einheit = 2,00",Kl. I,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_049.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000224,obs_0000034904,,,
MAKER S MARK,Kentucky Straight Bourbon Whisky,"€ 19,99","€ 27,99","1 l = 28,56","1 l = 28,56","Weizen verleiht diesem Bourbon ein weiches und mildes Aroma, traditionell und in Handarbeit hergestellt, 45 Vol. %",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_254.jpg,cat_getraenke,,,ref_000225,obs_0000012430|obs_0000018163|obs_0000021965|obs_0000000988|obs_0000023602|obs_0000009760|obs_0000009295|obs_0000016989|obs_0000031872|obs_0000008891|obs_0000026006|obs_0000002752,obs_0000009760|obs_0000031781|obs_0000009295|obs_0000027737|obs_0000016989|obs_0000031872|obs_0000004739|obs_0000012430|obs_0000008891|obs_0000004312|obs_0000028901|obs_0000018163|obs_0000000256|obs_0000003885|obs_0000026006|obs_0000021965|obs_0000000988,,
TECHNAXX,KFZ-Ladegerät TX-306,"€ 7,99","€ 14,99","pro Einheit = 7,99","pro Einheit = 7,99",Ausgangsleistung ingesamt max. 60 W 1 x USB-C (PD30W) und 1 x USB-A (QC3.0) Geeignet für 12-V- und 24-V-Bordnetz,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_319.jpg,cat_non_food,,,ref_000226,,,,
TECHNAXX,KFZ-Smartphonehalterung TX-304,"€ 7,99","€ 14,99","pro Einheit = 7,99","pro Einheit = 7,99",Zur Befestigung an der Lüftdüse 360°-Ausrichtung Geeignet für iPhone 12 (und höher) Inkl. Metallring für andere Modelle,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_320.jpg,cat_non_food,,,ref_000227,,,,
WALSER,Kfz-Verbandtasche,"€ 4,99","€ 12,99","pro Einheit = 4,99","pro Einheit = 4,99",Inhalt nach DIN13164:2022 Inkl. Mund-Nasen-Schutz,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_566.jpg,cat_non_food,,,ref_000228,obs_0000001067|obs_0000012229|obs_0000015194|obs_0000014308|obs_0000001151|obs_0000027030|obs_0000024855,obs_0000027030|obs_0000024855|obs_0000001067|obs_0000012229|obs_0000015194|obs_0000017886|obs_0000014308|obs_0000001151,,
osann,Kindersitz Musca,"€ 49,99","€ 79,95","pro Einheit = 49,99","pro Einheit = 49,99",Für Kinder von 100 bis 150 cm Körpergröße Kopfstütze 14-fach höhenverstellbar Optimierter Seitenaufprallschutz Gurtführung an Kopfstütze und Sitzbereich Bequeme Armlehnen Große ergonomisch geformte Sitzfläche Abnehmbarer und waschbarer Bezug Robuster Kunststoffkern Einbau in allen gängigen Autos mit 3-Punkt-Gurt Entspricht der neuesten Kinderautositz-Norm R129,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_560.jpg,"cat_non_food,tag_ultra_processed",,,ref_000229,,,,x
CARCOMFORT,Kindersitzerhöhung Raffi,"€ 24,99","€ 34,95","pro Einheit = 24,99","pro Einheit = 24,99",Mit ausfahrbaren ISOFIX-Schienen Installation auch ohne ISOFIX möglich Für Körpergröße 125 bis 150 cm Nach aktueller Norm ECE R 129 geprüft Größe ca. B 35 x H 21 x T 41 cm,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_568.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000230,obs_0000012619|obs_0000001149,obs_0000012619,,
ESCAL,King Prawns Proven al oder Natur,"€ 3,49",,"1 kg = 13,96 - 15,52","1 kg = 13,96 - 15,52","rohe, geschälte Garnelen, Provençal mit Kräuter-Knoblauch-Würzung oder pur in Salzlake mariniert",Nein,Dieses Angebot findest du vom 20.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-20,2026-04-22,../images/kaufland/kaufland_offer_669.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000231,obs_0000013739|obs_0000011324,obs_0000013739|obs_0000011324,,
W5,Klappbox,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99",Aus Kunststoff Platzsparend zusammenklapp- und stapelbar Größe ca. B 51 x H 22 x T 34 cm (ca. 32 l) Belastbar bis 15 kg,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_397.jpg,cat_non_food,,,ref_000232,obs_0000003609|obs_0000013273|obs_0000012552|obs_0000010841,obs_0000003609|obs_0000013273,,
CASA SI,Klapphocker,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99",Aus Kunststoff Trittfläche ca. 22 x 31 cm Mit Anti-Rutsch-Noppen Größe ca. B 35 x H 27 x T 22 cm Belastbar bis max. 150 kg,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_399.jpg,"cat_non_food,tag_ultra_processed",,,ref_000233,,,,
Parkside,Klauenhammer,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99",Geschmiedeter Hammerkopf ca. 340 g Gesamtlänge 30 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_372.jpg,cat_non_food,,,ref_000234,,,,x
HENGSTENBERG,Knax Die Riesen,"€ 2,59",,"1 kg = 3,05","1 kg = 3,05",Gewürzgurken,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_165.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian",,,ref_000235,obs_0000008301,,,
SILVERCREST,Kochmesser,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99","Aus Edelstahl Lange, gebogene Klinge ca. 20 cm Ideal zum Tranchieren, Schneiden und Hacken Langanhaltende Klingenschärfe Ergonomisch geformter Griff Spülmaschinengeeignet",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_379.jpg,cat_non_food,,,ref_000236,obs_0000028773,obs_0000028773|obs_0000018630,,
MY PROJECT,Kofferraummatte,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99",Aus PVC und Nitrilkautschuk Strapazierfähig und pflegeleicht Schmutz- und wasserabweisend Rutschhemmende Oberseite Mit profiliertem Bereich zur Rückhaltung von Näs Unterseite mit Anti-Rutsch-Spikes Universalgröße ca. 120 x 80 cm Zuschneidbar (mit vorgefertigten Konturen) 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_583.jpg,cat_non_food,,,ref_000237,obs_0000010106,obs_0000010106,,
OTHÜNA,Kokosfett,"€ 1,29","€ 1,59","1 kg = 5,16","1 kg = 5,16","reines Pflanzenfett, ungehärtet",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_140.jpg,"cat_molkerei_kaese,diet_vegetarian",,,ref_000238,obs_0000031948|obs_0000006989,,,
DOMESTOS,Kraft Frische WC-Gel XXL,"€ 1,99",,"pro Einheit = 1,00","pro Einheit = 1,00","Ocean oder Lime, gegen Bakterien und Kalkablagerungen",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_290.jpg,cat_drogerie,,,ref_000239,obs_0000009673|obs_0000009189|obs_0000011606|obs_0000014821,,,
WC-FRISCH,Kraft Aktiv,"€ 6,00","€ 7,58","1 kg = 20,00","1 kg = 20,00","Duftspüler, versch. Sorten",Nein,Dieses Angebot findest du vom 20.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-20,2026-04-22,../images/kaufland/kaufland_offer_694.jpg,cat_drogerie,,,ref_000240,obs_0000015106|obs_0000004613|obs_0000010769|obs_0000032802|obs_0000000812|obs_0000005040|obs_0000000452|obs_0000015308|obs_0000014287|obs_0000011605|obs_0000015959|obs_0000004186|obs_0000008795|obs_0000034873|obs_0000023308|obs_0000024718|obs_0000002724|obs_0000026031|obs_0000017598|obs_0000033437|obs_0000006056|obs_0000007928,obs_0000015106|obs_0000004613|obs_0000010769|obs_0000032802|obs_0000000812|obs_0000005040|obs_0000000452|obs_0000015308|obs_0000014287|obs_0000011605|obs_0000015959|obs_0000004186|obs_0000008795,,
Parkside,Kraftschaber,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","Zum Entfernen von Farbe, Lack, Rost etc. Ergonomisch geformter 2-Komponenten-Griff 2-Hand-Griff für höhere Kraftübertragung Mit Aufhänge-Loch 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_355.jpg,cat_non_food,,,ref_000241,,,,x
K-PURLAND,Krustenbraten gewürzt aus der Schweinehüfte,"€ 4,49",,"pro Einheit = 4,49","pro Einheit = 4,49","mit Speck und Schwarte, gewürzt",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_078.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein",,,ref_000242,obs_0000013284|obs_0000015780,,,
ALMDUDLER,Kräuterlimonade,"€ 1,11","€ 1,79","pro Einheit = 1,00","pro Einheit = 1,00","mit natürlichen Alpenkräutern, ohne künstliches Aroma (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_234.jpg,"cat_getraenke,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000243,obs_0000015907|obs_0000013288|obs_0000011122|obs_0000014847|obs_0000010304|obs_0000027315|obs_0000005644,obs_0000015907|obs_0000013288|obs_0000005644|obs_0000011122|obs_0000027315|obs_0000014847|obs_0000010304,,
Parkside Performance,Kunststoffpflege,"€ 3,99",,"1 l = 7,98","1 l = 7,98","Pflegt Kunststoffoberflächen innen und außen Verleiht einen neuen, seidigen Glanz Mit Tiefenwirkung Wirkt wasserabweisend und antistatisch",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_580.jpg,cat_non_food,,,ref_000244,,,,x
MILRAM,Körniger Frischkäse,"€ 1,29","€ 1,69","1 kg = 6,45","1 kg = 6,45",10 % Fett i. Tr.,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_138.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,,ref_000245,obs_0000009739|obs_0000009275|obs_0000008311|obs_0000018437|obs_0000022111|obs_0000003254|obs_0000002331|obs_0000002443|obs_0000026562|obs_0000010634|obs_0000022581|obs_0000024194|obs_0000000666|obs_0000033993|obs_0000011477|obs_0000023770|obs_0000031499|obs_0000030175|obs_0000019964|obs_0000000519|obs_0000005160|obs_0000016946|obs_0000026675|obs_0000017482|obs_0000022604|obs_0000017513|obs_0000018043|obs_0000022149|obs_0000028302|obs_0000025259|obs_0000020143|obs_0000018636|obs_0000022250|obs_0000018668|obs_0000027893|obs_0000019721|obs_0000029471|obs_0000022312|obs_0000024882|obs_0000010048|obs_0000024407|obs_0000009596|obs_0000002951|obs_0000003481|obs_0000019362|obs_0000023986|obs_0000020962|obs_0000017894|obs_0000006451|obs_0000030188,obs_0000018437|obs_0000009739|obs_0000022581|obs_0000009275|obs_0000022111|obs_0000008311|obs_0000024194|obs_0000000666|obs_0000003254|obs_0000033993|obs_0000023770|obs_0000031499|obs_0000002331|obs_0000010634|obs_0000002443|obs_0000026562|obs_0000030175|obs_0000019964,,
DAFGARDS,Köttbullar oder Falafel,"€ 6,99","€ 9,99","pro Einheit = 1,00","pro Einheit = 1,00",fertig gebraten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_155.jpg,"cat_tiefkuehl,diet_vegetarian,tag_ultra_processed",,,ref_000246,obs_0000011052|obs_0000015257|obs_0000008603,obs_0000011052|obs_0000015257,,
SILVERCREST,Küchenmesser-Set,"€ 3,99",,"pro Einheit = 2,00","pro Einheit = 2,00","Vorbereitungs- und Gemüsemesser Aus Edelstahl Kurze Klingen ca. 13 und 9 cm Ideal zum zum Schneiden, Schälen, Vorbereiten Langanhaltende Klingenschärfe Ergonomisch geformte Griffe Spülmaschinengeeignet",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_381.jpg,cat_non_food,,,ref_000247,obs_0000018630,obs_0000018630,,
SILVERCREST,Kühl-Lunchboxen,"€ 7,99",,"pro Einheit = 2,00","pro Einheit = 2,00","Aus Kunststoff Fest schließende Klappdeckel Mit Kühlkissen im Boden Spülmaschinengeeignet (ohne Kühlkissen) Nutzvolumen je ca. 0,8 l Fassungsvermögen je max. 0,9 l Größe je ca. B 19 x H 6,8 x T 14 cm 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_385.jpg,cat_non_food,,,ref_000248,,,,
SILVERCREST,Kühl-Partycontainer,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Kunststoff Sicherer Transportverschluss Mit 2 Kühlkissen im Boden Spülmaschinengeeignet (ohne Kühlkissen) Größe ca. B 44 x H 12 x T 30 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_386.jpg,cat_non_food,,,ref_000249,,,,
SILVERCREST,Kühl-Tortenglocke,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Kunststoff Sicherer Transportverschluss Mit Kühlkissen im Boden Spülmaschinengeeignet (ohne Kühlkissen) Größe ca. Ø 34/38 x H 16 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_384.jpg,cat_non_food,,,ref_000250,,,,
SPICE SOUL,Kühlschrank-Organizer,"€ 2,69",,"pro Einheit = 2,00","pro Einheit = 2,00",Aus Kunststoff Temperaturbeständig von 0 bis 40 °C Fassungsvermögen je ca. 3 l Größe je ca. B 31 x H 9 x T 14 cm 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_452.jpg,cat_non_food,,,ref_000251,obs_0000023116|obs_0000033296|obs_0000023351|obs_0000001361|obs_0000016282,obs_0000023116,,
Parkside Performance,Lackpolitur,"€ 3,99",,"1 l = 7,98","1 l = 7,98",Wirkt glanz- und farbauffrischend Schützt und konserviert Für Lack und Chrom Auch für matte und leicht verwitterte Lacke Auf nassem und trockenem Lack anwendbar Mit Carnaubawachs,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_582.jpg,cat_non_food,,,ref_000252,,,,x
Parkside,Lamellenschleifer-Set,"€ 3,99",,"pro Einheit = 10,00","pro Einheit = 10,00","Zum Schleifen von Metall, Holz oder Kunststoff 5 Lamellenschleifer (Ø 31,5 x 10 mm) 5 Lamellenschleifer (Ø 15 x 15 mm) Körnung 80 Für Geradschleifer mit Rundschaftaufnahme Drehzahl max. 25.000 min-1",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_368.jpg,cat_non_food,,,ref_000253,,,,x
Parkside,LED-Akku-Klappleuchte PSDD 2000 A3,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Leistungsstarke COB-LEDs Helligkeit stufenlos einstellbar Lichtstrom max. 600 lm Farbtemperatur 6.500 K Robustes Gehäuse mit Softgrip-Ausstattung Leuchtkopf klappbar Magnetfuß mit Kugelgelenk und Aufhängebügel Leuchtdauer ca. 1 h Akku-Ladestatusanzeige Inkl. USB-C-Ladekabel 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_369.jpg,cat_non_food,,,ref_000254,obs_0000024856,,,x
Parkside Performance,Lederpflege,"€ 3,99",,"1 l = 7,98","1 l = 7,98",Schützt Leder vor Verspröden und Ausbleichen Hält Leder und Kunstleder geschmeidig Für Kunst- und alle Glattleder im Auto geeignet Reduziert Schmutzanhaftung,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_581.jpg,cat_non_food,,,ref_000255,,,,x
LINDT,Lindor,"€ 4,99",,"1 kg = 24,95","1 kg = 24,95",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_221.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000256,obs_0000011960|obs_0000009929|obs_0000012391|obs_0000008176|obs_0000009465|obs_0000014599|obs_0000027012|obs_0000009633|obs_0000014281|obs_0000012409|obs_0000013297|obs_0000010311|obs_0000032174|obs_0000032697|obs_0000006034|obs_0000007280,obs_0000032174|obs_0000011960|obs_0000032697|obs_0000009929|obs_0000012391|obs_0000008176|obs_0000009465,,
TANQUERAY,London Dry Gin,"€ 15,99",,"1 l = 22,85","1 l = 22,85","vierfach destilliert, besonders trocken und rein, 43,1 Vol. %",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_244.jpg,cat_getraenke,,,ref_000257,obs_0000012864|obs_0000008385|obs_0000016107|obs_0000014631|obs_0000011573|obs_0000013765|obs_0000034843|obs_0000008342|obs_0000017090|obs_0000016177|obs_0000016267|obs_0000017315|obs_0000014250|obs_0000009168|obs_0000010741|obs_0000030760|obs_0000006210|obs_0000011130|obs_0000035048|obs_0000021131|obs_0000021753|obs_0000032028|obs_0000020312|obs_0000023420|obs_0000013385|obs_0000012420|obs_0000015059|obs_0000007656|obs_0000019615|obs_0000026929|obs_0000015697,obs_0000034843|obs_0000030760|obs_0000012864|obs_0000008342|obs_0000008385|obs_0000017090|obs_0000016107|obs_0000014631|obs_0000016177|obs_0000011573|obs_0000016267|obs_0000017315|obs_0000014250|obs_0000013765|obs_0000009168|obs_0000010741,,
AHEAD,Low Sugar Gummies,"€ 1,39","€ 1,75","1 kg = 27,80","1 kg = 27,80","Fruchtgummi, versch. Sorten",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_230.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000258,obs_0000011554|obs_0000017623,obs_0000011554,,
DR OETKER,Löffelglück Fruchtgrütze,"€ 1,99","€ 2,99","1 kg = 4,98","1 kg = 4,98",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_125.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000259,obs_0000013766|obs_0000012793,obs_0000007347|obs_0000005343,,
Parkside,Magnethaken,"€ 4,99",,"pro Einheit = 16,00","pro Einheit = 16,00","Zum Halten von Dokumenten, Memos, Fotos etc. Magnetische Haftkraft horizontal je ca. 4,6 kg Magnetische Haftkraft vertikal je ca. 1,6 kg Hitzebeständig bis 80 °C Korrosionsbeständig Inkl. Aufbewahrungsbox",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_361.jpg,cat_non_food,,,ref_000260,,,,x
Parkside,Magnethalter mit Clip,"€ 4,99",,"pro Einheit = 4,00","pro Einheit = 4,00","Zum Halten von Dokumenten, Memos, Fotos etc. Magnetische Haftkraft je ca. 1,3 kg Hitzebeständig bis 80 °C Korrosionsbeständig",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_360.jpg,cat_non_food,,,ref_000261,,,,x
