Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
SMILODOX,Damen-Leggings Scrunch,"€ 17,99","€ 59,99","pro Einheit = 17,99","pro Einheit = 17,99",Aus Polyamid und Elastan Größen S - XL,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_459.jpg,cat_non_food,,,ref_000087,obs_0000012617|obs_0000002484|obs_0000014787|obs_0000025230|obs_0000013014|obs_0000017194|obs_0000003439|obs_0000016070|obs_0000016253|obs_0000026497|obs_0000010232|obs_0000026633|obs_0000032955|obs_0000032956|obs_0000014780|obs_0000018936|obs_0000016941|obs_0000017165|obs_0000011250|obs_0000019559|obs_0000023039|obs_0000023488|obs_0000023879|obs_0000024299,,,
SMILODOX,Damen-Sport-BH,"€ 14,99","€ 39,99","pro Einheit = 14,99","pro Einheit = 14,99",Aus Polyester und Elastan Größen S - XL,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_456.jpg,cat_non_food,,,ref_000088,obs_0000016857|obs_0000002737|obs_0000002914|obs_0000019380,,,
SMILODOX,Damen-Sweathose,"€ 19,99","€ 59,99","pro Einheit = 19,99","pro Einheit = 19,99",Aus Baumwolle und Polyester Größen S - XL,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_458.jpg,cat_non_food,,,ref_000089,obs_0000011266|obs_0000014798|obs_0000010853|obs_0000013018|obs_0000015213|obs_0000025504|obs_0000015613|obs_0000019762|obs_0000011720|obs_0000016071|obs_0000022660|obs_0000023037|obs_0000023484|obs_0000023494,obs_0000014798|obs_0000010853|obs_0000013018|obs_0000015213|obs_0000025504|obs_0000011266|obs_0000015613|obs_0000019762|obs_0000011720|obs_0000016071,,
Tefal,Dampfbügelstation Express Easy SV6111,"€ 69,99",,"pro Einheit = 69,99","pro Einheit = 69,99","Keramik-Bügelsohle mit Präzisionsspitze Pumpendruck 5,2 bar Kontinuierliche Dampfabgabe 110 g/min Dampfstoß 250 g Vertikale Dampfbügelfunktion Schnelles Aufheizen in nur 2 min Wassertank ca. 1,4 l Calc-Clear-Technologie für effiziente Wartung ECO-Funktion 2.200 W",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_325.jpg,"cat_non_food,tag_ultra_processed",,,ref_000090,obs_0000022543|obs_0000023544,,,x
LANGEWIESCHE,Delikatess Spargelschinken,"€ 1,99","€ 2,49","1 kg = 19,90","1 kg = 19,90","mild gepökelt, schonend gegart, mit grünen Spargelspitzen umhüllt, in Scheiben",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_096.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000091,,,,
NIVEA,Deo-Spray,"€ 2,22",,"1 l = 14,80","1 l = 14,80",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_304.jpg,cat_drogerie,,,ref_000092,obs_0000012900|obs_0000013582|obs_0000011176|obs_0000032801|obs_0000033847|obs_0000031921|obs_0000012471|obs_0000013151|obs_0000014190|obs_0000012028|obs_0000014681|obs_0000010782,obs_0000032801|obs_0000026145|obs_0000033847|obs_0000012900|obs_0000031852|obs_0000031921|obs_0000012471|obs_0000033019|obs_0000013582|obs_0000013151|obs_0000014190|obs_0000011176,,
HIDROFUGAL,Deospray,"€ 3,29",,"1 l = 21,94","1 l = 21,94",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_303.jpg,cat_drogerie,,,ref_000093,obs_0000013583|obs_0000032800|obs_0000015110|obs_0000035064|obs_0000003229|obs_0000026145|obs_0000026277|obs_0000033577|obs_0000002346|obs_0000033454|obs_0000032945|obs_0000026566|obs_0000034658|obs_0000031852|obs_0000033019|obs_0000027389|obs_0000030081|obs_0000032772|obs_0000032140|obs_0000034445|obs_0000032276|obs_0000014231|obs_0000008104|obs_0000005295|obs_0000003531|obs_0000031052|obs_0000029400|obs_0000033258|obs_0000005487|obs_0000029052|obs_0000034053|obs_0000015115|obs_0000013584|obs_0000033196|obs_0000033576|obs_0000034859|obs_0000033457|obs_0000033848|obs_0000034242|obs_0000007505|obs_0000033366|obs_0000033117|obs_0000021251|obs_0000032778|obs_0000025255|obs_0000029739|obs_0000020432|obs_0000007295,obs_0000015110|obs_0000013583|obs_0000035064|obs_0000003229|obs_0000032800|obs_0000026145|obs_0000026277|obs_0000033577|obs_0000002346|obs_0000033454|obs_0000032945|obs_0000026566|obs_0000034658|obs_0000031852|obs_0000033019|obs_0000027389,,
DR OETKER,Die Ofenfrische oder Pizza Tradizionale,"€ 1,88",,"1 kg = 4,53 - 4,89","1 kg = 4,53 - 4,89",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_151.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed",,,ref_000094,obs_0000015400|obs_0000013589|obs_0000018915|obs_0000008848|obs_0000025467|obs_0000027576|obs_0000026395|obs_0000034602|obs_0000007037|obs_0000005764|obs_0000025445|obs_0000010530|obs_0000023186|obs_0000013341|obs_0000025810|obs_0000005867,obs_0000007037|obs_0000015400|obs_0000013589|obs_0000005764,,
MY PROJECT,Digitaler Drehmomentadapter,"€ 29,99",,"pro Einheit = 29,99","pro Einheit = 29,99","Mit LC-Display zur Anzeige des Drehmoments Drehmomentanzeige in Peak- und Trace-Modus Gewünschter Drehmoment einstellbar (20 - 200 Nm) Akustisches und optisches Bestätigungssignal Maßeinheiten Nm, lb-ft, lb-in, kg Für alle gängigen Ratschen mit Vierkantaufnahme Anzeigegenauigkeit 0,1 Nm An-/Abtriebsprofil Vierkant 1/2 Zoll Inkl. Adapter 1/2 auf 3/8 und 1/2 auf 1/4 Zoll Inkl. Box, Innensechskantschlüssel, Batterien 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_567.jpg,cat_non_food,,,ref_000095,obs_0000024834,obs_0000024834,,
Parkside,Digitales Kalibrier- Messwerkzeug PDKM A1,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99","Für maßgenaues Schneiden ohne Ausmessen Geeignet für gängige Zug- und Kappsägen Gefederter Messarm mit Rolle Mit kräftigen Klemmen LED-Display für Schneidmaß und Batteriezustand Messgenauigkeit ± 0,5 mm Min. Höhe Anschlag 95 mm Inkl. Batterien 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_333.jpg,cat_non_food,,,ref_000096,obs_0000022765,obs_0000022765,,x
Keine Marke,Donut Schoko,"€ 0,44","€ 0,55","pro Einheit = 0,44","pro Einheit = 0,44",Hefeteiggebäck mit Kakaoglasur und Schokoladenstreuseln,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_180.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000097,obs_0000020072|obs_0000021677|obs_0000010049|obs_0000009597|obs_0000020891|obs_0000022561|obs_0000006257|obs_0000005308,,,
SWITCH ON,Doppel-Heißluftfritteuse SOHLFD 2600,"€ 69,99",,"pro Einheit = 69,99","pro Einheit = 69,99","Für die Zubereitung von 2 Gerichten gleichzeitig 2 Behälter für je ca. 4,35 l (ca. 640 g Pommes) Frittieren ohne zusätzliches Öl oder Fett Einfache Bedienung durch Easy-Touch-Display 11 Programme für Pommes, Pizza, Fleisch etc. Temperaturbereich 60 - 200 °C 60-min-Timer Garzonen separat steuerbar Sync-Finish: Zeitgleiche Fertigstellung Sync-Cook: Synchronisierung beider Garzonen Frittierbehälter/Trivets antihaftbeschichtet Frittierbehälter/Trivets spülmaschinengeeignet Größe ca. B 40 x H 30 x T 38 cm Leistung 2.600 W Inkl. 10 Rezeptvorschläge 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_322.jpg,cat_non_food,,,ref_000098,obs_0000001565|obs_0000024128|obs_0000004164|obs_0000026718|obs_0000003182|obs_0000016517|obs_0000008842|obs_0000023705|obs_0000022702|obs_0000022718|obs_0000018130|obs_0000000770|obs_0000025870|obs_0000002370|obs_0000005018|obs_0000018919|obs_0000004591|obs_0000023536,,,
FELIX,Doppelt lecker,"€ 1,99",,"1 kg = 2,49","1 kg = 2,49","Katzentrockenfutter, versch. Sorten",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_316.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000099,obs_0000013595|obs_0000032042,obs_0000013595,,
Parkside,Drahtbürsten- Polier-Set,"€ 3,99",,"pro Einheit = 32,00","pro Einheit = 32,00",Zum Bearbeiten von Metall und Stein 20 Polierscheiben 9 Drahtbürsten (3 Typen) 2 Aufnahmestifte 1 Tube Polierpaste (19 g) Für Geradschleifer mit Rundschaftaufnahme Drehzahl max. 15.000 min-1,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_364.jpg,cat_non_food,,,ref_000100,,,,x
Keine Marke,Dtsch Multicolor-Salat,"€ 1,29","€ 1,49","pro Einheit = 1,29","pro Einheit = 1,29",Kl. I,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_054.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,,ref_000101,obs_0000011820|obs_0000011328|obs_0000012728|obs_0000016461|obs_0000021694|obs_0000014426|obs_0000013161|obs_0000015313|obs_0000025985,obs_0000011820|obs_0000011328,,
Keine Marke,Dtsch Rhabarber,"€ 2,99","€ 4,99","pro Einheit = 1,00","pro Einheit = 1,00",Kl. I,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_073.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,BLS-F081100,ref_000102,,,,
GRÜNLÄNDER,Dtsch Schnittkäse,"€ 1,11",,"pro Einheit = 100,00","pro Einheit = 100,00","mild-nussig, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_144.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000103,obs_0000012331|obs_0000011357|obs_0000014959|obs_0000015689|obs_0000010264|obs_0000021017|obs_0000028709|obs_0000025651|obs_0000013876|obs_0000008758|obs_0000020198|obs_0000008439|obs_0000028921|obs_0000014122|obs_0000028586|obs_0000008137|obs_0000008191,obs_0000012331|obs_0000011357|obs_0000014959|obs_0000015689,,
Keine Marke,Dtsch ital Tafeläpfel rot,"€ 1,29","€ 1,99","pro Einheit = 1,00","pro Einheit = 1,00","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_052.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000104,obs_0000010985|obs_0000016116|obs_0000010507|obs_0000015237|obs_0000011338|obs_0000013601|obs_0000015650|obs_0000010975|obs_0000015715|obs_0000012188|obs_0000011827|obs_0000014420|obs_0000006960|obs_0000028684|obs_0000005704|obs_0000028564,obs_0000011338|obs_0000010985|obs_0000016116|obs_0000010507|obs_0000013601|obs_0000015237,,
Keine Marke,Dtsch niederl Zwiebeln rot,"€ 1,11","€ 1,29","pro Einheit = 1,00","pro Einheit = 1,00",Kl. I,Nein,Dieses Angebot findest du vom 20.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-20,2026-04-22,../images/kaufland/kaufland_offer_668.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000105,obs_0000014889|obs_0000012182|obs_0000012727|obs_0000015721|obs_0000013600|obs_0000010555|obs_0000015277|obs_0000010332|obs_0000033910|obs_0000027284|obs_0000019110|obs_0000009977|obs_0000008443|obs_0000009515|obs_0000025391|obs_0000027439|obs_0000008014|obs_0000026474|obs_0000028015|obs_0000028061|obs_0000027041,obs_0000014889|obs_0000012182|obs_0000012727,,
K-FAVOURITES,Dunkle Schokolade,"€ 1,39","€ 1,75","1 kg = 13,90","1 kg = 13,90","Edelbitter oder Edel-Zartbitter, versch. Sorten",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_220.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S550000,ref_000106,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000003851|obs_0000018698|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000009149|obs_0000012219|obs_0000017857|obs_0000026556|obs_0000022979,,,
OLD SPICE,Duschgel,"€ 6,99",,"pro Einheit = 1,00","pro Einheit = 1,00",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_305.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000107,obs_0000013602|obs_0000011788|obs_0000017459|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174|obs_0000032769|obs_0000009734|obs_0000032774|obs_0000032275|obs_0000032279|obs_0000009268|obs_0000033843|obs_0000033845|obs_0000033348|obs_0000006243|obs_0000012904|obs_0000005290|obs_0000012473|obs_0000029373|obs_0000005856|obs_0000007920|obs_0000015116|obs_0000006943|obs_0000032036|obs_0000028459|obs_0000007503|obs_0000014679|obs_0000030078|obs_0000032141|obs_0000034246|obs_0000007114|obs_0000010779|obs_0000005670|obs_0000010285|obs_0000034863|obs_0000032819,obs_0000011788|obs_0000017459|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000033522|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174,,
PICK,Echt ungar Salami,"€ 1,99","€ 3,49","pro Einheit = 100,00","pro Einheit = 100,00",würzig-aromatisch,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_114.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000108,obs_0000012300|obs_0000013166|obs_0000013465|obs_0000011441|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000003307|obs_0000021226|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000012300|obs_0000013166,,
SPICE SOUL,Edelstahl-Schüsselset,"€ 7,99",,"pro Einheit = 3,00","pro Einheit = 3,00","Zum Zubereiten, Servieren und Aufbewahren Aus Edelstahl Mit Kunststoffdeckeln Temperaturbeständig von -20 bis 70 °C Ohne Deckel spülmaschinengeeignet Klein ca. Ø 14 x 7,8 cm (ca. 550 ml) Mittel ca. Ø 16 x 9 cm (ca. 850 ml) Groß ca. Ø 18 x 10 cm (ca. 1.300 ml)",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_378.jpg,cat_non_food,,,ref_000109,obs_0000016017,obs_0000010830|obs_0000016017|obs_0000024394|obs_0000023967,,
BERCHTESGADENER LAND,Ein ganzer Karton Haltbare Berg- und Alpen-Vollmilch,"€ 5,55",,"1 l = 0,93","1 l = 0,93","3,5 % Fett",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_128.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte",,,ref_000110,obs_0000017035|obs_0000021774|obs_0000009242|obs_0000017308|obs_0000020674|obs_0000019041|obs_0000021493|obs_0000023288|obs_0000031903|obs_0000001050,,,
K-CLASSIC,Eintopf,"€ 1,59","€ 1,89","1 kg = 1,99","1 kg = 1,99","Hühnernudel-, Linsen-, Nudeleintopf ital. Art oder Bohnentopf mit weißen oder grünen Bohnen oder mexikan. Art",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_166.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-H861100,ref_000111,obs_0000014982|obs_0000009646|obs_0000008055|obs_0000034827|obs_0000008449|obs_0000013608|obs_0000027989|obs_0000028413|obs_0000001972|obs_0000031018|obs_0000031329|obs_0000033814|obs_0000005169|obs_0000034197|obs_0000032417|obs_0000006123|obs_0000030714|obs_0000000614|obs_0000007000|obs_0000007571|obs_0000034687|obs_0000007029|obs_0000005196,obs_0000034827|obs_0000008449|obs_0000014982|obs_0000013608|obs_0000027989|obs_0000009646|obs_0000028413|obs_0000008055|obs_0000001972,,
K-PURLAND,Eisbein XXL,"€ 2,99",,"pro Einheit = 6,58","pro Einheit = 6,58",vom Schwein,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_083.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",,,ref_000112,obs_0000009483|obs_0000014447|obs_0000009250|obs_0000012763|obs_0000013967,obs_0000014447,,
L'Oréal Paris,Elvital Shampoo oder Spülung,"€ 2,99",,"1 l = 9,97 - 11,96","1 l = 9,97 - 11,96",versch. Sorten,Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_294.jpg,cat_drogerie,,,ref_000113,obs_0000010773|obs_0000012696|obs_0000013613|obs_0000015098|obs_0000011609|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000015518|obs_0000016129|obs_0000033191|obs_0000008625|obs_0000016820|obs_0000019771|obs_0000012018|obs_0000005485|obs_0000005852|obs_0000006589|obs_0000007501|obs_0000015963|obs_0000005296|obs_0000006051|obs_0000033849|obs_0000006246|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033398|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000009325|obs_0000034052|obs_0000009494|obs_0000034239|obs_0000009796|obs_0000009955|obs_0000034662|obs_0000001916,obs_0000010773|obs_0000012696|obs_0000005296|obs_0000013613|obs_0000006051|obs_0000015098,,x
K-CLASSIC,Emmentaler XXL,"€ 2,99",,"1 kg = 5,98","1 kg = 5,98","gerieben, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_136.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000114,obs_0000011890|obs_0000009063|obs_0000025531|obs_0000001559|obs_0000010030|obs_0000018426|obs_0000018479|obs_0000002340|obs_0000003417|obs_0000012763|obs_0000022007|obs_0000013967|obs_0000022237|obs_0000031831|obs_0000031880,obs_0000009063|obs_0000011890,,
EFFECT,Energy Drink,"€ 0,65",,"1 l = 1,97","1 l = 1,97","taurin- und koffeinhaltig, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_278.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000115,obs_0000011355|obs_0000031887|obs_0000026886|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917|obs_0000027531|obs_0000009616,obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000006727|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000005828|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000029976|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962,,
GÖNRGY,Energy Drink by MontanaBlack,"€ 1,29","€ 1,49","1 l = 2,58","1 l = 2,58","versch. Sorten, mit und ohne Zucker, taurin- und koffeinhaltig (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_277.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000116,obs_0000015094|obs_0000026684|obs_0000008686|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917,obs_0000015094|obs_0000008686,,
K-WERTSCHÄTZE,Entrec te vom Jungbullen,"€ 26,90","€ 32,90","pro Einheit = 26,90","pro Einheit = 26,90","vom Jungbullen, mariniert",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_108.jpg,"cat_fleisch_wurst,sub_rind",,,ref_000117,obs_0000011426|obs_0000013615|obs_0000030463|obs_0000015746|obs_0000031116|obs_0000015347,obs_0000011426|obs_0000013615,,
Keine Marke,Erdbeer- oder Gemüsepflanzen,"€ 2,69",,"pro Einheit = 2,69","pro Einheit = 2,69","versch. Varianten und Sorten, als 6er-, 12er-Pack odedr Einzeltopf Ø 9 cm, ab 1,19€",Nein,Dieses Angebot findest du vom 16.04. bis 22.04. in deiner Kaufland-Filiale.,2026-04-16,2026-04-22,../images/kaufland/kaufland_offer_057.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000118,,,,
